===== wnba_2024_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Natasha Mack,PHO,F-C,40,619,40,11,619,71,124,",573",0,3,",000",71,121,",587",11,19,",579",60,199,44,27,47,28,56,153
Sami Whitcomb,SEA,G,40,611,40,3,611,72,208,",346",47,161,",292",25,47,",532",9,11,",818",15,74,64,30,9,40,56,200
Natisha Hiedeman,MIN,G,40,607,40,0,607,73,192,",380",23,82,",280",50,110,",455",25,34,",735",15,62,95,32,6,44,49,194
Stephanie Talbot,LAS,F,37,600,37,10,600,49,124,",395",13,50,",260",36,74,",486",20,29,",690",21,101,76,19,17,37,51,131
Isabelle Harrison,CHI,F,36,587,36,5,587,95,238,",399",3,18,",167",92,220,",418",41,50,",820",38,141,27,20,12,39,47,234
Rachel Banham,TOT,G,37,586,37,9,586,71,202,",351",52,142,",366",19,60,",317",16,20,",800",7,53,40,14,7,20,58,210
Mercedes Russell,SEA,C,37,583,37,6,583,62,120,",517",0,0,0,62,120,",517",21,33,",636",26,110,30,22,9,26,43,145
Rae Burrell,LAS,G-F,37,579,37,7,579,59,163,",362",24,72,",333",35,91,",385",78,100,",780",21,68,42,29,11,37,59,220
Aari McDonald,LAS,G,26,568,26,10,568,77,191,",403",29,91,",319",48,100,",480",43,51,",843",12,52,96,23,6,48,52,226
Dorka Juhász,MIN,F,34,547,34,7,547,69,144,",479",11,34,",324",58,110,",527",13,20,",650",32,129,36,15,13,21,39,162
Erica Wheeler,IND,G,39,546,39,2,546,58,141,",411",15,52,",288",43,89,",483",11,13,",846",7,53,69,17,4,35,45,142
Li Yueru,LAS,C,38,546,38,2,546,68,147,",463",4,15,",267",64,132,",485",53,59,",898",55,140,22,12,9,33,80,193
Nia Coffey,ATL,F,40,534,40,11,534,48,148,",324",18,66,",273",30,82,",366",16,21,",762",19,95,46,12,26,40,48,130
Jade Melbourne,WAS,G,37,525,37,0,525,72,166,",434",20,56,",357",52,110,",473",35,49,",714",13,55,59,24,5,62,54,199
Kalani Brown,DAL,C,39,516,39,2,516,92,158,",582",0,3,",000",92,155,",594",39,59,",661",43,119,41,7,22,48,63,223
Satou Sabally,DAL,F,15,512,15,15,512,89,209,",426",38,84,",452",51,125,",408",53,68,",779",18,96,75,19,8,37,48,269
Azura Stevens,LAS,F-C,20,493,20,19,493,71,178,",399",28,80,",350",43,98,",439",22,27,",815",20,140,38,17,18,36,39,192
Cheyenne Parker-Tyus,ATL,F,25,492,25,11,492,83,187,",444",3,14,",214",80,173,",462",62,70,",886",31,121,37,21,9,52,60,231
Cecilia Zandalasini,MIN,F,40,487,40,0,487,67,148,",453",31,70,",443",36,78,",462",18,29,",621",5,46,43,15,9,31,55,183
Emily Engstler,WAS,F,32,464,32,3,464,76,154,",494",27,57,",474",49,97,",505",18,22,",818",44,128,47,19,24,22,49,197
Kennedy Burke,NYL,G-F,38,459,38,3,459,54,132,",409",15,58,",259",39,74,",527",8,12,",667",14,58,33,24,11,27,37,131
Rebecca Allen,PHO,F-G,18,447,18,18,447,53,126,",421",25,70,",357",28,56,",500",2,3,",667",13,71,20,17,12,18,35,133
Kristy Wallace,IND,G,26,447,26,15,447,47,117,",402",17,58,",293",30,59,",508",12,18,",667",11,48,45,18,6,17,29,123
Victoria Vivians,SEA,G-F,35,445,35,15,445,41,123,",333",22,69,",319",19,54,",352",6,9,",667",19,69,29,13,7,20,42,110
Diamond DeShields,CHI,G,32,441,32,10,441,56,161,",348",9,52,",173",47,109,",431",22,36,",611",7,46,43,20,8,29,52,143
Crystal Dangerfield,TOT,G,33,441,33,5,441,37,131,",282",17,62,",274",20,69,",290",15,17,",882",2,34,62,11,6,26,25,106
Olivia Nelson-Ododa,CON,C,37,437,37,0,437,49,99,",495",0,0,0,49,99,",495",27,41,",659",30,93,8,14,21,29,63,125
Brittney Sykes,WAS,G,18,419,18,18,419,81,200,",405",16,59,",271",65,141,",461",42,56,",750",11,73,55,16,7,40,26,220
Temi Fagbenle,IND,C,22,415,22,2,415,58,114,",509",2,12,",167",56,102,",549",22,28,",786",31,104,20,11,15,27,66,140
Maya Caldwell,ATL,G,25,405,25,6,405,52,125,",416",15,50,",300",37,75,",493",12,15,",800",20,45,27,15,5,23,30,131
Megan Gustafson,LVA,C,38,405,38,7,405,53,106,",500",22,57,",386",31,49,",633",13,17,",765",23,73,9,13,5,14,59,141
Veronica Burton,CON,G,31,393,31,1,393,26,72,",361",13,37,",351",13,35,",371",31,37,",838",13,44,58,14,7,15,32,96
Kate Martin,LVA,G,34,392,34,2,392,27,88,",307",22,62,",355",5,26,",192",11,12,",917",6,54,30,7,8,21,29,87
Tiffany Mitchell,CON,G,24,392,24,0,392,38,109,",349",6,24,",250",32,85,",376",36,46,",783",11,37,19,11,1,15,29,118
Lexie Brown,LAS,G,16,379,16,8,379,42,131,",321",21,69,",304",21,62,",339",24,27,",889",1,37,53,17,2,31,22,129
Sug Sutton,TOT,G,29,379,29,0,379,24,79,",304",10,41,",244",14,38,",368",9,13,",692",6,28,62,16,1,34,26,67
Nyara Sabally,NYL,C,26,352,26,0,352,50,87,",575",0,2,",000",50,85,",588",28,40,",700",34,105,15,23,19,13,41,128
Gabby Williams,SEA,F,12,351,12,11,351,50,104,",481",10,31,",323",40,73,",548",14,19,",737",9,48,44,20,3,17,21,124
Mikiah Herbert Harrigan,PHO,F,31,336,31,3,336,35,86,",407",17,53,",321",18,33,",545",11,20,",550",15,45,9,16,11,15,28,98
Layshia Clarendon,LAS,G,21,335,21,12,335,32,75,",427",7,20,",350",25,55,",455",20,23,",870",6,38,54,15,1,25,44,91
Cameron Brink,LAS,F,15,329,15,15,329,41,103,",398",10,31,",323",31,72,",431",21,25,",840",18,80,25,16,35,34,60,113
Celeste Taylor,TOT,G,22,328,22,4,328,21,62,",339",6,30,",200",15,32,",469",10,18,",556",6,28,28,15,10,22,22,58
Aerial Powers,ATL,G,17,304,17,2,304,49,138,",355",14,36,",389",35,102,",343",34,43,",791",15,56,24,16,4,18,35,146
Zia Cooke,LAS,G,29,257,29,0,257,36,112,",321",11,37,",297",25,75,",333",20,29,",690",3,18,17,9,3,21,22,103
Ivana Dojkić,NYL,G,26,257,26,0,257,25,74,",338",16,42,",381",9,32,",281",21,27,",778",9,22,20,9,1,14,26,87
Brianna Turner,CHI,F-C,27,253,27,2,253,16,26,",615",0,0,0,16,26,",615",1,2,",500",11,53,10,9,13,12,28,33
Elizabeth Williams,CHI,C-F,9,249,9,9,249,37,76,",487",0,0,0,37,76,",487",16,24,",667",25,63,14,15,15,15,19,90
Sydney Colson,LVA,G,31,248,31,1,248,27,64,",422",14,37,",378",13,27,",481",8,9,",889",1,14,30,15,5,14,23,76
Shakira Austin,WAS,F-C,12,238,12,11,238,52,121,",430",1,4,",250",51,117,",436",36,54,",667",21,82,11,15,11,29,30,141
Joyner Holmes,SEA,F,27,231,27,0,231,33,78,",423",6,31,",194",27,47,",574",7,11,",636",14,49,25,6,6,21,28,79
Lorela Cubaj,ATL,F-C,28,221,28,1,221,15,35,",429",0,0,0,15,35,",429",3,5,",600",19,41,15,9,2,12,33,33
Sika Koné,TOT,F,27,217,27,0,217,36,84,",429",4,7,",571",32,77,",416",31,36,",861",14,55,12,6,2,14,25,107
Diamond Miller,MIN,F,21,213,21,4,213,21,69,",304",5,26,",192",16,43,",372",14,24,",583",9,37,13,7,1,19,23,61
Damiris Dantas,IND,C-F,20,210,20,0,210,34,74,",459",13,33,",394",21,41,",512",8,12,",667",4,43,12,5,5,12,20,89
DiDi Richards,WAS,G-F,19,198,19,7,198,20,50,",400",0,4,",000",20,46,",435",6,14,",429",10,29,13,2,4,7,15,46
Moriah Jefferson,TOT,G,23,185,23,0,185,9,42,",214",4,19,",211",5,23,",217",9,10,",900",3,9,30,8,0,8,17,31
Stephanie Soares,DAL,C,22,175,22,3,175,10,34,",294",2,12,",167",8,22,",364",2,2,"1,000",18,47,10,2,8,12,18,24
Liz Dixon,PHO,F,17,160,17,0,160,11,29,",379",0,0,0,11,29,",379",8,10,",800",14,41,9,1,9,8,13,30
Jaelyn Brown,DAL,G-F,14,141,14,1,141,15,31,",484",6,12,",500",9,19,",474",1,3,",333",7,21,6,4,4,12,16,37
Alissa Pili,MIN,F,22,138,22,0,138,19,45,",422",9,27,",333",10,18,",556",6,11,",545",6,27,5,5,2,19,29,53
Lou Lopez Sénéchal,DAL,G,27,125,27,0,125,10,34,",294",3,15,",200",7,19,",368",2,4,",500",3,11,10,3,0,6,13,25
Olivia Époupa,MIN,G,17,114,17,0,114,6,16,",375",0,0,0,6,16,",375",2,2,"1,000",6,19,26,14,0,15,13,14
Destanni Henderson,ATL,G,6,105,6,0,105,10,29,",345",1,10,",100",9,19,",474",3,7,",429",0,12,15,2,1,10,5,24
Grace Berger,IND,G,11,102,11,0,102,10,25,",400",2,5,",400",8,20,",400",9,14,",643",4,15,7,5,0,10,12,31
Morgan Bertsch,TOT,F,11,100,11,0,100,6,30,",200",2,15,",133",4,15,",267",8,10,",800",8,17,2,1,1,13,14,22
Astou Ndour-Fall,CON,C-F,22,92,22,0,92,9,26,",346",2,10,",200",7,16,",438",5,6,",833",2,18,1,1,4,3,10,25
Laeticia Amihere,ATL,F,16,83,16,0,83,7,26,",269",0,0,0,7,26,",269",5,17,",294",12,27,3,2,3,8,7,19
Marquesha Davis,NYL,G,20,80,20,0,80,9,22,",409",1,1,"1,000",8,21,",381",5,7,",714",2,10,4,1,4,3,11,24
Amy Atwell,PHO,F,6,59,6,0,59,4,15,",267",3,13,",231",1,2,",500",4,5,",800",3,6,6,0,1,2,3,15
Nika Mühl,SEA,G,16,57,16,0,57,1,14,",071",0,11,",000",1,3,",333",0,0,0,6,10,7,2,0,4,9,2
Kaela Davis,CHI,F,4,52,4,0,52,4,12,",333",2,2,"1,000",2,10,",200",2,4,",500",1,4,1,1,2,4,5,12
Kiana Williams,SEA,G,13,45,13,0,45,4,16,",250",3,9,",333",1,7,",143",0,0,0,0,2,5,0,0,2,3,11
Kierstan Bell,LVA,F,6,43,6,0,43,6,16,",375",4,8,",500",2,8,",250",1,2,",500",1,6,5,0,0,1,5,17
Jaylyn Sherrod,NYL,G,10,37,10,0,37,7,14,",500",2,6,",333",5,8,",625",3,6,",500",2,3,5,3,1,2,4,19
Dulcy Fankam Mendjiadeu,SEA,F-C,7,36,7,0,36,2,3,",667",0,0,0,2,3,",667",2,6,",333",4,9,1,0,0,3,5,6
Queen Egbo,TOT,F-C,8,29,8,0,29,5,12,",417",0,0,0,5,12,",417",2,2,"1,000",3,10,0,3,1,0,4,12
Victaria Saxton,IND,F,9,23,9,0,23,3,9,",333",1,4,",250",2,5,",400",1,2,",500",0,3,0,0,0,1,4,8
Kysre Gondrezick,CHI,G,5,16,5,0,16,2,7,",286",1,6,",167",1,1,"1,000",0,0,0,1,2,2,4,0,3,2,5
Caitlin Bickle,CON,F,8,15,8,0,15,0,3,",000",0,3,",000",0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ezinne Kalu,ATL,G,1,13,1,0,13,1,3,",333",0,1,",000",1,2,",500",1,1,"1,000",0,1,0,1,0,0,4,3
Charisma Osborne,PHO,G,2,10,2,0,10,1,2,",500",0,0,0,1,2,",500",0,0,0,0,1,1,0,0,2,1,2
Emma Cannon,LVA,F,5,9,5,0,9,2,3,",667",0,1,",000",2,2,"1,000",0,0,0,0,2,1,0,0,1,0,4
Jakia Brown-Turner,WAS,G,2,8,2,0,8,0,1,",000",0,0,0,0,1,",000",2,2,"1,000",0,1,0,1,0,0,0,2
Jessika Carter,LVA,C,2,4,2,0,4,0,1,",000",0,0,0,0,1,",000",0,2,",000",0,0,0,0,0,0,0,0
Dyaisha Fair,LVA,G,1,4,1,0,4,0,2,",000",0,1,",000",0,1,",000",0,0,0,0,0,2,0,0,0,0,0
Taylor Soule,MIN,F,2,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0


===== wnba_2024_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Arike Ogunbowale,DAL,G,38,1465,38,38,"38,6","7,3","19,2",",383","2,9","8,5",",346","4,4","10,7",",412","4,6","5,0",",921","0,8","4,6","5,1","2,1","0,3","2,7","2,8","22,2"
Caitlin Clark,IND,G,40,1416,40,40,"35,4","6,1","14,5",",417","3,1","8,9",",344","3,0","5,6",",533","4,1","4,5",",906","0,4","5,7","8,4","1,3","0,7","5,6","2,8","19,2"
Dearica Hamby,LAS,F,40,1346,40,40,"33,7","6,7","13,1",",512","0,8","2,2",",341","6,0","10,9",",547","3,1","5,0",",631","1,5","9,2","3,5","1,7","0,2","3,0","2,8","17,3"
Allisha Gray,ATL,G,40,1327,40,40,"33,2","5,1","12,7",",403","1,7","5,1",",342","3,4","7,7",",443","3,6","4,7",",769","1,1","4,4","2,7","1,1","0,7","1,7","2,4","15,6"
A'ja Wilson,LVA,C,38,1308,38,38,"34,4","10,1","19,6",",518","0,5","1,6",",317","9,6","18,0",",536","6,1","7,2",",844","2,1","11,9","2,3","1,8","2,6","1,3","1,8","26,9"
Alyssa Thomas,CON,F,40,1296,40,40,"32,4","4,2","8,2",",509","0,0","0,1",",000","4,2","8,1",",516","2,3","3,6",",628","2,5","8,4","7,9","1,6","0,5","3,6","2,1","10,6"
Kelsey Plum,LVA,G,38,1291,38,38,"34,0","6,1","14,4",",423","2,9","7,9",",368","3,2","6,6",",488","2,7","3,1",",866","0,3","2,6","4,2","0,7","0,0","2,4","2,7","17,8"
Kelsey Mitchell,IND,G,40,1280,40,38,"32,0","7,1","15,1",",468","2,7","6,8",",402","4,3","8,3",",523","2,4","2,8",",832","0,7","2,5","1,8","0,7","0,2","1,6","1,6","19,2"
DeWanna Bonner,CON,G-F,40,1271,40,39,"31,8","5,3","12,8",",415","1,5","4,9",",294","3,9","7,9",",490","3,0","3,6",",832","0,6","6,0","2,0","1,2","0,7","1,4","1,8","15,0"
Natasha Cloud,PHO,G,38,1265,38,38,"33,3","4,0","10,1",",397","1,2","3,8",",308","2,8","6,3",",450","2,4","2,9",",826","0,5","4,1","6,9","1,4","0,6","3,0","2,7","11,5"
Skylar Diggins,SEA,G,40,1262,40,40,"31,6","5,5","12,8",",427","1,0","3,4",",291","4,5","9,4",",476","3,3","3,8",",867","0,7","2,6","6,4","1,7","0,9","2,8","2,8","15,1"
Jewell Loyd,SEA,G,37,1246,37,37,"33,7","6,1","16,8",",360","1,6","5,8",",274","4,5","11,0",",405","6,0","6,8",",881","0,7","4,5","3,6","1,4","0,2","2,3","1,8","19,7"
Breanna Stewart,NYL,F,38,1243,38,38,"32,7","7,0","15,2",",458","1,2","4,1",",295","5,8","11,1",",519","5,3","6,3",",845","1,6","8,5","3,5","1,7","1,3","1,7","2,1","20,4"
Kayla McBride,MIN,G,39,1237,39,39,"31,7","4,5","10,6",",420","2,7","6,6",",407","1,8","4,0",",442","3,4","3,8",",893","0,4","2,6","3,2","1,3","0,1","2,0","1,2","15,0"
Aliyah Boston,IND,C-F,40,1236,40,40,"30,9","5,9","11,2",",529","0,2","0,7",",269","5,7","10,5",",545","2,0","2,8",",736","2,8","8,9","3,2","0,9","1,2","2,0","3,3","14,0"
Marina Mabrey,TOT,G,40,1235,40,27,"30,9","5,4","13,0",",413","2,5","6,5",",377","2,9","6,5",",450","1,2","1,7",",710","0,6","4,4","4,1","1,1","0,4","2,4","2,6","14,4"
Sabrina Ionescu,NYL,G,38,1221,38,38,"32,1","6,3","15,9",",394","2,8","8,4",",333","3,5","7,5",",463","2,8","3,1",",898","0,7","4,4","6,2","1,0","0,3","2,7","1,2","18,2"
Jackie Young,LVA,G,37,1205,37,37,"32,6","5,4","12,6",",430","1,9","5,6",",337","3,5","7,0",",506","3,0","3,5",",867","0,7","4,4","5,3","1,0","0,2","2,1","2,5","15,8"
Kahleah Copper,PHO,G-F,37,1197,37,37,"32,4","7,4","17,0",",435","1,9","5,9",",314","5,5","11,0",",500","4,5","5,6",",807","0,6","4,5","2,3","0,8","0,1","3,0","3,3","21,1"
Ariel Atkins,WAS,G,40,1196,40,40,"29,9","5,4","12,4",",437","2,0","5,5",",357","3,5","6,9",",500","2,1","2,5",",848","0,9","3,4","3,1","1,5","0,4","2,3","2,8","14,9"
Napheesa Collier,MIN,F,34,1181,34,34,"34,7","7,9","16,0",",492","0,9","2,9",",310","7,0","13,1",",533","3,7","4,6",",804","2,2","9,7","3,4","1,9","1,4","2,1","2,6","20,4"
Nneka Ogwumike,SEA,F,37,1177,37,37,"31,8","6,8","13,3",",511","0,8","2,0",",405","6,0","11,3",",530","2,3","2,6",",876","1,9","7,6","2,3","1,9","0,5","1,3","2,3","16,7"
Bridget Carleton,MIN,F,39,1164,39,36,"29,8","3,2","7,3",",444","2,3","5,3",",444","0,9","2,0",",443","0,8","1,0",",789","0,9","3,8","2,2","1,0","0,3","1,0","2,1","9,6"
Jonquel Jones,NYL,C,39,1164,39,39,"29,8","5,3","9,8",",538","1,5","3,9",",388","3,8","5,9",",636","2,1","2,7",",788","1,7","9,0","3,2","0,8","1,3","2,4","2,9","14,2"
Tina Charles,ATL,C,39,1160,39,39,"29,7","6,2","13,7",",456","0,3","1,1",",262","5,9","12,6",",473","2,2","2,7",",785","2,5","9,6","2,3","0,9","0,5","1,6","2,5","14,9"
