===== wnba_2013_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Shavonte Zellous,IND,G,29,908,29,29,908,146,352,",415",39,112,",348",107,240,",446",96,123,",780",27,100,48,27,21,54,93,427
Katie Smith*,NYL,G,34,904,34,30,904,76,203,",374",28,89,",315",48,114,",421",28,33,",848",9,64,61,24,6,43,53,208
Shenise Johnson,SAS,G,33,901,33,24,901,144,365,",395",23,84,",274",121,281,",431",53,67,",791",40,128,79,42,6,60,55,364
Danielle Adams,SAS,F-C,34,899,34,24,899,170,399,",426",42,129,",326",128,270,",474",106,150,",707",53,161,42,29,25,61,95,488
Candace Parker,LAS,F-C,31,889,31,31,889,208,422,",493",9,35,",257",199,387,",514",131,172,",762",44,269,117,40,57,71,42,556
Kalana Greene,CON,G,34,888,34,31,888,70,172,",407",4,26,",154",66,146,",452",30,41,",732",38,126,50,38,13,36,56,174
Plenette Pierson,NYL,F,32,883,32,27,883,147,367,",401",0,7,",000",147,360,",408",77,107,",720",63,186,80,16,20,79,68,371
Monique Currie,WAS,F,34,881,34,34,881,121,302,",401",22,64,",344",99,238,",416",92,113,",814",33,169,51,39,8,62,100,356
Nneka Ogwumike,LAS,F,34,878,34,34,878,192,339,",566",2,5,",400",190,334,",569",109,132,",826",95,258,45,50,33,66,101,495
Temeka Johnson,SEA,G,32,877,32,32,877,114,266,",429",21,57,",368",93,209,",445",77,88,",875",13,82,127,28,3,85,68,326
Candice Wiggins,TUL,G,32,876,32,31,876,103,284,",363",57,157,",363",46,127,",362",61,77,",792",27,92,63,39,7,59,93,324
Glory Johnson,TUL,F,29,875,29,28,875,152,341,",446",1,3,",333",151,338,",447",130,174,",747",95,258,33,30,12,60,71,435
Noelle Quinn,SEA,G,34,870,34,15,870,70,198,",354",13,56,",232",57,142,",401",32,38,",842",21,165,56,28,8,42,39,185
Kelsey Griffin,CON,F,34,864,34,34,864,109,246,",443",12,39,",308",97,207,",469",66,90,",733",61,170,32,42,23,34,93,296
Skylar Diggins,TUL,G,32,845,32,21,845,89,271,",328",19,78,",244",70,193,",363",75,90,",833",15,61,123,41,8,92,65,272
Armintie Herrington,ATL,G,28,838,28,26,838,78,167,",467",0,0,0,78,167,",467",39,66,",591",43,95,67,65,3,52,55,195
Danielle Robinson,SAS,G,25,812,25,25,812,115,259,",444",0,6,",000",115,253,",455",51,64,",797",19,78,168,34,4,64,49,281
Shekinna Stricklen,SEA,F,34,797,34,21,797,131,319,",411",54,157,",344",77,162,",475",25,39,",641",28,96,28,25,13,40,54,341
Alex Montgomery,NYL,G-F,34,782,34,0,782,86,224,",384",13,43,",302",73,181,",403",22,26,",846",36,177,57,22,8,57,75,207
Matee Ajavon,WAS,G,34,772,34,27,772,95,261,",364",19,62,",306",76,199,",382",94,119,",790",24,59,99,32,3,75,74,303
Jayne Appel-Marinelli,SAS,C,29,768,29,29,768,70,121,",579",1,3,",333",69,118,",585",29,49,",592",75,259,57,26,37,44,85,170
Briana Gilbreath-Butler,PHO,G,34,763,34,30,763,60,152,",395",13,51,",255",47,101,",465",15,24,",625",26,109,50,23,15,25,61,148
Le'coe Willingham,ATL,F,34,755,34,28,755,56,132,",424",14,46,",304",42,86,",488",15,21,",714",45,142,27,27,11,42,83,141
Alex Bentley,ATL,G,34,753,34,10,753,113,284,",398",28,85,",329",85,199,",427",27,38,",711",11,48,95,34,3,39,77,281
Monica Wright,MIN,G,33,743,33,3,743,110,257,",428",10,39,",256",100,218,",459",68,86,",791",20,96,76,34,6,58,90,298
Kara Braxton,NYL,C-F,34,740,34,33,740,130,270,",481",0,0,0,130,270,",481",37,56,",661",86,226,40,22,14,77,100,297
Shameka Christon,SAS,G,33,740,33,14,740,82,267,",307",50,156,",321",32,111,",288",33,38,",868",10,55,24,16,11,24,55,247
Nicole Powell,TUL,F,32,715,32,20,715,73,180,",406",38,105,",362",35,75,",467",22,27,",815",31,119,41,24,6,29,54,206
Alana Beard,LAS,G-F,32,703,32,32,703,85,185,",459",1,8,",125",84,177,",475",28,34,",824",13,72,45,40,10,42,72,199
Janel McCarville,MIN,F-C,32,700,32,32,700,79,162,",488",6,14,",429",73,148,",493",37,46,",804",38,137,92,32,21,42,59,201
Brittney Griner,PHO,C,27,699,27,27,699,139,250,",556",0,0,0,139,250,",556",63,87,",724",37,171,28,13,81,47,80,341
Angel Goodrich,TUL,G,31,680,31,16,680,58,137,",423",8,32,",250",50,105,",476",12,22,",545",14,57,91,38,2,52,35,136
Kia Vaughn,WAS,C,34,680,34,15,680,99,233,",425",0,1,",000",99,232,",427",35,46,",761",50,176,22,24,37,52,78,233
Allison Hightower,CON,G,21,672,21,21,672,108,255,",424",24,66,",364",84,189,",444",28,40,",700",9,65,63,24,7,31,56,268
Kelsey Bone,NYL,C,34,663,34,2,663,99,215,",460",0,1,",000",99,214,",463",36,57,",632",73,185,25,12,12,52,87,234
Leilani Mitchell,NYL,G,34,633,34,9,633,54,133,",406",32,85,",376",22,48,",458",30,35,",857",18,71,66,26,4,34,37,170
Devereaux Peters,MIN,F,34,631,34,2,631,59,149,",396",0,0,0,59,149,",396",23,27,",852",52,156,37,24,34,30,56,141
Renee Montgomery,CON,G,23,625,23,18,625,81,222,",365",36,110,",327",45,112,",402",35,39,",897",7,41,71,18,1,56,39,233
DeLisha Milton-Jones,TOT,F,26,622,26,17,622,82,206,",398",5,24,",208",77,182,",423",43,61,",705",37,109,49,19,10,42,67,212
Riquna Williams,TUL,G,27,612,27,6,612,139,350,",397",45,118,",381",94,232,",405",99,110,",900",14,64,49,27,7,40,59,422
Tamera Young,CHI,F,33,596,33,8,596,81,190,",426",0,1,",000",81,189,",429",23,38,",605",43,125,21,17,5,22,61,185
Marissa Coleman,LAS,G-F,34,595,34,3,595,58,135,",430",20,50,",400",38,85,",447",21,33,",636",32,100,34,24,5,31,43,157
Mistie Bass,CON,F,33,593,33,5,593,94,171,",550",0,0,0,94,171,",550",42,69,",609",48,144,32,22,29,48,60,230
Tayler Hill,WAS,G,34,593,34,7,593,63,192,",328",35,105,",333",28,87,",322",59,70,",843",8,58,51,23,3,38,30,220
Charde Houston,PHO,F,34,586,34,6,586,78,195,",400",9,50,",180",69,145,",476",35,45,",778",20,77,44,17,12,56,101,200
Layshia Clarendon,IND,G,30,582,30,4,582,55,166,",331",7,27,",259",48,139,",345",9,22,",409",18,54,55,16,1,40,66,126
Jantel Lavender,LAS,F,34,571,34,3,571,107,211,",507",0,0,0,107,211,",507",32,37,",865",49,154,18,19,22,37,52,246
Michelle Snow,WAS,C,34,571,34,18,571,73,154,",474",0,0,0,73,154,",474",28,34,",824",50,163,20,16,25,34,78,174
Roneeka Hodges,TUL,G,33,567,33,8,567,58,150,",387",41,114,",360",17,36,",472",7,8,",875",2,40,33,17,2,17,30,164
Tan White,CON,G,22,549,22,12,549,84,255,",329",15,76,",197",69,179,",385",20,27,",741",17,61,44,34,6,52,59,203
Tiffany Hayes,ATL,G,23,513,23,4,513,80,197,",406",23,61,",377",57,136,",419",76,102,",745",20,86,39,27,3,40,52,259
Alysha Clark,SEA,F,33,505,33,0,505,48,106,",453",16,41,",390",32,65,",492",19,25,",760",32,82,12,14,5,35,50,131
Tierra Ruffin-Pratt,WAS,G,34,503,34,0,503,51,142,",359",1,7,",143",50,135,",370",47,60,",783",33,95,26,22,8,22,57,150
Liz Cambage,TUL,C,20,499,20,16,499,106,189,",561",0,0,0,106,189,",561",114,147,",776",50,166,22,10,48,62,58,326
Emma Meesseman,WAS,F,34,498,34,1,498,66,148,",446",0,2,",000",66,146,",452",17,21,",810",40,106,42,19,24,29,54,149
Krystal Thomas,PHO,C,34,477,34,3,477,33,64,",516",0,0,0,33,64,",516",13,31,",419",39,140,7,8,17,32,90,79
Kamiko Williams,NYL,G,34,453,34,18,453,39,121,",322",6,23,",261",33,98,",337",4,7,",571",16,73,32,24,8,30,38,88
Jennifer Lacy,TUL,F,32,450,32,7,450,45,139,",324",18,71,",254",27,68,",397",18,22,",818",12,43,21,7,6,23,60,126
Iziane Castro Marques,CON,F-G,28,441,28,9,441,58,165,",352",15,46,",326",43,119,",361",37,51,",725",13,47,29,13,4,37,35,168
Jessica Breland,IND,F,30,439,30,2,439,69,157,",439",0,0,0,69,157,",439",20,27,",741",50,121,17,17,31,34,38,158
Aneika Henry-Morello,ATL,F-C,34,434,34,1,434,54,120,",450",0,0,0,54,120,",450",26,34,",765",44,134,16,9,17,26,41,134
Davellyn Whyte,SAS,G,29,433,29,4,433,42,130,",323",18,60,",300",24,70,",343",28,37,",757",18,55,52,20,7,42,36,130
Kayla Pedersen,TOT,F,34,431,34,5,431,39,101,",386",0,1,",000",39,100,",390",23,34,",676",32,100,31,21,14,28,52,101
Ebony Hoffman,LAS,F,33,412,33,0,412,46,108,",426",1,14,",071",45,94,",479",8,9,",889",14,64,33,16,11,22,73,101
Jenna O'Hea,LAS,F,29,398,29,0,398,28,64,",438",20,40,",500",8,24,",333",10,15,",667",12,50,31,10,6,17,38,86
Tiffany Jackson-Jones,TUL,F,19,393,19,10,393,33,84,",393",0,0,0,33,84,",393",17,26,",654",37,86,13,25,4,27,41,83
Erin Phillips,IND,G,18,383,18,6,383,36,98,",367",23,48,",479",13,50,",260",12,16,",750",4,19,29,15,1,14,22,107
Shay Murphy,CHI,G,34,379,34,0,379,38,130,",292",10,58,",172",28,72,",389",19,24,",792",29,64,10,21,0,13,32,105
Alexis Hornbuckle,PHO,G,30,373,30,1,373,30,92,",326",10,36,",278",20,56,",357",21,30,",700",9,51,38,11,3,38,61,91
Kayla Alexander,SAS,C,33,371,33,1,371,35,84,",417",0,0,0,35,84,",417",22,30,",733",43,99,10,4,14,35,46,92
Toni Young,NYL,F,31,344,31,10,344,58,122,",475",0,1,",000",58,121,",479",12,18,",667",24,58,14,9,10,26,57,128
Kelly Faris,CON,G,24,338,24,3,338,18,49,",367",7,25,",280",11,24,",458",7,9,",778",12,53,16,7,5,15,32,50
Tianna Hawkins,SEA,F,33,321,33,0,321,48,91,",527",5,21,",238",43,70,",614",11,13,",846",17,52,6,9,4,22,59,112
Allie Quigley,CHI,G,34,318,34,0,318,48,152,",316",17,54,",315",31,98,",316",16,18,",889",7,24,22,12,4,20,23,129
Cathrine Kraayeveld,SAS,F,22,285,22,0,285,16,55,",291",11,40,",275",5,15,",333",3,4,",750",9,42,12,9,4,10,20,46
Nadirah McKenith,WAS,G,32,282,32,0,282,29,78,",372",7,22,",318",22,56,",393",25,34,",735",4,36,33,19,2,22,21,90
A'dia Mathies,LAS,G,30,276,30,0,276,24,68,",353",4,16,",250",20,52,",385",16,25,",640",7,20,23,9,2,17,35,68
Courtney Paris,TUL,C,23,276,23,2,276,41,89,",461",0,1,",000",41,88,",466",6,9,",667",41,95,11,7,16,12,36,88
Kara Lawson,CON,G,9,271,9,6,271,45,103,",437",22,48,",458",23,55,",418",12,14,",857",8,33,38,5,1,22,14,124
Lynetta Kizer,PHO,F,27,266,27,0,266,31,69,",449",0,1,",000",31,68,",456",9,14,",643",21,57,6,11,5,21,55,71
Amber Harris,MIN,F,30,263,30,1,263,27,72,",375",2,14,",143",25,58,",431",15,21,",714",11,44,20,4,6,15,26,71
Sydney Carter,CON,G,15,259,15,1,259,21,60,",350",4,19,",211",17,41,",415",16,20,",800",5,22,27,7,4,25,17,62
Courtney Clements,ATL,G,26,244,26,0,244,20,99,",202",9,39,",231",11,60,",183",9,12,",750",11,24,8,4,2,7,25,58
Michelle Campbell,CHI,F,31,238,31,0,238,16,51,",314",0,0,0,16,51,",314",22,30,",733",21,48,5,5,6,16,41,54
Avery Warley-Talbert,TOT,C,22,215,22,5,215,17,41,",415",0,0,0,17,41,",415",8,10,",800",25,69,2,8,7,11,33,42
Sugar Rodgers,MIN,G,28,212,28,0,212,19,60,",317",10,32,",313",9,28,",321",4,7,",571",11,40,14,15,9,12,32,52
Ashley Robinson,SEA,C,21,200,21,0,200,13,29,",448",0,0,0,13,29,",448",6,10,",600",11,29,7,1,8,23,32,32
Jeanette Pohlen-Mavunga,IND,G,13,191,13,0,191,13,38,",342",9,24,",375",4,14,",286",6,6,"1,000",6,25,4,6,1,10,11,41
Jasmine James,PHO,G,16,190,16,1,190,18,54,",333",0,8,",000",18,46,",391",13,18,",722",5,23,28,14,1,19,18,49
Sasha Goodlett,IND,C,25,187,25,1,187,19,53,",358",0,0,0,19,53,",358",6,7,",857",16,40,4,2,2,10,17,44
Rachel Jarry,MIN,F,27,184,27,0,184,16,36,",444",6,10,",600",10,26,",385",7,9,",778",7,19,11,5,4,13,27,45
Sharnee Zoll,CHI,G,19,184,19,0,184,6,28,",214",0,6,",000",6,22,",273",5,8,",625",0,14,33,3,0,16,15,17
Carolyn Swords,CHI,C,16,181,16,2,181,26,42,",619",0,0,0,26,42,",619",7,9,",778",16,41,10,8,12,14,33,59
Sancho Lyttle,ATL,F,6,180,6,6,180,37,70,",529",2,5,",400",35,65,",538",10,15,",667",14,51,15,14,8,13,17,86
Jasmine Hassell,TOT,F,22,162,22,0,162,13,47,",277",0,1,",000",13,46,",283",8,17,",471",10,19,8,4,1,7,22,34
Penny Taylor,PHO,F,10,161,10,3,161,25,53,",472",8,19,",421",17,34,",500",26,27,",963",6,21,17,8,1,6,7,84
Nakia Sanford,SEA,C-F,15,153,15,0,153,8,27,",296",0,0,0,8,27,",296",9,16,",563",12,30,8,1,4,12,28,25
Katie Douglas,IND,G-F,4,143,4,4,143,21,54,",389",7,27,",259",14,27,",519",11,11,"1,000",5,11,6,7,2,11,3,60
Lindsey Moore,MIN,G,23,130,23,0,130,8,31,",258",3,12,",250",5,19,",263",3,4,",750",0,13,24,3,0,12,5,22
Farhiya Abdi,LAS,F,17,122,17,0,122,15,39,",385",0,0,0,15,39,",385",8,12,",667",4,12,9,2,1,4,15,38
Ruth Riley,ATL,C,16,121,16,0,121,6,19,",316",2,5,",400",4,14,",286",4,6,",667",3,12,3,3,4,8,25,18
Essence Carson,NYL,G,4,118,4,4,118,22,40,",550",1,3,",333",21,37,",568",12,14,",857",4,22,7,2,2,10,6,57
Samantha Prahalis,TOT,G,11,109,11,2,109,8,25,",320",0,5,",000",8,20,",400",2,2,"1,000",1,10,17,4,1,13,18,18
Erin Thorn,IND,G,6,67,6,0,67,2,12,",167",1,6,",167",1,6,",167",2,2,"1,000",0,3,4,2,1,5,2,7
Chelsea Poppens,SAS,F,8,63,8,0,63,4,9,",444",0,0,0,4,9,",444",1,4,",250",9,17,1,1,0,2,11,9
Chelsea Hopkins,SAS,G,4,58,4,0,58,1,17,",059",1,4,",250",0,13,",000",3,4,",750",2,8,10,3,0,5,3,6
Ashley Walker,CON,F-C,7,55,7,0,55,5,17,",294",2,8,",250",3,9,",333",1,1,"1,000",9,16,2,2,3,6,4,13
Natasha Lacy,CON,G,3,50,3,1,50,2,18,",111",0,1,",000",2,17,",118",3,3,"1,000",3,15,6,4,0,4,1,7
Quanitra Hollingsworth,WAS,C,7,42,7,0,42,5,9,",556",0,0,0,5,9,",556",2,4,",500",2,10,2,2,2,1,8,12
Cierra Bravard,SEA,F,6,27,6,0,27,1,3,",333",1,2,",500",0,1,",000",0,0,0,3,5,0,1,1,3,12,3
Anne Marie Armstrong,ATL,G-F,9,25,9,0,25,2,4,",500",2,4,",500",0,0,0,0,0,0,1,4,0,1,0,1,2,6
Julie Wojta,SAS,G-F,3,25,3,0,25,2,2,"1,000",0,0,0,2,2,"1,000",2,3,",667",2,6,1,3,0,3,1,6
Becky Hammon*,SAS,G,1,12,1,1,12,1,3,",333",0,1,",000",1,2,",500",0,0,0,0,1,1,0,0,3,0,2
Joslyn Tinkle,SEA,F,6,11,6,0,11,0,3,",000",0,2,",000",0,1,",000",0,0,0,1,3,0,0,0,0,1,0
Chante Black,SAS,C,1,10,1,0,10,1,2,",500",0,0,0,1,2,",500",0,0,0,1,2,0,0,1,2,1,2
Jessica Moore,WAS,F-C,2,8,2,0,8,0,1,",000",0,0,0,0,1,",000",0,0,0,0,2,0,0,0,1,2,0
Chucky Jeffery,NYL,G,2,6,2,0,6,0,2,",000",0,1,",000",0,1,",000",2,2,"1,000",0,1,0,2,0,0,0,2


===== wnba_2013_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
DeWanna Bonner,PHO,G-F,34,1119,34,33,"32,9","4,7","11,5",",410","1,6","4,9",",325","3,1","6,6",",473","3,5","3,9",",901","1,0","5,8","2,4","1,1","0,3","1,6","1,3","14,5"
Ivory Latta,WAS,G,34,1072,34,34,"31,5","4,6","11,9",",392","2,1","5,4",",396","2,5","6,5",",389","2,4","2,7",",902","0,4","2,6","4,4","0,9","0,0","1,9","2,0","13,9"
Maya Moore*,MIN,F,34,1068,34,34,"31,4","6,9","13,5",",509","2,1","4,7",",453","4,7","8,8",",538","2,6","3,0",",882","1,7","6,2","3,0","1,7","1,0","1,7","2,9","18,5"
Candice Dupree,PHO,F,32,1057,32,32,"33,0","6,4","12,4",",515","0,0","0,1",",000","6,4","12,3",",519","2,4","2,7",",897","1,5","6,4","1,9","1,1","0,4","2,0","1,8","15,2"
Tanisha Wright,SEA,G,34,1050,34,34,"30,9","4,3","9,8",",440","0,4","1,4",",283","3,9","8,4",",465","2,9","3,4",",855","0,9","3,7","4,1","1,1","0,2","2,9","2,6","11,9"
Jia Perkins,SAS,G,34,1037,34,33,"30,5","5,3","13,3",",400","1,3","3,4",",388","4,0","9,9",",405","1,9","2,2",",865","0,8","3,1","2,0","2,4","0,3","1,4","1,7","13,9"
Angel McCoughtry,ATL,F-G,33,1036,33,32,"31,4","7,5","18,1",",413","0,7","3,4",",204","6,8","14,6",",462","5,9","7,2",",824","1,8","5,3","4,4","2,7","0,7","4,1","2,7","21,5"
Diana Taurasi,PHO,G,32,1032,32,32,"32,3","6,3","13,7",",456","2,2","6,2",",347","4,1","7,5",",546","5,7","6,7",",854","0,6","4,2","6,2","0,7","0,5","3,6","3,2","20,3"
Camille Smith,SEA,F,34,1030,34,34,"30,3","3,6","8,1",",437","0,4","1,4",",283","3,2","6,8",",468","3,4","4,2",",803","1,9","4,7","1,4","1,2","0,3","2,4","2,6","10,9"
Cappie Pondexter,NYL,G,30,1027,30,30,"34,2","5,7","15,8",",360","1,3","3,4",",369","4,4","12,4",",358","4,2","5,2",",814","0,5","4,5","4,0","1,0","0,1","3,5","1,7","16,9"
Erlana Larkins,IND,F,34,1022,34,34,"30,1","3,0","5,6",",545","0,0","0,0",0,"3,0","5,6",",545","1,9","2,6",",708","3,1","7,8","1,9","1,4","0,3","1,4","2,9","7,9"
Kristi Toliver,LAS,G,34,1019,34,34,"30,0","5,3","11,6",",457","1,4","3,8",",383","3,9","7,9",",493","2,0","2,4",",831","0,5","2,6","3,4","1,3","0,2","1,9","2,5","14,1"
Erika de Souza,ATL,F-C,34,1016,34,34,"29,9","5,5","9,9",",553","0,0","0,0",0,"5,5","9,9",",553","1,9","2,7",",677","2,6","9,9","1,3","1,3","1,8","1,6","2,6","12,9"
Lindsey Harding,LAS,G,33,1011,33,33,"30,6","4,1","9,2",",441","0,1","0,7",",182","3,9","8,5",",461","2,7","3,5",",759","0,5","2,7","5,2","1,0","0,4","2,5","1,8","10,9"
Lindsay Whalen*,MIN,G,34,1005,34,34,"29,6","5,8","12,0",",486","0,0","0,3",",111","5,8","11,7",",495","3,2","4,1",",783","0,6","4,4","5,8","0,8","0,1","2,2","2,0","14,9"
Sylvia Fowles*,CHI,C,32,1001,32,32,"31,3","6,2","10,6",",586","0,0","0,0",0,"6,2","10,6",",586","3,9","5,7",",685","3,7","11,5","0,4","0,9","2,4","2,1","2,1","16,3"
Courtney Vandersloot,CHI,G,33,985,33,33,"29,8","3,2","8,1",",396","0,5","1,7",",304","2,7","6,4",",420","1,8","2,2",",833","0,3","3,2","5,6","1,4","0,8","2,5","2,6","8,8"
Tina Thompson*,SEA,F,34,976,34,34,"28,7","4,5","11,1",",410","1,8","4,8",",370","2,8","6,3",",439","3,3","3,7",",874","1,2","5,8","1,1","0,5","0,6","1,5","2,3","14,1"
Crystal Langhorne,WAS,F-C,34,973,34,34,"28,6","5,0","9,6",",515","0,0","0,2",",125","4,9","9,4",",525","2,0","3,1",",651","2,4","7,2","1,3","0,9","0,3","2,3","1,9","12,0"
Rebekkah Brunson,MIN,F,33,965,33,33,"29,2","4,5","9,0",",497","0,0","0,0","1,000","4,4","8,9",",495","1,7","2,7",",636","2,7","8,9","1,5","1,3","0,9","1,2","2,1","10,6"
Swin Cash*,CHI,F,34,961,34,34,"28,3","3,5","8,4",",415","0,5","1,9",",270","3,0","6,5",",457","1,9","2,2",",853","1,3","5,6","2,2","0,9","0,6","1,9","3,0","9,3"
Tina Charles,CON,C,29,951,29,29,"32,8","7,5","18,8",",400","0,0","0,1",",000","7,5","18,7",",402","2,9","3,9",",752","3,4","10,1","1,4","0,9","1,0","2,2","2,0","18,0"
Briann January,IND,G,32,946,32,32,"29,6","3,4","9,9",",348","1,1","3,1",",357","2,3","6,8",",344","1,9","2,3",",811","0,4","2,4","3,7","1,1","0,2","2,5","2,6","9,8"
Tamika Catchings*,IND,F,30,942,30,30,"31,4","6,0","15,1",",396","1,2","3,7",",321","4,8","11,3",",421","4,5","5,3",",861","1,5","7,1","2,4","2,8","1,0","1,7","2,5","17,7"
Elena Delle Donne,CHI,F-G,30,941,30,30,"31,4","5,7","13,5",",426","1,4","3,2",",438","4,3","10,3",",422","5,2","5,6",",929","1,4","5,6","1,8","0,7","1,8","1,3","1,6","18,1"
Jasmine Thomas,ATL,G,34,935,34,29,"27,5","3,5","9,8",",359","0,5","2,2",",216","3,1","7,6",",400","0,9","1,4",",696","0,7","3,0","3,1","0,9","0,3","2,1","1,9","8,5"
Epiphanny Prince,CHI,G,31,930,31,31,"30,0","4,8","12,7",",376","2,0","5,0",",396","2,8","7,7",",363","3,5","3,9",",900","0,6","2,7","3,0","1,6","0,4","1,4","1,5","15,0"
Seimone Augustus*,MIN,G-F,31,922,31,31,"29,7","6,9","13,3",",516","0,6","2,2",",290","6,2","11,1",",561","1,9","2,1",",879","0,8","3,2","2,5","0,6","0,6","1,5","1,1","16,3"
Karima Christmas-Kelly,IND,F-G,34,913,34,28,"26,9","3,0","8,0",",373","0,9","2,9",",300","2,1","5,0",",415","1,8","2,2",",811","1,9","4,1","1,1","1,9","0,3","1,2","2,4","8,6"
Shavonte Zellous,IND,G,29,908,29,29,"31,3","5,0","12,1",",415","1,3","3,9",",348","3,7","8,3",",446","3,3","4,2",",780","0,9","3,4","1,7","0,9","0,7","1,9","3,2","14,7"
Katie Smith*,NYL,G,34,904,34,30,"26,6","2,2","6,0",",374","0,8","2,6",",315","1,4","3,4",",421","0,8","1,0",",848","0,3","1,9","1,8","0,7","0,2","1,3","1,6","6,1"
Shenise Johnson,SAS,G,33,901,33,24,"27,3","4,4","11,1",",395","0,7","2,5",",274","3,7","8,5",",431","1,6","2,0",",791","1,2","3,9","2,4","1,3","0,2","1,8","1,7","11,0"
Danielle Adams,SAS,F-C,34,899,34,24,"26,4","5,0","11,7",",426","1,2","3,8",",326","3,8","7,9",",474","3,1","4,4",",707","1,6","4,7","1,2","0,9","0,7","1,8","2,8","14,4"
