===== wnba_2019_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Shavonte Zellous,SEA,G,31,432,31,4,432,44,116,",379",6,32,",188",38,84,",452",30,40,",750",6,48,45,10,6,35,44,124
Essence Carson,PHO,G,23,425,23,13,425,45,128,",352",14,41,",341",31,87,",356",29,37,",784",11,51,35,12,8,17,23,133
Camille Smith,PHO,F,29,425,29,0,425,40,92,",435",7,21,",333",33,71,",465",25,31,",806",19,69,23,11,8,25,51,112
Kennedy Burke,IND,G-F,31,423,31,7,423,45,117,",385",14,40,",350",31,77,",403",31,44,",705",18,45,22,18,10,21,30,135
Rebecca Allen,NYL,F-G,24,412,24,2,412,65,156,",417",29,68,",426",36,88,",409",13,16,",813",12,61,17,12,18,17,51,172
Nia Coffey,ATL,F,28,389,28,6,389,47,139,",338",22,58,",379",25,81,",309",23,42,",548",23,78,12,14,13,21,52,139
Sophie Cunningham,PHO,G,32,389,32,5,389,28,79,",354",14,46,",304",14,33,",424",30,34,",882",6,45,25,11,4,20,53,100
Sugar Rodgers,LVA,G,33,382,33,0,382,40,111,",360",30,84,",357",10,27,",370",3,5,",600",4,48,39,13,12,27,37,113
Sydney Colson,LVA,G,33,379,33,0,379,37,84,",440",9,20,",450",28,64,",438",27,33,",818",2,23,59,31,4,28,40,110
Kalani Brown,LAS,C,28,377,28,0,377,54,113,",478",0,1,",000",54,112,",482",36,46,",783",34,98,17,9,22,29,47,144
Astou Ndour-Fall,CHI,C-F,21,368,21,11,368,58,118,",492",14,33,",424",44,85,",518",13,18,",722",30,88,14,10,14,14,36,143
Nayo Raincock-Ekunwe,NYL,F,28,367,28,1,367,43,79,",544",1,3,",333",42,76,",553",16,25,",640",39,77,12,8,4,22,43,103
Marina Mabrey,LAS,G,31,355,31,0,355,45,131,",344",21,77,",273",24,54,",444",14,16,",875",6,38,30,19,7,24,23,125
Rachel Banham,CON,G,29,353,29,0,353,37,115,",322",22,72,",306",15,43,",349",9,13,",692",1,30,26,8,2,26,34,105
Morgan Tuck,CON,F,33,352,33,0,352,45,116,",388",15,42,",357",30,74,",405",18,30,",600",18,66,28,13,3,30,44,123
Marie Gulich,ATL,C,31,349,31,1,349,39,108,",361",8,25,",320",31,83,",373",16,22,",727",35,85,19,5,24,32,62,102
Imani McGee-Stafford,DAL,C,29,346,29,6,346,51,109,",468",1,4,",250",50,105,",476",9,14,",643",44,111,18,17,18,34,58,112
Marine Johannes,NYL,G,19,345,19,0,345,48,110,",436",25,66,",379",23,44,",523",15,19,",789",9,34,46,8,3,22,30,136
Temi Fagbenle,MIN,C,18,271,18,0,271,42,81,",519",1,6,",167",41,75,",547",13,18,",722",22,52,15,6,6,32,41,98
Carolyn Swords,LVA,C,29,257,29,4,257,32,73,",438",0,0,0,32,73,",438",11,13,",846",19,63,10,7,3,17,27,75
Sancho Lyttle,PHO,F,20,250,20,2,250,26,62,",419",1,4,",250",25,58,",431",5,8,",625",14,58,6,12,5,12,27,58
Kristine Anigwe,TOT,F-C,27,250,27,0,250,22,68,",324",0,0,0,22,68,",324",22,32,",688",28,66,6,9,8,17,39,66
Alexis Jones,LAS,G,20,243,20,1,243,28,70,",400",11,33,",333",17,37,",459",12,15,",800",2,22,36,6,4,27,29,79
Megan Gustafson,DAL,C,25,238,25,0,238,27,55,",491",1,9,",111",26,46,",565",18,20,",900",20,63,7,4,6,10,26,73
Alana Beard,LAS,G-F,16,235,16,3,235,22,49,",449",1,5,",200",21,44,",477",7,9,",778",2,24,23,12,3,9,21,52
Brionna Jones,CON,F,27,227,27,0,227,35,75,",467",0,1,",000",35,74,",473",24,36,",667",37,59,9,9,7,19,36,94
Shenise Johnson,IND,G,17,219,17,0,219,30,90,",333",8,33,",242",22,57,",386",15,16,",938",11,35,18,12,2,12,17,83
Myisha Hines-Allen,WAS,F,27,211,27,0,211,25,69,",362",6,16,",375",19,53,",358",7,12,",583",25,58,24,9,11,21,32,63
Natisha Hiedeman,CON,G,20,205,20,0,205,24,58,",414",13,28,",464",11,30,",367",12,24,",500",7,30,38,8,2,13,25,73
Stephanie Mavunga,IND,F,24,204,24,0,204,24,47,",511",0,1,",000",24,46,",522",12,17,",706",21,56,4,6,7,10,39,60
Courtney Paris,SEA,C,30,190,30,0,190,6,15,",400",0,0,0,6,15,",400",3,7,",429",13,52,13,8,3,9,18,15
Maria Kliundikova,LAS,F,15,180,15,1,180,51,104,",490",5,16,",313",46,88,",523",10,13,",769",18,58,10,15,3,18,23,117
Alaina Coates,TOT,C,23,167,23,0,167,24,45,",533",0,0,0,24,45,",533",12,21,",571",21,60,2,5,11,9,37,60
JiSu Park,LVA,C,25,163,25,0,163,8,37,",216",0,1,",000",8,36,",222",4,9,",444",10,27,10,5,4,7,23,20
Seimone Augustus*,MIN,G-F,12,156,12,7,156,20,64,",313",2,12,",167",18,52,",346",3,4,",750",2,7,15,5,1,12,5,45
Katie Lou Samuelson,CHI,F,20,153,20,0,153,12,38,",316",8,29,",276",4,9,",444",16,20,",800",4,17,7,6,2,5,15,48
Azura Stevens,DAL,F-C,9,144,9,1,144,19,53,",358",1,9,",111",18,44,",409",4,5,",800",15,32,5,5,10,9,12,43
Han Xu,NYL,C,18,143,18,0,143,24,58,",414",5,10,",500",19,48,",396",1,2,",500",2,15,2,3,4,2,6,54
Layshia Clarendon,CON,G,9,138,9,0,138,18,43,",419",2,2,"1,000",16,41,",390",18,21,",857",7,22,19,3,0,8,7,56
Alanna Smith,PHO,F,18,134,18,0,134,8,41,",195",2,18,",111",6,23,",261",1,2,",500",11,35,4,5,5,8,18,19
Diana Taurasi,PHO,G,6,129,6,6,129,4,39,",103",1,24,",042",3,15,",200",17,18,",944",1,19,32,2,1,13,15,26
Jessica Shepard,MIN,F,6,112,6,0,112,11,29,",379",1,7,",143",10,22,",455",6,8,",750",9,34,21,2,1,15,9,29
Blake Dietrick,SEA,G,17,106,17,1,106,1,10,",100",0,6,",000",1,4,",250",4,6,",667",1,10,16,3,2,10,14,6
Tiffany Bias,NYL,G,12,105,12,0,105,7,28,",250",3,19,",158",4,9,",444",6,7,",857",0,6,11,3,0,8,7,23
Erica McCall,IND,F,15,104,15,0,104,3,22,",136",0,0,0,3,22,",136",8,8,"1,000",11,27,6,1,6,3,13,14
Asia Taylor,TOT,F,12,96,12,0,96,10,28,",357",0,2,",000",10,26,",385",6,8,",750",8,21,8,2,1,7,10,26
Karlie Samuelson,TOT,G,7,84,7,0,84,3,14,",214",3,12,",250",0,2,",000",0,0,0,1,4,5,3,1,0,8,9
Karima Christmas-Kelly,MIN,F-G,6,72,6,0,72,5,18,",278",3,11,",273",2,7,",286",3,5,",600",1,5,6,5,1,4,8,16
Jamierra Faulkner,CHI,G,13,72,13,0,72,6,18,",333",1,9,",111",5,9,",556",4,8,",500",2,4,11,2,0,5,8,17
Kim Mestdagh,WAS,G,15,71,15,0,71,7,18,",389",6,15,",400",1,3,",333",2,2,"1,000",1,4,6,2,0,6,5,22
Shey Peddy,WAS,G,15,71,15,0,71,8,13,",615",4,8,",500",4,5,",800",6,6,"1,000",1,9,8,4,0,3,8,26
Paris Kea,IND,G,11,60,11,0,60,11,27,",407",5,9,",556",6,18,",333",2,4,",500",1,5,6,1,2,9,4,29
Tayler Hill,DAL,G,4,49,4,2,49,4,13,",308",1,6,",167",3,7,",429",4,5,",800",2,5,3,1,0,0,4,13
Bridget Carleton,TOT,F,8,40,8,0,40,1,8,",125",1,4,",250",0,4,",000",0,0,0,1,4,1,0,0,1,2,3
Avery Warley-Talbert,NYL,C,3,35,3,0,35,1,5,",200",0,0,0,1,5,",200",1,2,",500",3,7,0,0,2,4,7,3
Chloe Jackson,CHI,G,8,32,8,0,32,2,9,",222",0,0,0,2,9,",222",1,6,",167",3,6,4,5,0,6,1,5
Epiphanny Prince,LVA,G,3,28,3,0,28,5,10,",500",3,7,",429",2,3,",667",0,0,0,1,2,3,1,1,0,5,13
Shao Ting,MIN,F,5,27,5,0,27,2,10,",200",0,0,0,2,10,",200",2,3,",667",2,6,2,0,1,2,6,6
Haley Peters,ATL,F-G,4,26,4,0,26,0,7,",000",0,0,0,0,7,",000",2,2,"1,000",1,2,1,1,1,4,3,2
Arica Carter,PHO,G,6,24,6,0,24,1,5,",200",0,4,",000",1,1,"1,000",0,0,0,0,0,1,1,0,2,5,2
Victoria Macaulay,CHI,F,5,22,5,0,22,2,5,",400",0,0,0,2,5,",400",2,2,"1,000",1,4,0,2,1,0,3,6
Ashley Walker,LAS,F-C,3,22,3,0,22,1,11,",091",0,5,",000",1,6,",167",0,0,0,2,3,3,1,0,0,4,2
Kayla Alexander,CHI,C,3,20,3,0,20,3,4,",750",0,0,0,3,4,",750",3,4,",750",2,7,1,0,0,1,3,9
Anriel Howard,SEA,F,3,20,3,0,20,2,5,",400",1,2,",500",1,3,",333",0,0,0,2,3,0,1,0,2,4,5
Jillian Alleyne,MIN,C-F,5,14,5,0,14,2,6,",333",0,0,0,2,6,",333",0,0,0,2,5,1,0,1,0,0,4
Kenisha Bell,MIN,G,3,11,3,0,11,0,1,",000",0,1,",000",0,0,0,0,0,0,0,1,1,0,0,1,1,0
Jaime Nared,LVA,G-F,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Angel McCoughtry,ATL,F-G,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2019_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Napheesa Collier,MIN,F,34,1131,34,34,"33,3","4,9","10,0",",490","0,9","2,4",",361","4,0","7,6",",531","2,4","3,0",",792","1,8","6,6","2,6","1,9","0,9","1,9","2,9","13,1"
DeWanna Bonner,PHO,G-F,34,1120,34,34,"32,9","5,6","14,8",",377","1,5","5,6",",272","4,1","9,2",",441","4,5","4,9",",916","1,0","7,6","2,7","1,3","0,6","1,6","1,6","17,2"
Chelsea Gray,LAS,G,34,1108,34,34,"32,6","5,5","13,3",",416","1,5","3,9",",382","4,1","9,4",",430","1,9","2,1",",917","0,4","3,8","5,9","1,0","0,1","3,2","1,4","14,5"
Natasha Cloud,WAS,G,34,1093,34,34,"32,1","3,2","8,2",",394","1,3","4,1",",326","1,9","4,1",",461","1,2","1,8",",683","0,2","2,5","5,6","1,0","0,2","1,9","2,0","9,0"
Odyssey Sims,MIN,G,34,1083,34,34,"31,9","5,6","13,4",",415","0,7","2,7",",269","4,8","10,6",",453","2,6","3,3",",795","0,7","3,4","5,4","1,4","0,1","3,3","2,0","14,5"
Natasha Howard,SEA,F,34,1066,34,34,"31,4","6,7","15,2",",439","0,9","3,1",",308","5,7","12,1",",472","3,8","4,6",",810","2,7","8,2","2,1","2,2","1,7","2,9","2,9","18,1"
Arike Ogunbowale,DAL,G,33,1059,33,28,"32,1","6,5","16,7",",388","1,7","4,9",",352","4,8","11,8",",404","4,4","5,4",",815","0,6","2,4","3,2","1,1","0,0","2,1","2,6","19,1"
Candice Dupree,IND,F,34,1043,34,34,"30,7","5,1","10,9",",472","0,0","0,1",",000","5,1","10,8",",475","1,4","1,6",",839","0,7","5,0","2,5","0,4","0,6","1,5","1,0","11,6"
Allisha Gray,DAL,G,34,1035,34,29,"30,4","3,4","7,5",",457","1,0","2,5",",384","2,5","5,0",",494","2,8","3,3",",848","1,3","4,1","2,3","1,2","0,4","1,4","2,6","10,6"
Tina Charles,NYL,C,33,1028,33,33,"31,2","6,7","17,2",",389","0,3","1,8",",186","6,3","15,4",",412","3,3","4,0",",812","2,0","7,5","2,4","0,7","0,9","2,6","2,8","16,9"
Diamond DeShields,CHI,G,34,1027,34,34,"30,2","5,6","14,1",",399","1,5","4,6",",316","4,2","9,5",",440","3,4","4,1",",836","0,9","5,5","2,4","1,3","0,4","2,2","2,7","16,2"
Alyssa Thomas,CON,F,34,1026,34,34,"30,2","4,9","9,8",",505","0,0","0,0",",000","4,9","9,8",",506","1,8","3,6",",496","2,4","7,8","3,1","1,9","0,4","2,0","2,8","11,6"
Brittney Griner,PHO,C,31,1018,31,31,"32,8","8,7","15,5",",564","0,0","0,1",",333","8,7","15,4",",565","3,3","4,0",",808","1,6","7,2","2,4","0,7","2,0","2,5","2,7","20,7"
Jasmine Thomas,CON,G,34,1009,34,34,"29,7","4,1","10,4",",392","1,3","3,6",",366","2,8","6,8",",405","1,6","2,1",",800","0,6","2,9","5,1","1,4","0,1","2,7","1,8","11,1"
Sylvia Fowles*,MIN,C,34,1003,34,34,"29,5","5,8","9,9",",588","0,0","0,0",0,"5,8","9,9",",588","2,1","2,9",",707","2,7","8,9","1,5","0,9","1,4","2,0","2,6","13,6"
Kia Nurse,NYL,G,34,1001,34,34,"29,4","4,2","10,6",",393","1,9","5,4",",353","2,3","5,2",",435","3,4","3,9",",872","0,6","2,5","2,3","0,7","0,1","1,6","1,8","13,7"
Courtney Vandersloot,CHI,G,33,991,33,33,"30,0","4,1","9,1",",452","0,9","3,2",",290","3,2","5,8",",542","2,1","2,4",",850","0,6","4,3","9,1","1,4","0,5","2,9","1,5","11,2"
Kayla McBride,LVA,G,34,990,34,34,"29,1","4,5","10,5",",425","1,8","4,3",",428","2,6","6,3",",423","2,6","2,8",",906","0,6","4,1","2,6","1,2","0,1","1,7","1,4","13,3"
Courtney Williams,CON,G,34,988,34,34,"29,1","5,5","12,6",",435","0,5","1,0",",457","5,0","11,6",",433","1,8","2,2",",800","1,4","5,6","3,8","1,4","0,4","1,6","1,4","13,2"
Jonquel Jones,CON,C,34,980,34,34,"28,8","5,1","11,4",",448","1,3","4,1",",309","3,8","7,3",",526","3,2","3,9",",818","3,3","9,7","1,5","1,3","2,0","1,9","2,8","14,6"
Allie Quigley,CHI,G,34,972,34,34,"28,6","5,0","10,2",",493","2,4","5,3",",442","2,7","4,9",",548","1,4","1,6",",870","0,4","3,0","2,5","0,8","0,2","1,4","1,8","13,8"
Leilani Mitchell,PHO,G,32,971,32,27,"30,3","4,2","9,5",",441","2,3","5,4",",430","1,9","4,1",",455","2,1","2,6",",829","0,5","3,0","4,0","0,9","0,3","1,8","2,4","12,8"
Renee Montgomery,ATL,G,34,949,34,34,"27,9","3,1","8,5",",370","2,0","6,2",",324","1,1","2,3",",494","1,2","1,5",",824","0,3","2,2","2,6","0,9","0,2","1,9","1,5","9,5"
Danielle Robinson,MIN,G,34,919,34,25,"27,0","4,1","9,3",",437","0,3","1,2",",220","3,8","8,1",",469","1,7","1,9",",879","0,6","3,5","3,7","1,2","0,2","2,1","1,8","10,1"
Elizabeth Williams,ATL,C-F,32,909,32,32,"28,4","3,3","7,3",",455","0,0","0,0",0,"3,3","7,3",",455","2,6","3,5",",732","3,1","6,5","1,2","0,8","1,7","1,3","2,2","9,3"
