===== wnba_2010_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Svetlana Abrosimova,SEA,F,34,686,34,1,686,97,234,",415",38,101,",376",59,133,",444",25,44,",568",24,104,69,40,3,61,72,257
Erin Thorn,CHI,G,34,683,34,0,683,70,170,",412",42,100,",420",28,70,",400",32,36,",889",12,64,73,20,2,45,39,214
Kelsey Griffin,CON,F,34,679,34,19,679,48,137,",350",13,48,",271",35,89,",393",41,53,",774",43,160,36,23,17,43,64,150
Epiphanny Prince,CHI,G,34,665,34,2,665,117,274,",427",24,71,",338",93,203,",458",76,97,",784",14,68,92,55,5,60,67,334
Marissa Coleman,WAS,G-F,34,663,34,1,663,75,189,",397",41,102,",402",34,87,",391",31,41,",756",25,112,50,29,12,42,67,222
Tully Bevilaqua,IND,G,34,659,34,27,659,46,120,",383",26,77,",338",20,43,",465",14,24,",583",18,73,54,48,4,40,64,132
Chasity Melvin,WAS,C-F,34,659,34,12,659,75,173,",434",0,0,0,75,173,",434",27,42,",643",70,159,23,24,17,41,71,177
Briann January,IND,G,30,657,30,7,657,65,175,",371",21,59,",356",44,116,",379",71,86,",826",20,59,94,37,4,68,75,222
Mistie Bass,CHI,F,34,642,34,20,642,68,129,",527",0,2,",000",68,127,",535",30,48,",625",54,131,36,19,15,39,49,166
Shanna Zolman,TUL,G,30,639,30,16,639,105,260,",404",57,135,",422",48,125,",384",24,30,",800",9,42,48,26,2,49,38,291
Sandrine Gruda,CON,F-C,28,636,28,6,636,111,226,",491",2,11,",182",109,215,",507",98,129,",760",52,125,33,19,21,45,51,322
Nakia Sanford,WAS,C-F,34,608,34,22,608,76,159,",478",0,0,0,76,159,",478",53,76,",697",51,143,25,25,8,68,100,205
Tamera Young,CHI,F,32,595,32,22,595,76,210,",362",13,47,",277",63,163,",387",52,76,",684",33,98,50,25,7,49,64,217
Kara Braxton,TOT,C-F,35,593,35,16,593,146,283,",516",1,4,",250",145,279,",520",55,81,",679",55,163,45,33,22,93,91,348
Armintie Herrington,ATL,G,34,561,34,0,561,53,137,",387",0,4,",000",53,133,",398",60,101,",594",42,102,62,30,2,36,51,166
Plenette Pierson,TOT,F,33,544,33,1,544,125,261,",479",4,11,",364",121,250,",484",67,81,",827",31,114,38,27,11,59,84,321
Alison Bales,ATL,C,34,529,34,3,529,42,97,",433",5,12,",417",37,85,",435",43,54,",796",32,128,28,24,39,23,61,132
Nicole Ohlde,TOT,F-C,32,523,32,9,523,62,140,",443",0,0,0,62,140,",443",31,45,",689",22,83,27,11,17,41,67,155
Kalana Greene,NYL,G,33,519,33,0,519,64,138,",464",7,21,",333",57,117,",487",15,24,",625",14,54,31,13,7,36,50,150
Ivory Latta,TUL,G,18,517,18,16,517,78,185,",422",30,81,",370",48,104,",462",38,49,",776",7,26,71,18,2,39,32,224
Le'coe Willingham,SEA,F,33,515,33,2,515,70,130,",538",14,31,",452",56,99,",566",28,42,",667",64,136,22,16,5,30,61,182
Alexis Hornbuckle,TOT,G,28,510,28,10,510,44,129,",341",14,49,",286",30,80,",375",24,30,",800",21,72,57,41,13,39,71,126
Matee Ajavon,WAS,G,34,497,34,0,497,66,191,",346",9,49,",184",57,142,",401",58,75,",773",16,53,47,38,2,52,60,199
Kelly Miller,ATL,G,30,493,30,1,493,31,107,",290",23,70,",329",8,37,",216",22,25,",880",12,56,79,23,2,37,49,107
Shavonte Zellous,TOT,G,31,485,31,1,485,52,161,",323",8,35,",229",44,126,",349",64,85,",753",15,59,45,14,16,35,62,176
Lindsay Wisdom-Hylton,LAS,F,32,482,32,1,482,60,120,",500",0,2,",000",60,118,",508",24,34,",706",46,109,14,18,24,22,50,144
Kiesha Brown,TUL,G,27,481,27,8,481,56,144,",389",18,46,",391",38,98,",388",23,28,",821",9,53,64,15,0,40,37,153
Jessica Davenport,IND,C,33,469,33,0,469,96,168,",571",1,7,",143",95,161,",590",50,69,",725",27,93,15,14,27,40,65,243
Hamchetou Maiga-Ba,MIN,F,34,467,34,9,467,43,112,",384",0,1,",000",43,111,",387",22,33,",667",35,78,31,13,5,36,54,108
Jessica Moore,IND,F-C,33,431,33,0,431,38,89,",427",0,1,",000",38,88,",432",25,30,",833",29,69,14,6,4,30,60,101
Jennifer Lacy,TUL,F,24,402,24,3,402,54,141,",383",17,44,",386",37,97,",381",42,56,",750",26,72,19,19,7,34,56,167
Helen Darling,SAS,G,33,391,33,1,391,18,60,",300",6,22,",273",12,38,",316",22,34,",647",11,34,47,20,1,32,51,64
Shay Murphy,TOT,G,26,376,26,1,376,45,139,",324",13,47,",277",32,92,",348",30,49,",612",27,81,32,17,2,29,38,133
Rashanda McCants,TOT,F,23,374,23,8,374,47,124,",379",16,55,",291",31,69,",449",20,34,",588",25,53,25,15,5,20,52,130
Anete Jekabsone-Zogota,CON,G,19,352,19,14,352,51,131,",389",27,77,",351",24,54,",444",15,15,"1,000",4,40,33,9,5,23,42,144
DeMya Walker,CON,F,31,341,31,2,341,44,105,",419",0,3,",000",44,102,",431",38,46,",826",30,64,25,14,5,40,64,126
Yelena Leuchanka,ATL,C,32,339,32,0,339,50,105,",476",1,5,",200",49,100,",490",32,43,",744",29,83,12,16,8,46,55,133
Candace Parker,LAS,F-C,10,335,10,10,335,81,162,",500",3,12,",250",78,150,",520",41,56,",732",19,101,22,10,22,32,18,206
Jana Vesela,SEA,F,29,330,29,0,330,35,64,",547",6,15,",400",29,49,",592",16,20,",800",16,58,18,18,7,26,28,92
Essence Carson,NYL,G,34,325,34,0,325,50,123,",407",4,25,",160",46,98,",469",22,32,",688",14,54,25,14,8,26,23,126
Ketia Swanier,PHO,G,32,322,32,0,322,36,92,",391",12,31,",387",24,61,",393",11,21,",524",5,38,53,11,1,41,21,95
Marion Jones,TUL,G,33,311,33,1,311,42,80,",525",2,8,",250",40,72,",556",25,42,",595",29,53,19,18,7,23,33,111
Jayne Appel-Marinelli,SAS,C,28,306,28,0,306,38,71,",535",1,3,",333",37,68,",544",19,34,",559",21,71,13,7,5,19,40,96
Natasha Lacy,TUL,G,16,293,16,3,293,38,80,",475",3,12,",250",35,68,",515",22,37,",595",5,37,56,23,3,38,30,101
Ruth Riley,SAS,C,20,261,20,2,261,29,54,",537",1,5,",200",28,49,",571",16,20,",800",6,45,19,5,13,19,39,75
Ashley Robinson,SEA,C,30,245,30,0,245,19,46,",413",0,0,0,19,46,",413",3,9,",333",16,57,15,4,21,17,40,41
Kia Vaughn,NYL,C,30,243,30,0,243,24,69,",348",1,1,"1,000",23,68,",338",13,20,",650",15,42,10,6,6,18,44,62
Crystal Kelly,SAS,F,26,242,26,0,242,22,50,",440",1,1,"1,000",21,49,",429",34,46,",739",13,30,7,7,1,23,34,79
Candice Wiggins,MIN,G,8,238,8,7,238,30,74,",405",21,46,",457",9,28,",321",29,30,",967",7,22,17,14,0,19,21,110
Taylor Lilley,PHO,G,21,227,21,1,227,23,58,",397",14,43,",326",9,15,",600",10,11,",909",3,18,15,11,1,16,18,70
Andrea Riley,LAS,G,29,224,29,0,224,27,89,",303",15,51,",294",12,38,",316",31,37,",838",5,22,29,14,1,24,23,100
Shameka Christon,CHI,G,10,213,10,9,213,28,78,",359",14,35,",400",14,43,",326",15,16,",938",3,24,24,3,2,9,23,85
Allison Hightower,CON,G,20,207,20,1,207,19,60,",317",3,18,",167",16,42,",381",13,16,",813",10,25,9,14,2,10,23,54
Kerri Gardin,CON,F,25,206,25,0,206,10,37,",270",1,11,",091",9,26,",346",8,12,",667",11,29,16,9,3,9,16,29
Coco Miller,ATL,G,27,198,27,0,198,34,85,",400",5,26,",192",29,59,",492",12,14,",857",6,15,22,5,0,20,28,85
Jene Morris,IND,G,25,196,25,0,196,28,66,",424",14,38,",368",14,28,",500",2,3,",667",3,14,12,8,2,17,28,72
Quanitra Hollingsworth,MIN,C,25,182,25,0,182,14,37,",378",0,0,0,14,37,",378",15,25,",600",13,44,4,5,1,21,38,43
Sidney Spencer,NYL,G,20,168,20,0,168,22,43,",512",8,15,",533",14,28,",500",0,0,0,2,16,6,6,0,8,12,52
Alison Lacey,SEA,G,21,144,21,0,144,4,35,",114",3,27,",111",1,8,",125",5,5,"1,000",3,16,10,6,1,8,19,16
Sandora Irvin,CHI,F,18,137,18,1,137,14,30,",467",1,7,",143",13,23,",565",6,9,",667",11,26,3,2,6,10,28,35
Brooke Smith,PHO,F-C,16,131,16,0,131,17,23,",739",0,0,0,17,23,",739",6,7,",857",6,29,4,1,4,3,16,40
Betty Lennox,LAS,G,11,128,11,0,128,18,46,",391",13,36,",361",5,10,",500",5,6,",833",4,19,17,2,0,7,24,54
Nuria Martinez,MIN,G,15,128,15,0,128,6,33,",182",3,20,",150",3,13,",231",12,18,",667",0,11,11,5,0,12,22,27
Christi Thomas,CHI,F-C,15,127,15,0,127,8,20,",400",0,1,",000",8,19,",421",3,6,",500",6,26,2,1,3,7,35,19
Brittainey Raven,ATL,G,23,125,23,0,125,11,45,",244",5,18,",278",6,27,",222",7,8,",875",12,21,10,5,1,9,12,34
Sequoia Holmes,PHO,G,15,119,15,0,119,8,39,",205",0,11,",000",8,28,",286",11,15,",733",8,20,6,6,0,10,16,27
Jacinta Monroe,WAS,F,17,117,17,0,117,15,31,",484",0,1,",000",15,30,",500",6,12,",500",4,16,3,5,8,6,20,36
Ashley Houts,WAS,G,20,110,20,0,110,6,16,",375",3,12,",250",3,4,",750",2,2,"1,000",4,13,9,6,0,7,9,17
Abby Bishop,SEA,F,16,109,16,0,109,16,45,",356",6,24,",250",10,21,",476",6,11,",545",11,20,4,2,1,12,26,44
Megan Frazee,SAS,F,10,101,10,0,101,12,32,",375",1,9,",111",11,23,",478",13,19,",684",7,21,1,0,0,6,10,38
Nikki Blue,NYL,G,15,77,15,0,77,6,21,",286",1,6,",167",5,15,",333",5,7,",714",1,6,13,4,0,9,12,18
Chanel Mokango,LAS,F,21,72,21,0,72,3,17,",176",0,2,",000",3,15,",200",3,4,",750",4,13,1,2,10,5,11,9
Amanda Thompson,TUL,F,7,49,7,0,49,2,14,",143",0,0,0,2,14,",143",7,10,",700",2,11,3,3,0,4,8,11
Allie Quigley,TOT,G,7,43,7,0,43,6,12,",500",2,4,",500",4,8,",500",6,8,",750",0,2,1,2,1,3,4,20
Belinda Snell,SAS,G,2,38,2,1,38,3,9,",333",1,5,",200",2,4,",500",2,2,"1,000",1,4,5,0,0,2,0,9
Ashley Battle,SAS,F,5,35,5,0,35,4,12,",333",0,5,",000",4,7,",571",0,0,0,4,9,1,0,0,3,5,8
Joy Cheek,IND,F,7,34,7,0,34,5,12,",417",1,3,",333",4,9,",444",4,4,"1,000",0,3,1,0,0,5,7,15
Abi Olajuwon,CHI,C,6,30,6,0,30,3,6,",500",0,0,0,3,6,",500",0,0,0,3,4,0,1,0,2,3,6
Kristen Mann,MIN,F,5,15,5,0,15,1,6,",167",1,4,",250",0,2,",000",0,0,0,0,0,0,0,0,0,0,3
Jessica Adair,MIN,C,1,14,1,0,14,1,1,"1,000",0,0,0,1,1,"1,000",3,4,",750",4,8,0,0,0,0,4,5
Tiffany Stansbury,LAS,F-C,5,14,5,0,14,1,3,",333",0,0,0,1,3,",333",1,2,",500",0,0,0,1,0,2,1,3
Gabriela Marginean,MIN,F,4,12,4,0,12,1,5,",200",0,0,0,1,5,",200",0,0,0,3,4,1,1,1,1,2,2
Ashley Walker,TUL,F-C,2,9,2,0,9,0,3,",000",0,1,",000",0,2,",000",0,0,0,0,0,0,2,0,2,3,0


===== wnba_2010_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Cappie Pondexter,NYL,G,34,1167,34,34,"34,3","7,5","15,5",",483","1,9","4,4",",430","5,6","11,1",",504","4,6","5,2",",892","0,6","4,5","4,9","0,9","0,1","2,4","2,6","21,4"
Crystal Langhorne,WAS,F-C,34,1158,34,34,"34,1","6,5","11,0",",589","0,0","0,2",",167","6,5","10,9",",596","3,3","4,3",",772","2,9","9,7","1,1","0,9","0,2","2,6","2,2","16,3"
Lindsey Harding,WAS,G,34,1130,34,34,"33,2","4,6","10,4",",445","0,4","1,5",",288","4,2","8,9",",472","2,4","3,1",",766","0,5","3,0","4,0","1,4","0,2","2,8","2,0","12,1"
Lindsay Whalen*,MIN,G,33,1110,33,33,"33,6","4,1","9,9",",410","0,5","2,0",",227","3,6","7,9",",456","4,0","4,5",",899","0,9","4,0","5,6","1,4","0,2","2,3","2,6","12,6"
Noelle Quinn,LAS,G,34,1104,34,34,"32,5","4,0","9,1",",443","1,0","2,6",",402","3,0","6,5",",459","1,1","1,4",",776","0,8","4,0","2,8","1,0","0,3","1,4","1,6","10,2"
DeLisha Milton-Jones,LAS,F,34,1096,34,34,"32,2","5,7","12,1",",470","0,8","2,4",",317","4,9","9,7",",508","3,2","3,7",",866","1,0","4,7","2,5","1,1","0,6","2,8","3,1","15,4"
Tina Thompson*,LAS,F,33,1095,33,33,"33,2","6,0","13,5",",446","1,7","4,9",",352","4,3","8,5",",500","2,9","3,3",",872","1,9","6,2","1,8","1,2","0,7","2,3","3,0","16,6"
Sylvia Fowles*,CHI,C,34,1087,34,34,"32,0","6,7","11,5",",582","0,0","0,0","1,000","6,7","11,5",",581","4,4","5,8",",760","2,2","9,9","1,5","1,1","2,6","2,4","2,2","17,8"
Sophia Young-Malcolm,SAS,F,34,1082,34,34,"31,8","6,4","12,7",",501","0,3","1,1",",263","6,1","11,6",",524","2,3","3,5",",658","1,3","5,2","2,4","1,6","0,3","2,1","2,6","15,3"
Becky Hammon*,SAS,G,32,1075,32,32,"33,6","5,0","11,3",",442","2,2","5,5",",390","2,8","5,7",",492","3,0","3,2",",960","0,5","2,9","5,4","1,1","0,3","3,4","1,9","15,1"
Tamika Catchings*,IND,F,34,1068,34,34,"31,4","6,1","12,6",",484","1,4","3,1",",448","4,7","9,5",",495","4,6","5,4",",849","1,7","7,1","4,0","2,3","0,9","2,7","2,7","18,2"
Tina Charles,CON,C,34,1054,34,34,"31,0","6,1","12,4",",487","0,0","0,0",",000","6,1","12,4",",488","3,4","4,5",",763","3,8","11,7","1,5","0,7","1,7","2,1","2,1","15,5"
Swin Cash*,SEA,F,34,1046,34,34,"30,8","4,7","10,9",",435","1,0","2,5",",407","3,7","8,4",",444","3,3","4,1",",807","1,9","6,0","2,0","0,6","0,5","2,9","3,1","13,8"
Angel McCoughtry,ATL,F-G,34,1044,34,34,"30,7","7,2","17,7",",408","1,0","3,7",",262","6,3","14,0",",447","5,6","7,0",",803","1,9","4,9","3,1","1,9","0,6","3,2","3,1","21,1"
Katie Smith*,WAS,G,33,1016,33,33,"30,8","3,3","8,4",",395","1,6","4,5",",362","1,7","3,8",",433","1,3","1,7",",764","0,4","2,1","2,6","0,7","0,2","1,6","2,8","9,5"
Katie Douglas,IND,G-F,34,1014,34,34,"29,8","5,0","11,1",",449","2,0","5,1",",391","3,0","6,0",",498","1,7","2,1",",831","0,8","3,4","3,3","1,4","0,4","2,0","1,6","13,7"
Candice Dupree,PHO,F,34,1014,34,34,"29,8","6,8","10,2",",664","0,0","0,0",",000","6,8","10,2",",666","2,1","2,3",",936","2,2","7,6","1,3","1,0","0,8","1,9","2,5","15,7"
Sue Bird*,SEA,G,33,1005,33,33,"30,5","4,1","9,4",",434","1,8","4,5",",399","2,3","4,9",",466","1,1","1,3",",857","0,2","2,7","5,8","1,5","0,2","1,8","1,4","11,1"
Diana Taurasi,PHO,G,31,998,31,31,"32,2","6,8","16,0",",427","2,6","6,9",",374","4,3","9,1",",466","6,4","7,0",",912","0,4","4,3","4,7","1,2","0,6","3,5","3,5","22,6"
Taj McWilliams-Franklin,NYL,F-C,34,994,34,34,"29,2","4,1","8,1",",511","0,2","0,7",",261","3,9","7,4",",534","2,2","2,7",",826","2,2","5,4","2,0","1,4","0,9","1,5","3,0","10,6"
Lauren Jackson*,SEA,F-C,32,993,32,32,"31,0","6,9","14,9",",462","1,7","4,9",",346","5,2","10,0",",519","5,1","5,6",",910","2,8","8,3","1,2","0,9","1,2","1,4","2,8","20,5"
Tangela Smith,PHO,C,34,992,34,34,"29,2","3,5","8,8",",395","1,5","4,3",",347","2,0","4,5",",441","0,8","1,1",",750","1,0","5,2","0,9","0,7","0,9","1,1","3,4","9,2"
Tanisha Wright,SEA,G,34,988,34,34,"29,1","3,1","7,7",",410","0,7","1,6",",411","2,5","6,0",",410","2,2","2,6",",844","0,8","3,3","4,5","1,2","0,3","2,1","3,2","9,2"
Iziane Castro Marques,ATL,F-G,34,984,34,34,"28,9","6,5","14,6",",444","1,4","4,6",",295","5,1","10,0",",512","2,6","4,0",",659","0,4","1,7","2,6","0,8","0,1","2,8","2,1","16,9"
Leilani Mitchell,NYL,G,34,978,34,34,"28,8","3,1","7,0",",441","2,1","4,4",",486","1,0","2,6",",367","1,0","1,3",",814","0,7","2,6","3,8","1,6","0,2","1,5","2,3","9,3"
Janel McCarville,NYL,F-C,34,967,34,34,"28,4","3,7","8,1",",462","0,1","0,3",",273","3,6","7,8",",470","1,2","1,5",",820","1,9","5,9","2,2","1,4","0,7","2,5","2,6","8,8"
Penny Taylor,PHO,F,32,959,32,32,"30,0","5,4","10,6",",509","1,4","3,3",",442","4,0","7,4",",538","3,7","4,1",",893","1,0","4,4","5,0","1,5","0,3","2,4","2,8","15,9"
Renee Montgomery,CON,G,34,940,34,23,"27,6","4,6","11,6",",401","1,9","5,6",",349","2,7","6,0",",449","2,1","2,4",",855","0,4","2,2","4,1","1,4","0,1","2,3","2,0","13,3"
Jia Perkins,CHI,G,34,936,34,34,"27,5","4,3","10,8",",396","1,1","3,2",",349","3,1","7,6",",416","1,0","1,3",",814","1,0","2,9","2,4","1,6","0,2","1,2","1,8","10,7"
Sancho Lyttle,ATL,F,32,930,32,31,"29,1","5,1","10,5",",484","0,0","0,0",0,"5,1","10,5",",484","2,7","3,8",",725","3,2","9,9","2,2","1,7","0,6","2,0","3,0","12,8"
Nicky Anosike,MIN,F-C,31,928,31,30,"29,9","2,7","7,2",",372","0,0","0,0",0,"2,7","7,2",",372","3,8","5,0",",773","2,6","6,8","1,9","2,0","1,0","2,1","3,0","9,2"
Temeka Johnson,PHO,G,34,928,34,34,"27,3","3,6","8,7",",411","0,9","2,9",",309","2,7","5,9",",460","1,1","1,4",",796","0,6","3,2","4,7","0,9","0,2","2,0","2,5","9,2"
Rebekkah Brunson,MIN,F,30,915,30,30,"30,5","3,9","9,1",",429","0,0","0,0",",000","3,9","9,1",",430","3,5","5,3",",663","4,0","10,3","0,8","1,2","1,0","1,6","3,0","11,3"
Nicole Powell,NYL,F,34,895,34,34,"26,3","3,3","8,5",",389","1,9","4,9",",395","1,4","3,6",",380","0,8","0,9",",839","1,0","4,2","2,2","1,0","0,2","1,4","2,0","9,3"
