===== wnba_2017_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Jantel Lavender,LAS,F,32,553,32,0,553,104,213,",488",5,16,",313",99,197,",503",22,26,",846",33,97,29,9,5,40,40,235
Kia Vaughn,NYL,C,28,549,28,22,549,74,138,",536",0,0,0,74,138,",536",14,24,",583",54,137,20,12,11,23,55,162
Tianna Hawkins,WAS,F,33,547,33,1,547,88,187,",471",12,46,",261",76,141,",539",41,43,",953",43,138,11,18,8,25,78,229
Kayla Alexander,SAS,C,34,522,34,10,522,96,165,",582",0,0,0,96,165,",582",20,22,",909",45,107,17,15,17,32,68,212
Lindsay Whalen*,MIN,G,22,520,22,22,520,69,153,",451",12,34,",353",57,119,",479",27,36,",750",8,54,90,11,2,44,37,177
Moriah Jefferson,SAS,G,21,514,21,9,514,81,155,",523",9,20,",450",72,135,",533",20,27,",741",6,37,92,33,2,43,35,191
Kaela Davis,DAL,F,33,511,33,0,511,68,175,",389",15,35,",429",53,140,",379",49,65,",754",10,46,33,16,3,50,56,200
Noelle Quinn,SEA,G,32,504,32,4,504,25,62,",403",15,39,",385",10,23,",435",20,21,",952",1,52,88,13,5,30,34,85
Kahleah Copper,CHI,G-F,34,485,34,10,485,87,187,",465",10,34,",294",77,153,",503",44,53,",830",11,66,13,11,2,28,55,228
Jazmon Gwathmey,IND,G,28,478,28,7,478,62,172,",360",13,55,",236",49,117,",419",36,48,",750",16,55,21,14,22,36,78,173
Plenette Pierson,MIN,F,34,465,34,4,465,70,164,",427",19,56,",339",51,108,",472",19,24,",792",15,76,49,14,5,35,49,178
Essence Carson,LAS,G,24,464,24,14,464,42,104,",404",9,36,",250",33,68,",485",21,24,",875",11,40,29,15,8,18,29,114
Tayler Hill,WAS,G,18,462,18,16,462,69,191,",361",27,89,",303",42,102,",412",75,80,",938",5,34,47,16,1,26,30,240
Natasha Cloud,WAS,G,24,448,24,0,448,37,118,",314",12,51,",235",25,67,",373",20,27,",741",7,59,69,17,3,23,39,106
Emma Cannon,PHO,F,34,440,34,0,440,56,114,",491",0,2,",000",56,112,",500",37,63,",587",43,122,10,5,5,31,72,149
Yvonne Turner,PHO,G,34,434,34,4,434,66,161,",410",13,54,",241",53,107,",495",29,38,",763",12,33,37,19,1,37,38,174
Imani McGee-Stafford,TOT,C,32,430,32,4,430,57,123,",463",1,3,",333",56,120,",467",15,23,",652",45,125,14,9,24,24,63,130
Ramu Tokashiki,SEA,F,33,411,33,1,411,42,95,",442",0,3,",000",42,92,",457",22,27,",815",19,54,21,9,9,26,74,106
Riquna Williams,LAS,G,23,408,23,6,408,45,140,",321",20,74,",270",25,66,",379",38,44,",864",6,32,16,19,3,26,42,148
Sami Whitcomb,SEA,G,33,404,33,0,404,48,133,",361",34,102,",333",14,31,",452",17,21,",810",14,56,34,24,0,29,50,147
Natasha Howard,MIN,F,34,397,34,0,397,61,126,",484",3,14,",214",58,112,",518",22,30,",733",31,81,25,18,21,26,56,147
Cayla George,PHO,C-F,32,381,32,0,381,41,109,",376",13,46,",283",28,63,",444",9,14,",643",11,85,15,9,12,15,62,104
Lindsay Allen,NYL,G,28,376,28,0,376,23,62,",371",0,13,",000",23,49,",469",7,10,",700",10,42,62,16,1,19,24,53
Jeanette Pohlen-Mavunga,IND,G,29,374,29,0,374,32,79,",405",15,39,",385",17,40,",425",19,23,",826",4,28,20,7,0,17,22,98
Morgan Tuck,CON,F,22,366,22,5,366,45,127,",354",11,38,",289",34,89,",382",17,21,",810",11,49,20,8,0,22,35,118
Saniya Chong,DAL,G,33,364,33,0,364,28,78,",359",9,38,",237",19,40,",475",25,29,",862",9,30,34,22,3,25,19,90
Shenise Johnson,IND,G,14,348,14,13,348,55,127,",433",10,30,",333",45,97,",464",38,40,",950",13,48,35,21,4,18,27,158
Erika de Souza,SAS,F-C,27,338,27,21,338,45,94,",479",0,0,0,45,94,",479",6,6,"1,000",28,70,19,8,10,23,34,96
Shatori Walker-Kimbrough,WAS,G,27,336,27,8,336,36,97,",371",11,33,",333",25,64,",391",35,41,",854",7,30,12,15,4,17,26,118
Sydney Colson,SAS,G,28,326,28,4,326,29,88,",330",2,10,",200",27,78,",346",22,32,",688",3,15,55,14,2,27,36,82
Erica McCall,IND,F,30,322,30,1,322,41,101,",406",1,3,",333",40,98,",408",15,22,",682",20,69,5,4,9,20,37,98
Sequoia Holmes,SAS,G,27,306,27,3,306,33,96,",344",14,48,",292",19,48,",396",8,13,",615",13,25,24,13,6,12,25,88
Rebecca Allen,NYL,F-G,33,304,33,0,304,38,101,",376",15,44,",341",23,57,",404",2,6,",333",13,67,17,12,13,18,35,93
Jordan Hooper,TOT,F,28,299,28,0,299,37,99,",374",29,75,",387",8,24,",333",4,6,",667",3,36,9,9,1,9,16,107
Nayo Raincock-Ekunwe,NYL,F,32,295,32,2,295,41,78,",526",0,4,",000",41,74,",554",36,61,",590",29,57,8,5,1,17,47,118
Cheyenne Parker-Tyus,CHI,F,23,286,23,0,286,32,69,",464",0,3,",000",32,66,",485",23,36,",639",31,78,13,8,15,21,38,87
Rachel Banham,CON,G,30,283,30,0,283,33,101,",327",16,57,",281",17,44,",386",16,20,",800",2,34,22,4,0,12,28,98
Courtney Paris,DAL,C,20,273,20,8,273,38,68,",559",0,0,0,38,68,",559",8,16,",500",33,74,14,7,11,19,54,84
Kayla Pedersen,CON,F,26,266,26,0,266,13,35,",371",0,1,",000",13,34,",382",12,17,",706",23,59,15,7,2,10,39,38
Carolyn Swords,SEA,C,30,261,30,0,261,30,55,",545",0,0,0,30,55,",545",17,22,",773",11,46,9,5,6,25,55,77
Shay Murphy,TOT,G,26,253,26,0,253,23,63,",365",12,36,",333",11,27,",407",8,12,",667",12,38,17,10,1,12,26,66
Matee Ajavon,ATL,G,31,250,31,2,250,22,76,",289",0,4,",000",22,72,",306",31,39,",795",9,38,30,11,0,28,31,75
Aerial Powers,DAL,G,12,244,12,1,244,40,118,",339",13,42,",310",27,76,",355",36,44,",818",17,50,18,5,6,18,20,129
Lynetta Kizer,CON,F,20,238,20,1,238,48,100,",480",0,1,",000",48,99,",485",23,30,",767",22,57,6,11,7,10,37,119
Angel Robinson,PHO,F-C,15,237,15,8,237,25,44,",568",1,1,"1,000",24,43,",558",7,7,"1,000",16,58,8,1,11,16,36,58
Sydney Wiese,LAS,G,28,222,28,0,222,23,60,",383",14,35,",400",9,25,",360",4,8,",500",3,22,8,5,3,2,19,64
Alexis Jones,MIN,G,29,211,29,0,211,26,76,",342",11,29,",379",15,47,",319",12,14,",857",4,22,23,8,0,21,23,75
Nia Coffey,SAS,F,27,210,27,1,210,16,59,",271",0,4,",000",16,55,",291",16,22,",727",17,50,6,5,6,16,36,48
Kaleena Mosqueda-Lewis,SEA,F,18,199,18,1,199,31,68,",456",10,34,",294",21,34,",618",11,11,"1,000",4,21,9,4,1,15,23,83
Asia Taylor,WAS,F,24,160,24,0,160,13,40,",325",0,2,",000",13,38,",342",19,26,",731",18,44,9,7,2,11,20,45
Amber Harris,CHI,F,27,159,27,0,159,19,48,",396",0,11,",000",19,37,",514",5,8,",625",12,42,5,3,9,7,14,43
Amanda Zahui B.,NYL,C,29,155,29,0,155,26,65,",400",2,8,",250",24,57,",421",9,12,",750",9,31,10,5,6,15,35,63
Tiffany Jackson-Jones,LAS,F,26,149,26,1,149,12,26,",462",0,1,",000",12,25,",480",5,8,",625",8,31,3,2,3,12,22,29
Keisha Hampton,CHI,F,19,148,19,1,148,24,58,",414",15,36,",417",9,22,",409",6,6,"1,000",6,12,6,5,3,5,22,69
Brionna Jones,CON,F,23,147,23,0,147,23,40,",575",0,0,0,23,40,",575",20,24,",833",16,38,3,9,2,9,28,66
Allison Hightower,WAS,G,11,145,11,0,145,21,58,",362",3,15,",200",18,43,",419",7,8,",875",4,14,12,8,0,4,8,52
Alexis Prince,PHO,F,18,130,18,0,130,14,41,",341",5,16,",313",9,25,",360",2,2,"1,000",1,18,7,4,4,3,8,35
Alexis Peterson,SEA,G,17,121,17,0,121,13,44,",295",3,12,",250",10,32,",313",6,6,"1,000",3,21,14,5,0,13,18,35
Jennie Simms,TOT,G,14,104,14,0,104,6,25,",240",2,9,",222",4,16,",250",9,12,",750",6,16,8,4,2,6,6,23
Bashaara Graves,CHI,F,10,92,10,0,92,11,22,",500",0,0,0,11,22,",500",4,7,",571",6,23,5,2,1,6,8,26
Temi Fagbenle,MIN,C,21,89,21,0,89,9,18,",500",0,0,0,9,18,",500",7,9,",778",5,21,1,3,4,8,13,25
Jennifer Hamson,IND,C,12,86,12,0,86,10,18,",556",0,0,0,10,18,",556",6,7,",857",6,25,2,1,11,5,13,26
Cierra Burdick,TOT,F,10,86,10,0,86,15,22,",682",1,2,",500",14,20,",700",0,0,0,4,12,9,2,1,8,19,31
Danielle Adams,CON,F-C,19,83,19,0,83,16,45,",356",12,31,",387",4,14,",286",5,5,"1,000",7,11,4,4,4,7,24,49
Brianna Kiesel,ATL,G,9,75,9,0,75,3,15,",200",1,9,",111",2,6,",333",7,10,",700",0,4,9,3,1,1,9,14
Makayla Epps,CHI,G,17,64,17,0,64,3,18,",167",0,5,",000",3,13,",231",5,9,",556",2,3,6,2,0,5,6,11
Evelyn Akhator,DAL,F,15,61,15,0,61,4,16,",250",0,0,0,4,16,",250",5,6,",833",7,9,0,1,3,5,6,13
Adut Bulgak,CHI,C,5,61,5,0,61,9,22,",409",1,3,",333",8,19,",421",3,5,",600",4,20,0,5,2,3,11,22
Breanna Lewis,DAL,C,13,52,13,0,52,2,12,",167",0,0,0,2,12,",167",3,4,",750",2,9,2,0,0,7,16,7
Haley Peters,TOT,F-G,4,43,4,0,43,3,9,",333",3,6,",500",0,3,",000",0,0,0,0,3,1,0,0,4,6,9
Meighan Simmons,ATL,G,11,42,11,0,42,6,24,",250",2,14,",143",4,10,",400",5,7,",714",1,5,1,0,1,3,4,19
Rachel Hollivay,ATL,C,7,34,7,1,34,4,6,",667",0,0,0,4,6,",667",1,2,",500",3,9,0,0,2,1,7,9
Brittany Boyd,NYL,G,2,32,2,2,32,9,15,",600",0,1,",000",9,14,",643",8,11,",727",3,8,5,3,0,2,5,26
Aneika Henry-Morello,ATL,F-C,6,31,6,0,31,6,7,",857",0,0,0,6,7,",857",0,0,0,1,6,2,2,0,2,7,12
Sandrine Gruda,LAS,F-C,7,28,7,0,28,4,11,",364",0,0,0,4,11,",364",0,0,0,1,4,0,0,0,5,4,8
Lanay Montgomery,SEA,C,7,28,7,0,28,3,7,",429",0,0,0,3,7,",429",0,0,0,0,5,0,1,4,2,5,6
Ify Ibekwe,LAS,F,6,23,6,0,23,1,9,",111",0,2,",000",1,7,",143",4,6,",667",2,5,0,1,0,2,5,6
Darxia Morris,ATL,G,5,21,5,0,21,2,6,",333",1,1,"1,000",1,5,",200",0,0,0,0,3,1,0,0,6,2,5
Maimouna Diarra,LAS,C,10,20,10,0,20,1,5,",200",0,0,0,1,5,",200",1,2,",500",4,11,1,2,0,3,5,3
Cecilia Zandalasini,MIN,F,3,19,3,0,19,1,4,",250",0,0,0,1,4,",250",0,0,0,0,1,0,0,0,2,2,2
Sophie Brunner,TOT,F,4,15,4,0,15,0,1,",000",0,0,0,0,1,",000",0,0,0,1,4,0,0,0,1,3,0
Nadia Colhado,IND,C,5,13,5,0,13,1,1,"1,000",0,0,0,1,1,"1,000",0,0,0,1,2,0,0,1,1,5,2
Chelsea Hopkins,TOT,G,3,9,3,0,9,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,0,0,0,0,0,0
Feyonda Fitzgerald,CON,G,2,8,2,0,8,0,2,",000",0,0,0,0,2,",000",0,0,0,2,4,1,0,0,1,0,0
Ameryst Alston,NYL,G,2,3,2,0,3,1,2,",500",0,0,0,1,2,",500",0,0,0,1,2,1,0,0,1,0,2


===== wnba_2017_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Skylar Diggins,DAL,G,34,1162,34,34,"34,2","5,6","13,4",",422","1,4","4,1",",350","4,2","9,3",",454","5,7","6,4",",894","0,7","3,5","5,8","1,3","0,8","2,8","2,4","18,5"
Chelsea Gray,LAS,G,34,1125,34,34,"33,1","5,4","10,7",",507","1,6","3,2",",482","3,9","7,4",",518","2,4","2,9",",827","0,6","3,3","4,4","1,1","0,2","1,9","2,2","14,8"
Tina Charles,NYL,C,34,1095,34,34,"32,2","7,7","17,4",",442","0,7","2,0",",348","7,0","15,4",",454","3,6","4,5",",804","2,0","9,4","2,6","0,8","0,7","2,4","2,2","19,7"
Breanna Stewart,SEA,F,33,1086,33,33,"32,9","6,7","14,2",",475","1,5","4,0",",371","5,2","10,2",",516","4,9","6,3",",787","1,5","8,7","2,7","1,2","1,6","2,4","3,2","19,9"
Elizabeth Williams,ATL,C-F,34,1069,34,34,"31,4","4,4","9,0",",485","0,0","0,0",",000","4,4","9,0",",487","1,6","2,4",",659","3,1","7,2","1,4","1,1","2,0","1,4","2,4","10,4"
Maya Moore*,MIN,F,34,1063,34,34,"31,3","6,1","13,8",",442","1,9","4,6",",411","4,2","9,1",",458","3,2","3,7",",858","1,5","5,0","3,5","1,9","0,4","1,8","2,4","17,3"
Jewell Loyd,SEA,G,34,1059,34,34,"31,1","6,1","14,2",",431","1,6","4,1",",386","4,5","10,1",",449","3,9","4,5",",863","0,9","3,2","3,4","1,3","0,4","2,5","1,8","17,7"
Nneka Ogwumike,LAS,F,34,1050,34,34,"30,9","7,2","12,8",",561","0,5","1,6",",340","6,6","11,2",",592","3,9","4,5",",870","1,8","7,7","2,1","1,9","0,5","1,5","2,9","18,8"
Candice Dupree,IND,F,33,1049,33,33,"31,8","6,5","13,1",",494","0,0","0,1",",000","6,5","13,1",",497","2,0","2,3",",882","1,1","5,8","1,6","0,9","0,5","1,4","1,9","15,0"
Alana Beard,LAS,G-F,34,1048,34,34,"30,8","2,8","5,7",",497","0,2","0,6",",316","2,6","5,1",",517","1,1","1,4",",804","0,6","3,3","2,2","2,1","0,5","1,3","2,7","6,9"
Sylvia Fowles*,MIN,C,34,1048,34,34,"30,8","7,5","11,4",",655","0,0","0,0",0,"7,5","11,4",",655","4,0","5,2",",768","3,6","10,4","1,5","1,3","2,0","2,4","2,7","18,9"
Glory Johnson,DAL,F,33,1022,33,33,"31,0","5,7","12,2",",464","0,6","2,0",",313","5,0","10,2",",494","3,0","3,9",",766","2,4","9,1","1,6","1,2","0,4","2,2","2,9","14,9"
Layshia Clarendon,ATL,G,34,1014,34,33,"29,8","4,0","10,6",",378","0,3","1,8",",180","3,7","8,9",",419","2,4","2,7",",879","0,9","3,8","6,6","0,9","0,1","2,6","2,9","10,7"
Karima Christmas-Kelly,DAL,F-G,34,1011,34,34,"29,7","2,9","7,7",",380","0,8","2,6",",292","2,2","5,1",",425","3,7","4,4",",851","1,7","4,2","2,2","1,2","0,2","1,6","2,9","10,4"
Candace Parker,LAS,F-C,33,1007,33,33,"30,5","6,3","13,2",",478","1,4","3,8",",354","4,9","9,3",",529","2,9","3,8",",756","1,2","8,4","4,3","1,5","1,7","2,7","2,3","16,9"
Allie Quigley,CHI,G,31,1000,31,31,"32,3","6,2","12,2",",505","2,5","5,8",",430","3,7","6,4",",573","1,6","1,8",",893","0,3","3,3","3,6","0,8","0,5","2,4","2,0","16,4"
Kayla McBride,SAS,G,30,995,30,29,"33,2","4,8","12,6",",381","1,6","5,3",",310","3,2","7,3",",432","4,1","4,5",",925","0,5","4,1","2,6","1,1","0,2","1,9","1,4","15,4"
Shavonte Zellous,NYL,G,34,991,34,34,"29,1","3,6","8,6",",423","0,5","1,4",",333","3,1","7,1",",440","4,0","4,8",",823","1,0","4,0","2,8","0,9","0,2","1,9","3,4","11,7"
Tiffany Hayes,ATL,G,33,989,33,33,"30,0","5,0","11,5",",436","1,5","3,9",",372","3,6","7,6",",468","4,8","5,6",",854","0,9","3,8","2,4","1,2","0,2","1,9","3,1","16,3"
Kristi Toliver,WAS,G,34,989,34,34,"29,1","4,1","10,0",",407","2,2","6,6",",338","1,8","3,4",",544","1,5","1,8",",867","0,3","2,0","3,4","0,7","0,2","1,8","1,9","11,9"
Alyssa Thomas,CON,F,33,982,33,33,"29,8","5,7","11,2",",509","0,0","0,1",",000","5,7","11,1",",514","3,5","6,1",",567","1,4","6,8","4,5","1,6","0,4","3,0","3,2","14,8"
Jonquel Jones,CON,C,34,970,34,34,"28,5","5,3","10,0",",534","0,7","1,6",",446","4,6","8,3",",551","4,0","4,9",",818","3,6","11,9","1,5","0,9","1,5","1,7","3,4","15,4"
Stefanie Dolson,CHI,C,33,968,33,33,"29,3","5,9","10,5",",561","0,9","2,2",",437","4,9","8,3",",593","1,8","2,1",",870","1,3","5,8","2,6","0,5","1,3","2,5","3,6","14,5"
Crystal Langhorne,SEA,F-C,34,967,34,34,"28,4","5,3","8,2",",647","0,0","0,1",",500","5,3","8,1",",649","1,8","2,4",",735","1,3","6,1","1,5","0,6","0,4","1,7","2,0","12,4"
Alysha Clark,SEA,F,33,934,33,33,"28,3","3,2","6,1",",525","0,7","2,0",",328","2,5","4,1",",622","1,2","1,5",",745","1,0","4,2","1,6","0,7","0,1","1,0","2,4","8,2"
