===== wnba_2022_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
NaLyssa Smith,IND,F,32,983,32,32,983,160,382,",419",37,97,",381",123,285,",432",76,123,",618",70,253,45,15,8,76,93,433
Tina Charles,TOT,C,34,983,34,26,983,198,433,",457",39,110,",355",159,323,",492",67,81,",827",51,249,67,25,23,73,96,502
Shey Peddy,PHO,G,34,974,34,24,974,117,280,",418",48,146,",329",69,134,",515",56,63,",889",45,128,117,54,7,48,62,338
Diana Taurasi,PHO,G,31,962,31,31,962,150,402,",373",92,273,",337",58,129,",450",127,142,",894",8,106,120,22,18,84,89,519
Marina Mabrey,DAL,G,34,951,34,32,951,178,424,",420",61,174,",351",117,250,",468",47,69,",681",20,124,125,28,13,83,86,464
Courtney Williams,CON,G,34,950,34,34,950,165,387,",426",22,65,",338",143,322,",444",27,36,",750",30,156,111,33,14,57,54,379
Aerial Powers,MIN,G,35,943,35,31,943,170,441,",385",33,107,",308",137,334,",410",132,162,",815",46,164,100,42,11,90,63,505
Katie Lou Samuelson,LAS,F,32,943,32,29,943,107,287,",373",56,159,",352",51,128,",398",41,49,",837",17,95,62,33,7,34,52,311
Cheyenne Parker-Tyus,ATL,F,36,942,36,35,942,176,352,",500",12,55,",218",164,297,",552",62,78,",795",59,222,71,37,32,72,98,426
Arike Ogunbowale,DAL,G,30,941,30,30,941,204,510,",400",83,236,",352",121,274,",442",99,124,",798",18,98,108,45,3,54,65,590
Jessica Shepard,MIN,F,36,941,36,22,941,108,215,",502",6,23,",261",102,192,",531",69,94,",734",72,266,107,14,12,62,75,291
Victoria Vivians,IND,G-F,35,940,35,30,940,126,375,",336",44,157,",280",82,218,",376",46,62,",742",23,125,85,37,9,72,83,342
Kayla McBride,MIN,G,31,923,31,31,923,137,338,",405",47,132,",356",90,206,",437",90,99,",909",16,87,64,32,2,45,43,411
Brittney Sykes,LAS,G,32,921,32,24,921,152,351,",433",14,52,",269",138,299,",462",87,113,",770",23,117,118,65,22,84,84,405
Gabby Williams,SEA,F,36,920,36,36,920,108,243,",444",18,70,",257",90,173,",520",35,45,",778",43,179,111,54,13,52,59,269
Brionna Jones,CON,F,36,905,36,7,905,186,327,",569",0,6,",000",186,321,",579",124,147,",844",95,185,44,44,13,54,94,496
Candace Parker,CHI,F-C,32,904,32,32,904,159,347,",458",42,135,",311",117,212,",552",62,76,",816",30,275,145,31,31,78,70,422
Dearica Hamby,LVA,F,34,901,34,32,901,116,249,",466",16,73,",219",100,176,",568",67,93,",720",48,240,38,36,5,50,68,315
Natisha Hiedeman,CON,G,36,901,36,31,901,118,274,",431",69,168,",411",49,106,",462",24,30,",800",6,63,118,42,4,47,66,329
Allie Quigley,CHI,G,34,895,34,34,895,130,304,",428",50,141,",355",80,163,",491",76,80,",950",18,86,97,24,7,45,50,386
Kahleah Copper,CHI,G-F,31,891,31,31,891,176,366,",481",36,101,",356",140,265,",528",100,129,",775",32,176,70,14,1,63,75,488
Aari McDonald,ATL,G,36,876,36,6,876,131,319,",411",48,142,",338",83,177,",469",88,101,",871",15,81,93,52,1,77,78,398
Jonquel Jones,CON,C,33,871,33,32,871,176,343,",513",41,111,",369",135,232,",582",89,111,",802",85,283,59,35,38,85,89,482
Jordin Canada,LAS,G,32,865,32,25,865,104,271,",384",7,50,",140",97,221,",439",79,98,",806",7,73,176,44,5,75,58,294
Lexie Brown,LAS,G,34,850,34,16,850,93,211,",441",53,133,",398",40,78,",513",4,6,",667",8,78,70,34,7,28,44,243
Courtney Vandersloot,CHI,G,32,849,32,32,849,136,283,",481",29,79,",367",107,204,",525",75,98,",765",23,124,207,38,16,87,53,376
Sylvia Fowles*,MIN,C,30,831,30,30,831,184,296,",622",0,0,0,184,296,",622",64,97,",660",74,294,36,31,36,64,73,432
Sophie Cunningham,PHO,G,28,827,28,20,827,120,267,",449",70,175,",400",50,92,",543",42,48,",875",19,123,45,28,10,29,94,352
Stefanie Dolson,NYL,C,36,826,36,36,826,113,229,",493",26,66,",394",87,163,",534",38,42,",905",43,172,66,13,28,56,112,290
Sue Bird*,SEA,G,31,818,31,31,818,85,211,",403",56,144,",389",29,67,",433",16,16,"1,000",6,59,186,37,4,60,23,242
Ezi Magbegor,SEA,F-C,33,817,33,23,817,133,242,",550",10,29,",345",123,213,",577",39,53,",736",53,184,45,29,58,46,95,315
Moriah Jefferson,TOT,G,31,809,31,30,809,117,259,",452",36,76,",474",81,183,",443",53,65,",815",11,75,147,36,4,68,67,323
Erica Wheeler,ATL,G,30,789,30,30,789,98,276,",355",24,73,",329",74,203,",365",31,41,",756",19,93,118,32,2,76,74,251
Shakira Austin,WAS,F-C,36,776,36,32,776,122,223,",547",0,1,",000",122,222,",550",68,109,",624",63,232,33,27,30,54,84,312
Azura Stevens,CHI,F-C,35,768,35,8,768,150,318,",472",42,116,",362",108,202,",535",29,39,",744",21,137,28,17,39,26,61,371
Alysha Clark,WAS,F,29,766,29,29,766,91,196,",464",30,99,",303",61,97,",629",21,23,",913",23,131,59,28,8,38,55,233
Diamond DeShields,PHO,G,30,760,30,19,760,142,366,",388",21,89,",236",121,277,",437",88,115,",765",18,115,67,30,15,70,99,393
Rebekah Gardner,CHI,G,35,760,35,2,760,116,214,",542",15,42,",357",101,172,",587",48,60,",800",44,115,44,49,19,55,81,295
Sami Whitcomb,NYL,G,35,746,35,6,746,74,201,",368",59,168,",351",15,33,",455",20,23,",870",10,82,82,25,5,49,57,227
Danielle Robinson,IND,G,31,732,31,30,732,85,203,",419",9,40,",225",76,163,",466",51,60,",850",12,89,119,22,5,51,44,230
Queen Egbo,IND,F-C,33,720,33,31,720,95,215,",442",0,0,0,95,215,",442",49,76,",645",61,209,31,30,40,64,98,239
Crystal Dangerfield,TOT,G,33,711,33,27,711,66,166,",398",23,71,",324",43,95,",453",25,34,",735",14,66,85,18,4,31,43,180
Shatori Walker-Kimbrough,WAS,G,35,705,35,3,705,80,199,",402",26,75,",347",54,124,",435",55,61,",902",10,64,53,37,10,39,43,241
Elena Delle Donne,WAS,F-G,25,694,25,25,694,155,323,",480",35,95,",368",120,228,",526",84,92,",913",30,158,57,12,27,27,36,429
Naz Hillmon,ATL,F,34,674,34,12,674,59,123,",480",0,2,",000",59,121,",488",32,39,",821",52,172,41,22,10,40,51,150
Myisha Hines-Allen,WAS,F,34,656,34,15,656,114,275,",415",29,79,",367",85,196,",434",45,64,",703",37,179,66,26,10,58,56,302
Isabelle Harrison,DAL,F,35,644,35,18,644,116,249,",466",2,2,"1,000",114,247,",462",72,83,",867",48,150,46,26,5,46,73,306
Emily Engstler,IND,F,35,638,35,6,638,72,182,",396",16,45,",356",56,137,",409",21,38,",553",72,181,51,27,40,48,110,181
DiJonai Carrington,CON,G-F,36,631,36,2,631,84,203,",414",19,62,",306",65,141,",461",57,76,",750",38,112,38,29,4,59,70,244
Rachel Banham,MIN,G,36,630,36,5,630,101,235,",430",57,149,",383",44,86,",512",24,30,",800",3,48,81,9,4,48,62,283
Teaira McCowan,DAL,C,33,623,33,15,623,139,231,",602",0,0,0,139,231,",602",84,140,",600",98,232,25,11,22,56,102,362
Marine Johannes,NYL,G,24,612,24,10,612,83,179,",464",55,126,",437",28,53,",528",20,23,",870",5,40,82,14,3,44,38,241
Briann January,SEA,G,36,608,36,5,608,46,122,",377",23,74,",311",23,48,",479",19,23,",826",7,36,85,23,8,53,59,134
Bridget Carleton,MIN,F,36,606,36,2,606,54,135,",400",29,83,",349",25,52,",481",19,26,",731",12,77,40,16,5,23,56,156
Kristy Wallace,ATL,G,29,602,29,18,602,66,162,",407",25,68,",368",41,94,",436",33,42,",786",18,68,63,17,6,44,58,190
Destanni Henderson,IND,G,36,589,36,5,589,71,177,",401",26,71,",366",45,106,",425",23,32,",719",27,57,89,27,3,60,32,191
Liz Cambage,LAS,C,25,584,25,24,584,117,230,",509",4,14,",286",113,216,",523",87,111,",784",33,160,52,16,41,57,79,325
Tiffany Mitchell,IND,G,34,553,34,8,553,82,182,",451",12,31,",387",70,151,",464",45,52,",865",20,41,40,28,2,30,46,221
Tyasha Harris,DAL,G,35,552,35,5,552,69,165,",418",17,54,",315",52,111,",468",19,24,",792",6,32,99,13,4,39,35,174
Veronica Burton,DAL,G,36,548,36,6,548,25,76,",329",12,43,",279",13,33,",394",32,32,"1,000",17,53,68,34,11,35,51,94
Stephanie Talbot,SEA,F,34,548,34,1,548,64,138,",464",29,73,",397",35,65,",538",14,24,",583",23,107,45,23,11,36,44,171
Han Xu,NYL,C,32,538,32,0,538,109,221,",493",16,36,",444",93,185,",503",39,49,",796",38,115,30,17,21,23,31,273
Rebecca Allen,NYL,F-G,25,523,25,19,523,64,169,",379",26,83,",313",38,86,",442",20,24,",833",8,84,31,19,24,24,48,174
Chiney Ogwumike,LAS,F-C,26,478,26,7,478,69,148,",466",8,18,",444",61,130,",469",36,51,",706",52,142,28,19,9,37,71,182
Kiah Stokes,LVA,C,31,475,31,4,475,26,61,",426",5,24,",208",21,37,",568",13,16,",813",28,135,20,14,25,18,39,70
Michaela Onyenwere,NYL,F,34,466,34,1,466,49,130,",377",15,50,",300",34,80,",425",46,55,",836",13,70,13,14,8,25,69,159
Rui Machida,WAS,G,36,463,36,2,463,26,84,",310",7,34,",206",19,50,",380",6,9,",667",6,40,93,16,2,38,25,65
Elizabeth Williams,WAS,C-F,30,447,30,0,447,68,141,",482",0,0,0,68,141,",482",25,43,",581",45,115,14,18,19,19,44,161
Olivia Nelson-Ododa,LAS,C,30,436,30,6,436,47,84,",560",0,0,0,47,84,",560",26,37,",703",34,89,11,9,24,30,77,120
Awak Kuier,DAL,F,33,416,33,0,416,34,86,",395",4,21,",190",30,65,",462",19,31,",613",24,83,29,13,29,19,26,91
Epiphanny Prince,SEA,G,33,406,33,0,406,44,124,",355",21,59,",356",23,65,",354",21,25,",840",6,32,58,21,3,15,30,130
Julie Allemand,CHI,G,25,402,25,4,402,25,60,",417",9,31,",290",16,29,",552",15,18,",833",9,39,85,14,3,33,23,74
Monique Billings,ATL,F,23,401,23,8,401,55,117,",470",0,1,",000",55,116,",474",39,51,",765",45,146,26,19,8,31,54,149
Theresa Plaisance,LVA,F,31,401,31,2,401,43,116,",371",31,89,",348",12,27,",444",7,10,",700",16,80,15,8,13,20,41,124
Kia Vaughn,ATL,C,29,401,29,1,401,32,80,",400",0,1,",000",32,79,",405",9,13,",692",30,93,25,10,8,34,50,73
Chennedy Carter,LAS,G,24,393,24,2,393,85,189,",450",2,10,",200",83,179,",464",41,55,",745",9,45,46,15,9,43,52,213
Dana Evans,CHI,G,33,378,33,1,378,49,130,",377",22,67,",328",27,63,",429",22,25,",880",5,27,41,10,3,27,29,142
Riquna Williams,LVA,G,21,377,21,0,377,45,118,",381",34,93,",366",11,25,",440",16,21,",762",5,42,25,9,3,6,35,140
AD Durr,TOT,G,25,368,25,2,368,60,152,",395",23,57,",404",37,95,",389",31,39,",795",7,30,30,10,4,22,32,174
Nikolina Milic,MIN,F,31,364,31,4,364,74,135,",548",6,22,",273",68,113,",602",31,42,",738",46,93,23,10,8,42,57,185
Nia Coffey,ATL,F,16,336,16,16,336,35,101,",347",9,31,",290",26,70,",371",23,31,",742",7,83,12,10,2,35,35,102
Lexie Hull,IND,G,26,334,26,4,334,28,105,",267",8,43,",186",20,62,",323",36,40,",900",11,40,18,15,2,18,47,100
Emma Cannon,TOT,F,24,334,24,2,334,60,114,",526",9,18,",500",51,96,",531",35,48,",729",22,75,13,14,2,16,48,164
Natalie Achonwa,MIN,F,22,332,22,0,332,47,91,",516",0,2,",000",47,89,",528",22,27,",815",25,90,37,9,7,22,36,116
Jantel Lavender,SEA,F,27,329,27,4,329,45,110,",409",5,24,",208",40,86,",465",8,12,",667",26,89,24,3,4,24,30,103
Tianna Hawkins,WAS,F,25,320,25,0,320,44,114,",386",14,53,",264",30,61,",492",20,21,",952",15,59,20,9,2,30,43,122
Megan Gustafson,PHO,C,33,318,33,0,318,50,91,",549",12,26,",462",38,65,",585",13,17,",765",17,64,17,6,5,24,62,125
Tiffany Hayes,ATL,G,11,303,11,11,303,66,121,",545",18,42,",429",48,79,",608",28,41,",683",3,40,23,8,1,22,33,178
Jennie Simms,PHO,G,23,303,23,4,303,30,63,",476",4,19,",211",26,44,",591",15,19,",789",13,51,20,12,1,24,38,79
Jasmine Walker,LAS,F,32,281,32,1,281,19,76,",250",10,50,",200",9,26,",346",3,3,"1,000",12,48,6,6,3,15,30,51
Damiris Dantas,MIN,C-F,15,262,15,15,262,28,92,",304",16,61,",262",12,31,",387",5,6,",833",10,57,28,3,1,16,18,77
Betnijah Laney-Hamilton,NYL,G-F,9,255,9,6,255,38,90,",422",11,29,",379",27,61,",443",14,16,",875",1,30,25,4,1,24,24,101
Nia Clouden,CON,G,28,250,28,0,250,18,53,",340",12,29,",414",6,24,",250",10,17,",588",2,23,21,6,1,12,26,58
Satou Sabally,DAL,F,11,239,11,6,239,41,103,",398",10,43,",233",31,60,",517",32,35,",914",9,53,23,5,2,25,35,124
Reshanda Gray,TOT,F,27,237,27,0,237,25,57,",439",3,14,",214",22,43,",512",6,9,",667",16,53,11,7,5,27,56,59
Ruthy Hebard,CHI,F,24,232,24,0,232,25,49,",510",0,0,0,25,49,",510",6,8,",750",8,41,12,8,3,13,29,56
Iliana Rupert,LVA,C,17,223,17,0,223,25,54,",463",14,38,",368",11,16,",688",1,3,",333",11,39,15,7,0,9,35,65
Kennedy Burke,WAS,G-F,16,222,16,4,222,33,74,",446",11,32,",344",22,42,",524",10,17,",588",8,35,7,16,4,8,17,87
Kristi Toliver,LAS,G,11,218,11,10,218,19,51,",373",13,36,",361",6,15,",400",14,16,",875",0,8,34,4,0,25,14,65
Maya Caldwell,ATL,G,9,214,9,7,214,38,74,",514",18,32,",563",20,42,",476",4,5,",800",5,22,20,7,2,14,15,98
Joyner Holmes,CON,F,26,205,26,0,205,19,61,",311",5,22,",227",14,39,",359",10,13,",769",6,35,12,8,2,19,20,53
Evina Westbrook,TOT,G,20,205,20,2,205,20,53,",377",5,20,",250",15,33,",455",11,15,",733",1,20,23,8,7,15,18,56
Beatrice Mompremier,ATL,F,21,175,21,0,175,20,44,",455",0,0,0,20,44,",455",5,13,",385",20,59,8,2,12,15,28,45
Aisha Sheppard,LVA,G,23,174,23,0,174,10,42,",238",9,33,",273",1,9,",111",6,8,",750",6,14,7,5,1,7,26,35
DiDi Richards,NYL,G-F,14,155,14,0,155,11,36,",306",3,11,",273",8,25,",320",7,10,",700",5,24,20,1,5,13,25,32
Odyssey Sims,TOT,G,7,145,7,0,145,17,53,",321",4,15,",267",13,38,",342",10,15,",667",2,13,20,8,2,12,11,48
Yvonne Turner,TOT,G,9,139,9,2,139,12,37,",324",3,7,",429",9,30,",300",9,11,",818",3,14,18,3,0,13,12,36
Lindsay Allen,MIN,G,9,134,9,0,134,20,38,",526",8,14,",571",12,24,",500",12,13,",923",0,14,31,2,0,7,11,60
Sydney Colson,LVA,G,18,123,18,0,123,10,32,",313",3,11,",273",7,21,",333",5,5,"1,000",3,8,18,2,0,7,14,28
Bria Hartley,TOT,G,13,123,13,0,123,14,37,",378",7,17,",412",7,20,",350",4,6,",667",1,12,14,4,0,10,7,39
Kierstan Bell,LVA,F,21,121,21,1,121,10,33,",303",3,22,",136",7,11,",636",4,4,"1,000",4,19,7,2,3,5,10,27
Jocelyn Willoughby,NYL,F-G,11,121,11,4,121,11,26,",423",3,11,",273",8,15,",533",4,8,",500",2,18,4,5,2,9,8,29
Sam Thomas,PHO,G-F,24,118,24,0,118,4,19,",211",1,15,",067",3,4,",750",1,1,"1,000",2,5,6,6,2,4,12,10
Alanna Smith,IND,F,9,116,9,1,116,14,42,",333",6,25,",240",8,17,",471",5,7,",714",8,24,5,8,6,8,17,39
Megan Walker,ATL,F,12,115,12,0,115,14,38,",368",7,19,",368",7,19,",368",4,6,",667",3,9,5,3,0,12,8,39
Kianna Smith,LAS,G,11,113,11,0,113,11,35,",314",5,18,",278",6,17,",353",2,2,"1,000",5,9,6,4,0,4,11,29
Jasmine Thomas,CON,G,5,109,5,5,109,8,30,",267",5,13,",385",3,17,",176",12,13,",923",2,11,15,3,1,7,7,33
Yvonne Anderson,CON,G,11,101,11,0,101,12,26,",462",4,10,",400",8,16,",500",7,7,"1,000",3,9,12,3,2,11,14,35
Jasmine Dickey,DAL,G,20,93,20,0,93,7,33,",212",1,4,",250",6,29,",207",6,9,",667",6,12,2,4,1,5,9,21
Napheesa Collier,MIN,F,4,91,4,4,91,11,26,",423",2,7,",286",9,19,",474",5,7,",714",2,12,4,2,1,1,9,29
Lorela Cubaj,NYL,F-C,11,88,11,0,88,4,12,",333",0,0,0,4,12,",333",0,0,0,9,23,4,0,2,5,12,8
Li Yueru,CHI,C,16,82,16,0,82,8,18,",444",0,0,0,8,18,",444",12,12,"1,000",5,24,2,2,2,13,9,28
Charli Collier,DAL,C,17,78,17,0,78,12,27,",444",0,2,",000",12,25,",480",10,14,",714",4,10,2,1,0,10,19,34
Alaina Coates,IND,C,8,75,8,0,75,7,11,",636",0,0,0,7,11,",636",14,15,",933",6,16,2,2,3,5,18,28
Kristine Anigwe,PHO,F-C,10,65,10,1,65,5,10,",500",0,0,0,5,10,",500",5,10,",500",5,13,2,1,2,6,12,15
Khayla Pointer,IND,G,10,58,10,0,58,7,12,",583",1,4,",250",6,8,",750",7,14,",500",1,8,2,2,0,9,2,22
Kaela Davis,TOT,F,7,55,7,0,55,13,21,",619",4,6,",667",9,15,",600",4,5,",800",3,9,1,2,0,6,9,34
Mercedes Russell,SEA,C,5,54,5,0,54,4,8,",500",0,0,0,4,8,",500",2,3,",667",2,9,1,0,0,7,7,10
Jazmine Jones,TOT,G,8,47,8,0,47,2,8,",250",0,3,",000",2,5,",400",2,5,",400",0,2,1,2,0,3,5,6
Rae Burrell,LAS,G-F,3,44,3,1,44,1,9,",111",1,6,",167",0,3,",000",2,2,"1,000",1,3,1,2,0,1,4,5
Anneli Maley,CHI,F,4,44,4,0,44,3,6,",500",2,3,",667",1,3,",333",0,0,0,3,7,3,3,1,1,6,8
Rennia Davis,TOT,G-F,8,43,8,0,43,5,13,",385",0,2,",000",5,11,",455",0,0,0,3,8,1,2,0,4,3,10
Destiny Slocum,ATL,G,3,41,3,0,41,4,11,",364",3,9,",333",1,2,",500",3,5,",600",0,4,4,0,0,5,4,14
Kamiah Smalls,MIN,G,3,34,3,0,34,2,8,",250",0,4,",000",2,4,",500",0,0,0,0,5,6,4,0,4,6,4
Amy Atwell,LAS,F,4,32,4,1,32,1,9,",111",1,6,",167",0,3,",000",0,0,0,1,2,2,0,0,2,1,3
Kiana Williams,TOT,G,4,30,4,0,30,2,8,",250",1,4,",250",1,4,",250",0,0,0,0,2,5,0,0,2,1,5
Katie Benzan,WAS,G,3,27,3,0,27,5,9,",556",5,7,",714",0,2,",000",3,4,",750",1,2,1,0,1,2,7,18
Stephanie Jones,TOT,F,5,27,5,0,27,3,8,",375",1,2,",500",2,6,",333",2,2,"1,000",1,2,2,1,0,0,5,9
Sparkle Taylor,CHI,G,2,25,2,0,25,5,6,",833",0,1,",000",5,5,"1,000",1,1,"1,000",0,2,0,0,0,1,3,11
Angel McCoughtry,MIN,F-G,2,20,2,2,20,3,8,",375",0,1,",000",3,7,",429",6,6,"1,000",0,6,2,1,2,3,3,12
Elissa Cunane,MIN,C,3,10,3,0,10,1,2,",500",0,1,",000",1,1,"1,000",0,0,0,2,5,0,0,0,1,1,2
Karlie Samuelson,PHO,G,1,10,1,0,10,1,3,",333",1,3,",333",0,0,0,0,0,0,0,3,1,0,0,1,1,3
Hannah Sjerven,MIN,C,3,9,3,0,9,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,0,0,1,0,2,0
Tina Krajisnik,CHI,C,2,5,2,0,5,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,2,1,0,0,2,0
Kaila Charles,ATL,G-F,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Raina Perez,SEA,G,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0


===== wnba_2022_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Kelsey Plum,LVA,G,36,1182,36,36,"32,8","6,8","14,8",",460","3,1","7,5",",420","3,6","7,3",",500","3,5","4,1",",839","0,3","2,7","5,1","1,0","0,1","2,6","2,5","20,2"
Brianna Turner,PHO,F-C,35,1168,35,35,"33,4","1,9","3,2",",607","0,0","0,0",0,"1,9","3,2",",607","0,4","0,9",",500","2,0","6,8","2,3","1,3","1,6","1,4","2,3","4,3"
Sabrina Ionescu,NYL,G,36,1163,36,36,"32,3","5,9","14,3",",411","2,3","6,9",",333","3,6","7,3",",485","3,4","3,6",",931","1,0","7,1","6,3","1,1","0,3","3,0","2,1","17,4"
Alyssa Thomas,CON,F,36,1154,36,36,"32,1","5,2","10,4",",500","0,0","0,1",",000","5,2","10,4",",503","3,0","4,1",",730","2,1","8,2","6,1","1,7","0,2","2,9","2,8","13,4"
Jackie Young,LVA,G,34,1129,34,34,"33,2","5,6","11,8",",476","1,5","3,4",",431","4,1","8,4",",495","3,2","3,8",",859","1,3","4,4","3,9","1,4","0,2","1,3","2,4","15,9"
Jewell Loyd,SEA,G,36,1090,36,36,"30,3","5,6","14,1",",396","2,3","6,1",",385","3,3","8,1",",403","2,8","3,1",",893","0,6","2,6","3,4","1,1","0,2","2,2","1,8","16,3"
Allisha Gray,DAL,G,33,1086,33,33,"32,9","4,4","10,5",",423","1,9","4,8",",408","2,5","5,7",",436","2,5","3,2",",798","0,9","4,8","2,5","1,1","0,7","1,3","2,4","13,3"
Ariel Atkins,WAS,G,36,1081,36,36,"30,0","5,1","12,2",",420","1,9","5,3",",365","3,2","6,9",",464","2,4","2,9",",845","0,9","3,3","2,3","1,3","0,3","1,4","2,8","14,6"
A'ja Wilson,LVA,C,36,1080,36,36,"30,0","7,2","14,4",",501","0,9","2,3",",373","6,4","12,1",",525","4,2","5,2",",813","1,8","9,4","2,1","1,4","1,9","1,7","2,1","19,5"
Nneka Ogwumike,LAS,F,34,1068,34,34,"31,4","7,3","13,5",",544","0,6","1,7",",368","6,7","11,8",",569","2,8","3,4",",826","1,4","6,6","2,0","1,7","0,4","1,8","2,4","18,1"
Rhyne Howard,ATL,G,34,1066,34,34,"31,4","5,4","15,0",",361","2,5","7,3",",343","2,9","7,7",",379","2,9","3,7",",792","0,8","4,5","2,8","1,6","0,8","1,6","2,6","16,2"
Natasha Cloud,WAS,G,34,1065,34,34,"31,3","3,6","9,1",",399","1,3","4,0",",319","2,4","5,1",",462","2,2","2,7",",824","0,5","3,6","7,0","1,0","0,3","2,8","1,6","10,7"
Breanna Stewart,SEA,F,34,1052,34,34,"30,9","7,5","15,9",",472","2,0","5,2",",379","5,5","10,7",",518","4,8","5,8",",837","1,4","7,6","2,9","1,6","0,9","1,3","2,1","21,8"
Kayla Thornton,DAL,F,36,1050,36,35,"29,2","2,7","5,8",",469","0,7","2,1",",325","2,0","3,6",",554","1,9","2,3",",829","1,8","5,9","1,8","1,1","0,6","1,2","2,7","8,0"
Natasha Howard,NYL,F,35,1048,35,35,"29,9","5,9","12,2",",482","0,9","2,6",",326","5,0","9,6",",525","2,5","3,5",",715","2,0","7,3","2,3","1,3","1,0","3,2","3,1","15,1"
Chelsea Gray,LVA,G,35,1039,35,35,"29,7","5,2","10,7",",491","1,0","2,9",",340","4,3","7,8",",546","2,3","2,5",",910","0,3","3,2","6,1","1,6","0,3","2,3","1,5","13,7"
Emma Meesseman,CHI,F,36,1030,36,36,"28,6","5,4","9,4",",571","0,4","1,1",",342","5,0","8,4",",599","1,3","1,5",",887","1,7","5,6","3,8","1,4","0,8","1,4","2,5","12,4"
Skylar Diggins,PHO,G,30,1019,30,30,"34,0","6,9","16,2",",429","1,3","4,5",",296","5,6","11,7",",480","4,5","5,3",",844","0,9","4,0","5,5","1,5","1,0","2,7","2,7","19,7"
Kelsey Mitchell,IND,G,31,1010,31,31,"32,6","6,3","14,4",",438","2,3","5,7",",409","4,0","8,7",",458","3,4","3,9",",861","0,5","1,9","4,2","0,9","0,2","2,4","2,3","18,4"
DeWanna Bonner,CON,G-F,33,991,33,33,"30,0","4,7","10,8",",439","1,4","4,2",",329","3,3","6,5",",512","2,6","3,2",",827","0,8","4,7","2,8","1,2","0,3","1,6","1,8","13,5"
