===== wnba_2012_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Le'coe Willingham,CHI,F,33,610,33,1,610,40,128,",313",20,73,",274",20,55,",364",14,23,",609",34,96,31,15,4,57,60,114
Kalana Greene,CON,G,34,605,34,31,605,53,121,",438",5,22,",227",48,99,",485",32,46,",696",18,63,57,39,7,27,45,143
Mistie Bass,CON,F,32,598,32,10,598,99,187,",529",0,1,",000",99,186,",532",57,80,",713",59,143,33,24,13,40,59,255
Shenise Johnson,SAS,G,34,581,34,1,581,68,187,",364",21,51,",412",47,136,",346",35,41,",854",55,131,46,27,6,37,50,192
Jeanette Pohlen-Mavunga,IND,G,34,574,34,3,574,55,128,",430",32,76,",421",23,52,",442",7,10,",700",13,57,38,20,10,31,39,149
Ann Wauters,SEA,C,25,574,25,17,574,95,183,",519",9,20,",450",86,163,",528",42,57,",737",33,146,36,14,18,57,48,241
Jennifer Lacy,TUL,F,26,573,26,6,573,77,198,",389",44,109,",404",33,89,",371",24,37,",649",25,68,22,16,9,36,76,222
Asjha Jones,CON,F,20,558,20,19,558,102,229,",445",4,12,",333",98,217,",452",35,39,",897",49,141,39,19,11,51,61,243
Tina Thompson*,SEA,F,29,551,29,5,551,91,206,",442",41,96,",427",50,110,",455",35,42,",833",24,100,14,14,22,37,66,258
Marissa Coleman,LAS,G-F,34,548,34,2,548,37,116,",319",14,55,",255",23,61,",377",18,20,",900",24,87,36,21,8,24,44,106
Tammy Sutton-Brown,IND,C,33,541,33,32,541,49,116,",422",0,0,0,49,116,",422",32,40,",800",28,93,24,24,27,22,39,130
Shay Murphy,CHI,G,29,538,29,3,538,87,207,",420",45,102,",441",42,105,",400",27,37,",730",30,84,27,32,6,30,45,246
Kara Braxton,NYL,C-F,34,535,34,18,535,102,212,",481",1,5,",200",101,207,",488",18,40,",450",61,153,36,17,21,74,59,223
Ashley Robinson,WAS,C,33,535,33,14,535,48,117,",410",0,1,",000",48,116,",414",7,20,",350",38,110,29,19,24,39,71,103
Erlana Larkins,IND,F,34,526,34,2,526,55,108,",509",0,0,0,55,108,",509",31,36,",861",70,148,36,34,5,34,62,141
DeMya Walker,NYL,F,33,525,33,8,525,41,104,",394",0,0,0,41,104,",394",16,27,",593",39,91,32,17,16,63,73,98
Jessica Davenport,IND,C,34,514,34,2,514,84,179,",469",1,3,",333",83,176,",472",60,81,",741",35,115,22,23,26,51,62,229
Cathrine Kraayeveld,ATL,F,33,507,33,1,507,56,133,",421",35,87,",402",21,46,",457",5,15,",333",17,92,28,14,16,26,32,152
Nakia Sanford,PHO,C-F,30,501,30,15,501,48,113,",425",4,16,",250",44,97,",454",24,40,",600",44,99,18,15,9,38,88,124
Lindsay Wisdom-Hylton,WAS,F,34,501,34,2,501,61,127,",480",0,1,",000",61,126,",484",14,19,",737",41,97,32,24,27,40,52,136
Avery Warley-Talbert,PHO,C,28,497,28,3,497,33,70,",471",0,0,0,33,70,",471",20,34,",588",66,159,5,12,14,32,82,86
Tan White,CON,G,31,496,31,0,496,57,143,",399",27,67,",403",30,76,",395",15,18,",833",9,50,35,31,6,36,49,156
Jantel Lavender,LAS,F,34,490,34,1,490,81,160,",506",0,0,0,81,160,",506",27,32,",844",50,134,18,9,18,38,56,189
Ruth Riley,CHI,C,33,476,33,14,476,36,95,",379",5,18,",278",31,77,",403",11,14,",786",17,79,33,23,20,27,74,88
Amber Holt,TUL,F,24,456,24,18,456,57,134,",425",17,49,",347",40,85,",471",9,16,",563",10,45,28,11,0,16,25,140
Sonja Petrovic,CHI,F,30,453,30,2,453,54,151,",358",17,61,",279",37,90,",411",20,26,",769",13,68,31,15,15,39,42,145
Erika de Souza,ATL,F-C,15,449,15,15,449,79,151,",523",0,0,0,79,151,",523",16,23,",696",48,123,24,20,23,31,45,174
Ewelina Kobryn,SEA,C,33,438,33,6,438,56,136,",412",10,27,",370",46,109,",422",36,50,",720",16,78,15,16,14,41,46,158
Devereaux Peters,MIN,F,30,424,30,2,424,61,109,",560",0,0,0,61,109,",560",36,51,",706",44,113,33,14,23,39,74,158
Shannon Bobbitt,WAS,G,28,418,28,5,418,29,88,",330",9,40,",225",20,48,",417",11,18,",611",11,33,72,14,2,35,38,78
Danielle McCray,CON,F,28,389,28,8,389,39,124,",315",20,60,",333",19,64,",297",37,41,",902",14,56,33,17,0,28,41,135
Ketia Swanier,ATL,G,34,389,34,2,389,26,82,",317",5,30,",167",21,52,",404",19,26,",731",5,46,66,15,0,41,24,76
Scholanda Dorrell,TUL,G,26,385,26,8,385,37,113,",327",16,50,",320",21,63,",333",20,30,",667",13,32,13,25,3,25,46,110
Kelsey Griffin,CON,F,31,375,31,6,375,34,99,",343",3,15,",200",31,84,",369",24,34,",706",29,90,15,18,10,27,37,95
Chante Black,TUL,C,29,366,29,13,366,35,70,",500",0,0,0,35,70,",500",22,32,",688",26,77,10,15,18,24,33,92
Candice Dupree,PHO,F,13,345,13,12,345,71,147,",483",0,1,",000",71,146,",486",30,37,",811",16,62,17,8,7,27,20,172
Karima Christmas-Kelly,TOT,F-G,30,335,30,6,335,30,93,",323",12,38,",316",18,55,",327",24,37,",649",28,63,16,27,8,14,33,96
Carolyn Swords,CHI,C,30,334,30,9,334,52,91,",571",0,0,0,52,91,",571",15,22,",682",45,96,8,11,14,19,57,119
Svetlana Abrosimova,SEA,F,19,329,19,4,329,34,98,",347",8,36,",222",26,62,",419",11,24,",458",11,56,31,20,3,40,26,87
Alexis Gray-Lawson,PHO,G,19,318,19,0,318,30,102,",294",6,38,",158",24,64,",375",19,26,",731",14,38,23,7,3,18,40,85
Natalie Novosel,WAS,G,31,306,31,0,306,34,101,",337",9,41,",220",25,60,",417",22,29,",759",19,41,23,14,3,19,16,99
Lynetta Kizer,TOT,F,22,300,22,0,300,47,116,",405",3,6,",500",44,110,",400",29,31,",935",32,66,7,10,2,19,39,126
Yelena Leuchanka,ATL,C,19,260,19,5,260,24,63,",381",0,1,",000",24,62,",387",10,14,",714",16,52,12,9,9,28,34,58
Natasha Lacy,WAS,G,20,259,20,1,259,29,81,",358",5,21,",238",24,60,",400",14,18,",778",10,42,25,13,5,23,27,77
April Sykes,LAS,G-F,30,259,30,0,259,33,87,",379",18,48,",375",15,39,",385",8,15,",533",8,34,19,9,4,16,27,92
Briana Gilbreath-Butler,PHO,G,11,258,11,2,258,24,71,",338",14,37,",378",10,34,",294",15,19,",789",14,40,12,5,5,14,15,77
Courtney Paris,TOT,C,27,254,27,0,254,39,72,",542",0,0,0,39,72,",542",9,27,",333",36,85,11,9,12,15,30,87
Ticha Penicheiro,CHI,G,19,242,19,6,242,12,34,",353",3,15,",200",9,19,",474",6,11,",545",2,24,39,8,3,38,13,33
Amber Harris,MIN,F,27,240,27,0,240,36,89,",404",7,18,",389",29,71,",408",15,22,",682",10,50,15,9,13,15,27,94
Alysha Clark,SEA,F,23,238,23,0,238,29,53,",547",9,20,",450",20,33,",606",12,17,",706",13,47,7,5,1,19,27,79
Alex Montgomery,NYL,G-F,26,210,26,0,210,24,64,",375",8,23,",348",16,41,",390",8,11,",727",17,48,11,15,2,14,23,64
Ebony Hoffman,LAS,F,20,208,20,0,208,18,52,",346",5,19,",263",13,33,",394",8,10,",800",13,42,9,13,1,13,30,49
Sasha Goodlett,IND,C,26,197,26,0,197,33,74,",446",0,0,0,33,74,",446",14,20,",700",18,41,6,8,7,9,17,80
Erin Thorn,MIN,G,26,195,26,0,195,17,47,",362",12,34,",353",5,13,",385",6,6,"1,000",5,24,24,4,0,13,3,52
Jessica Adair,MIN,C,19,168,19,0,168,13,37,",351",0,0,0,13,37,",351",20,35,",571",11,40,6,3,4,14,28,46
Lauren Jackson*,SEA,F-C,9,167,9,9,167,34,80,",425",6,29,",207",28,51,",549",18,25,",720",7,50,2,4,7,12,20,92
Ziomara Morrison,SAS,C,30,166,30,0,166,22,52,",423",6,10,",600",16,42,",381",9,11,",818",13,36,2,3,3,13,26,59
Diana Taurasi,PHO,G,8,166,8,8,166,34,78,",436",17,43,",395",17,35,",486",27,30,",900",1,13,18,4,4,14,16,112
Tully Bevilaqua,SAS,G,28,157,28,0,157,2,12,",167",1,8,",125",1,4,",250",1,2,",500",1,7,11,7,1,9,7,6
Tangela Smith,SAS,C,15,150,15,0,150,15,36,",417",4,14,",286",11,22,",500",3,3,"1,000",3,17,13,2,3,7,12,37
Jenna O'Hea,LAS,F,8,144,8,0,144,13,25,",520",7,14,",500",6,11,",545",5,7,",714",8,20,16,3,1,6,14,38
Coco Miller,LAS,G,10,141,10,1,141,11,37,",297",2,6,",333",9,31,",290",2,2,"1,000",9,27,11,2,0,13,4,26
Kelley Cain,NYL,C,20,136,20,0,136,8,18,",444",0,0,0,8,18,",444",7,11,",636",11,30,2,2,4,10,13,23
Iziane Castro Marques,WAS,F-G,11,132,11,0,132,14,53,",264",1,6,",167",13,47,",277",5,7,",714",4,12,8,3,0,8,8,34
Laurie Koehn,ATL,G,23,112,23,0,112,14,41,",341",13,39,",333",1,2,",500",0,0,0,2,10,3,2,0,6,4,41
Jessica Moore,TOT,F-C,16,108,16,0,108,9,20,",450",0,0,0,9,20,",450",9,12,",750",8,17,2,0,0,9,18,27
Andrea Riley,TOT,G,11,99,11,0,99,5,33,",152",1,17,",059",4,16,",250",14,17,",824",0,9,15,3,1,13,8,25
Dymond Simon,PHO,G,8,97,8,0,97,13,45,",289",2,16,",125",11,29,",379",2,2,"1,000",1,12,15,4,0,14,10,30
Kelly Miller,NYL,G,11,82,11,0,82,4,24,",167",1,11,",091",3,13,",231",2,2,"1,000",1,8,6,3,0,9,10,11
Jene Morris,TUL,G,9,82,9,1,82,6,16,",375",4,9,",444",2,7,",286",1,2,",500",5,9,2,6,0,4,11,17
Dominique Canty,WAS,G,6,72,6,5,72,6,23,",261",0,3,",000",6,20,",300",5,10,",500",3,8,6,2,0,8,10,17
Nicky Anosike,LAS,F-C,10,57,10,0,57,2,8,",250",0,0,0,2,8,",250",6,6,"1,000",0,12,5,3,2,6,9,10
Katelan Redmon,NYL,G-F,7,42,7,0,42,3,14,",214",0,1,",000",3,13,",231",1,2,",500",5,8,2,3,0,3,8,7
Victoria Dunlap,SEA,F,5,28,5,0,28,3,10,",300",0,1,",000",3,9,",333",7,10,",700",7,11,1,0,0,3,4,13
Dawn Evans,LAS,G,3,15,3,0,15,1,5,",200",0,4,",000",1,1,"1,000",0,0,0,0,0,3,1,0,2,1,2
Zane Tamane,PHO,C,2,15,2,0,15,0,2,",000",0,0,0,0,2,",000",0,0,0,1,3,0,0,0,2,1,0
Sydney Carter,CHI,G,1,9,1,0,9,2,6,",333",0,2,",000",2,4,",500",0,0,0,0,0,0,1,0,1,0,4
Chay Shegog,CON,C,3,9,3,0,9,1,3,",333",0,0,0,1,3,",333",1,2,",500",1,2,0,1,0,1,3,3
Julie Wojta,MIN,G-F,1,4,1,0,4,0,2,",000",0,1,",000",0,1,",000",0,0,0,1,2,0,0,0,1,2,0


===== wnba_2012_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Cappie Pondexter,NYL,G,34,1162,34,34,"34,2","7,3","16,9",",435","1,6","4,8",",327","5,8","12,1",",477","4,2","4,9",",867","0,6","4,5","4,3","1,3","0,2","3,1","2,1","20,4"
DeWanna Bonner,PHO,G-F,32,1120,32,32,"35,0","6,6","18,2",",364","1,6","5,8",",283","5,0","12,4",",402","5,8","6,8",",852","1,7","7,2","2,2","1,7","0,9","2,3","1,4","20,6"
Tina Charles,CON,C,33,1096,33,33,"33,2","7,6","15,2",",499","0,0","0,2",",200","7,5","15,0",",502","2,8","3,5",",802","3,7","10,5","1,7","0,5","1,4","2,2","1,9","18,0"
Sancho Lyttle,ATL,F,34,1074,34,34,"31,6","5,9","14,2",",412","0,8","3,2",",255","5,0","11,0",",458","1,5","1,9",",758","1,4","7,6","2,5","2,4","0,7","2,6","2,9","14,0"
Kristi Toliver,LAS,G,34,1071,34,33,"31,5","5,8","11,8",",491","1,9","4,4",",424","3,9","7,4",",532","4,0","4,5",",901","0,9","3,2","4,9","1,3","0,1","3,6","3,0","17,5"
Kara Lawson,CON,G,34,1066,34,34,"31,4","5,0","10,1",",493","2,2","5,1",",430","2,8","5,0",",556","2,9","3,1",",935","0,5","3,9","4,0","0,8","0,1","1,8","1,2","15,1"
Sophia Young-Malcolm,SAS,F,33,1049,33,33,"31,8","6,4","12,3",",521","0,0","0,1",",000","6,4","12,2",",525","3,4","4,8",",706","2,1","7,2","2,1","2,2","0,4","1,7","2,3","16,3"
Lindsey Harding,ATL,G,34,1040,34,32,"30,6","4,6","10,9",",425","0,4","1,7",",241","4,2","9,1",",460","2,6","3,2",",818","0,5","2,8","4,5","1,4","0,2","2,1","1,4","12,3"
Tamika Catchings*,IND,F,34,1036,34,34,"30,5","5,9","13,6",",432","1,5","3,9",",379","4,4","9,7",",453","4,1","4,8",",864","1,8","7,6","3,1","2,1","0,9","1,7","2,5","17,4"
Swin Cash*,CHI,F,34,1021,34,34,"30,0","3,7","10,1",",367","0,9","3,4",",281","2,8","6,7",",410","2,2","2,9",",765","1,6","5,8","2,3","1,0","0,5","2,8","2,4","10,6"
Alana Beard,LAS,G-F,33,1017,33,33,"30,8","4,2","9,5",",436","1,1","2,6",",402","3,1","6,9",",449","2,0","2,5",",795","0,3","2,2","3,3","2,0","0,4","2,5","2,8","11,4"
Candace Parker,LAS,F-C,33,1014,33,33,"30,7","6,9","14,4",",481","0,6","1,8",",322","6,3","12,6",",504","3,0","4,2",",710","2,5","9,7","3,3","1,5","2,3","3,0","1,8","17,4"
Maya Moore*,MIN,F,34,1011,34,34,"29,7","5,9","12,6",",465","2,1","5,5",",388","3,7","7,1",",525","2,6","2,9",",879","2,1","6,0","3,6","1,5","0,6","1,8","2,5","16,4"
Crystal Langhorne,WAS,F-C,31,999,31,31,"32,2","6,1","10,9",",562","0,0","0,3",",125","6,1","10,6",",573","2,4","3,8",",641","2,4","6,3","1,4","1,5","0,1","2,4","2,1","14,7"
Becky Hammon*,SAS,G,33,998,33,33,"30,2","4,8","11,0",",441","2,4","5,6",",435","2,4","5,4",",447","2,6","2,9",",876","0,3","2,5","5,3","0,9","0,2","3,2","1,1","14,7"
Katie Douglas,IND,G-F,32,990,32,32,"30,9","5,8","13,9",",413","2,5","5,9",",423","3,3","8,0",",406","2,5","3,0",",844","1,0","3,8","2,2","1,5","0,3","1,7","1,7","16,5"
Danielle Robinson,SAS,G,34,984,34,34,"28,9","4,3","7,9",",541","0,0","0,2",",000","4,3","7,7",",555","1,3","1,6",",782","0,6","2,5","4,3","1,4","0,1","1,6","2,2","9,9"
Ivory Latta,TUL,G,34,962,34,18,"28,3","5,1","12,0",",430","2,0","5,2",",390","3,1","6,8",",461","2,0","2,4",",840","0,4","2,2","3,3","0,9","0,1","2,1","2,2","14,3"
Glory Johnson,TUL,F,34,958,34,28,"28,2","3,9","8,0",",482","0,0","0,0",0,"3,9","8,0",",482","3,8","5,6",",677","2,8","6,8","1,1","2,1","0,6","2,1","3,0","11,5"
Tanisha Wright,SEA,G,32,953,32,32,"29,8","2,8","7,4",",373","0,3","1,6",",192","2,4","5,8",",424","2,1","2,4",",859","0,7","3,0","4,4","1,2","0,1","2,7","2,8","7,9"
Camille Smith,SEA,F,34,947,34,34,"27,9","3,8","8,1",",474","0,3","1,0",",333","3,5","7,1",",494","3,3","4,5",",739","1,5","5,1","1,9","0,7","0,5","2,7","2,7","11,3"
Essence Carson,NYL,G,34,927,34,23,"27,3","4,6","11,6",",400","1,1","3,1",",343","3,6","8,5",",421","1,2","1,6",",778","0,9","3,4","1,7","1,1","0,7","1,7","1,5","11,6"
DeLisha Milton-Jones,LAS,F,34,926,34,34,"27,2","3,6","8,7",",417","0,9","2,6",",326","2,8","6,1",",456","1,9","2,3",",823","1,4","4,4","1,8","1,0","0,7","1,9","2,8","10,0"
Nicole Powell,NYL,F,34,922,34,21,"27,1","2,6","6,3",",416","1,4","3,6",",388","1,2","2,7",",452","0,4","0,4",",867","1,2","4,3","1,4","1,3","0,4","1,4","1,9","7,0"
Nneka Ogwumike,LAS,F,33,920,33,33,"27,9","5,4","10,1",",535","0,0","0,2",",143","5,4","9,9",",543","3,2","4,3",",734","3,0","7,5","1,2","1,4","0,9","1,3","2,6","14,0"
Katie Smith*,SEA,G,34,919,34,31,"27,0","2,3","5,5",",412","1,3","3,2",",400","1,0","2,3",",429","0,9","1,1",",838","0,2","2,7","2,1","0,6","0,1","1,5","2,4","6,7"
Leilani Mitchell,NYL,G,34,908,34,25,"26,7","2,3","5,7",",409","1,6","3,8",",411","0,8","1,9",",406","0,3","0,4",",750","0,6","2,5","3,0","1,0","0,1","1,6","2,1","6,5"
Courtney Vandersloot,CHI,G,34,906,34,27,"26,6","3,5","8,6",",405","0,8","2,5",",333","2,6","6,1",",435","1,1","1,7",",649","0,2","2,1","4,6","1,3","0,2","3,3","2,6","8,9"
Armintie Herrington,ATL,G,34,904,34,33,"26,6","3,2","6,2",",509","0,0","0,1",",000","3,2","6,2",",514","2,1","3,5",",602","1,9","3,7","2,5","1,1","0,3","1,7","2,2","8,4"
Sue Bird*,SEA,G,29,898,29,29,"31,0","4,6","10,0",",459","1,8","4,8",",384","2,8","5,2",",526","1,2","1,6",",783","0,2","2,9","5,3","0,9","0,1","2,2","1,1","12,2"
Lindsay Whalen*,MIN,G,33,891,33,33,"27,0","4,5","8,9",",505","0,4","0,8",",500","4,1","8,1",",506","2,2","3,0",",727","0,9","4,2","5,4","0,7","0,2","2,1","2,1","11,5"
Samantha Prahalis,PHO,G,28,886,28,28,"31,6","4,2","12,0",",352","1,0","3,8",",271","3,2","8,1",",390","2,1","2,4",",868","0,5","3,2","4,5","1,6","0,1","3,0","2,5","11,6"
Briann January,IND,G,31,879,31,26,"28,4","3,2","7,9",",404","1,5","3,5",",430","1,7","4,5",",384","2,5","2,8",",874","0,4","1,8","3,9","1,2","0,1","2,5","2,5","10,3"
