===== wnba_2018_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Brittney Griner,PHO,C,34,1108,34,34,"32,6","7,8","14,4",",544","0,0","0,1",",250","7,8","14,3",",546","4,8","6,0",",800","1,9","7,7","2,1","0,5","2,6","2,4","3,2","20,5"
Skylar Diggins,DAL,G,32,1092,32,32,"34,1","5,8","14,4",",403","1,6","5,4",",297","4,2","9,0",",467","4,7","5,6",",839","0,7","3,3","6,2","1,4","0,5","2,5","2,3","17,9"
Tina Charles,NYL,C,33,1088,33,33,"33,0","8,0","16,8",",473","0,9","2,9",",326","7,0","14,0",",503","2,8","3,7",",770","1,9","7,0","2,7","0,7","0,6","2,8","2,5","19,7"
Sylvia Fowles*,MIN,C,34,1087,34,34,"32,0","7,0","11,3",",619","0,0","0,0",0,"7,0","11,3",",619","3,8","5,0",",757","3,6","11,9","2,2","1,4","1,2","3,0","3,0","17,7"
Kristi Toliver,WAS,G,33,1087,33,33,"32,9","4,5","10,4",",433","2,2","6,1",",360","2,3","4,4",",535","2,7","2,9",",918","0,2","2,3","4,4","1,2","0,0","2,2","1,6","13,9"
Maya Moore*,MIN,F,34,1081,34,34,"31,8","6,6","15,5",",423","1,9","5,3",",365","4,6","10,2",",454","2,9","3,5",",833","1,4","5,1","2,6","1,7","0,4","1,8","1,8","18,0"
Breanna Stewart,SEA,F,34,1074,34,34,"31,6","7,9","15,0",",529","1,8","4,3",",415","6,1","10,7",",576","4,1","5,1",",820","1,1","8,4","2,5","1,4","1,4","1,8","2,0","21,8"
Jewell Loyd,SEA,G,34,1010,34,34,"29,7","5,4","12,6",",423","2,0","5,3",",370","3,4","7,3",",462","2,9","3,4",",851","1,2","4,6","3,7","1,3","0,1","1,9","1,8","15,5"
A'ja Wilson,LVA,C,33,1010,33,33,"30,6","7,4","16,1",",462","0,0","0,0",0,"7,4","16,1",",462","5,8","7,5",",774","2,0","8,0","2,2","0,8","1,7","1,4","2,1","20,7"
Candice Dupree,IND,F,32,1006,32,32,"31,4","6,2","12,7",",488","0,0","0,0",",000","6,2","12,7",",489","1,8","2,3",",819","1,2","6,4","1,7","0,9","0,3","1,6","1,7","14,2"
Kayla McBride,LVA,G,31,1000,31,31,"32,3","6,4","14,2",",449","1,5","3,9",",393","4,8","10,2",",470","3,9","4,3",",917","0,8","3,9","3,5","1,1","0,1","2,0","1,1","18,2"
Diana Taurasi,PHO,G,33,989,33,33,"30,0","6,1","13,7",",446","3,2","8,4",",383","2,9","5,3",",545","5,2","5,6",",925","0,1","3,5","5,3","0,9","0,2","2,6","3,0","20,7"
Kayla Thornton,DAL,F,34,971,34,32,"28,6","3,4","7,5",",447","1,3","3,6",",355","2,1","3,9",",530","1,3","1,5",",860","1,3","4,0","1,8","1,0","0,4","1,1","2,7","9,2"
Diamond DeShields,CHI,G,34,967,34,33,"28,4","4,9","11,5",",425","1,2","3,6",",328","3,7","7,9",",468","3,4","4,1",",836","1,1","4,9","2,2","1,1","0,3","2,1","2,2","14,4"
Jasmine Thomas,CON,G,34,956,34,34,"28,1","4,7","11,8",",398","1,4","4,4",",311","3,4","7,5",",449","2,1","2,4",",855","0,8","3,3","4,8","1,1","0,2","2,5","2,1","12,9"
Courtney Vandersloot,CHI,G,30,955,30,30,"31,8","4,5","9,3",",489","1,5","3,8",",398","3,0","5,5",",552","1,9","2,3",",826","0,5","3,7","8,6","1,3","0,6","3,5","2,1","12,5"
Allie Quigley,CHI,G,32,951,32,32,"29,7","5,7","12,3",",466","2,3","5,4",",420","3,4","6,8",",502","1,7","2,0",",857","0,3","2,4","2,5","0,7","0,3","2,1","1,8","15,4"
Candace Parker,LAS,F-C,31,949,31,30,"30,6","6,4","13,5",",471","1,3","3,8",",345","5,1","9,7",",522","3,8","4,7",",808","1,6","8,2","4,7","1,2","1,1","3,0","2,1","17,9"
Liz Cambage,DAL,C,32,945,32,32,"29,5","8,7","14,8",",589","0,4","1,2",",324","8,3","13,6",",611","5,3","7,2",",738","2,3","9,7","2,3","0,5","1,7","2,8","2,8","23,0"
Renee Montgomery,ATL,G,34,935,34,34,"27,5","3,1","8,1",",389","2,3","6,2",",371","0,9","1,9",",446","1,7","2,0",",881","0,1","1,7","3,7","1,3","0,1","1,6","1,7","10,3"
Elena Delle Donne,WAS,F-G,29,933,29,29,"32,2","7,6","15,6",",488","1,7","4,2",",405","5,9","11,4",",518","3,8","4,3",",887","1,5","7,2","2,3","0,9","1,4","0,9","1,7","20,7"
Victoria Vivians,IND,G-F,34,920,34,26,"27,1","3,1","7,6",",404","1,9","4,8",",399","1,2","2,9",",412","0,8","0,9",",931","0,5","3,1","1,2","0,9","0,1","1,0","1,8","8,9"
Allisha Gray,DAL,G,34,907,34,34,"26,7","2,9","7,3",",403","0,9","3,3",",270","2,1","4,0",",511","2,4","2,8",",863","1,2","3,4","2,4","1,3","0,2","1,4","2,2","9,2"
Jessica Breland,ATL,F,34,899,34,34,"26,4","3,6","8,5",",428","0,0","0,0",0,"3,6","8,5",",428","1,0","1,3",",750","1,7","7,9","2,0","1,1","1,9","1,7","2,5","8,3"
