===== wnba_2023_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Brittney Griner,PHO,C,31,856,31,31,856,219,391,",560",1,9,",111",218,382,",571",105,136,",772",38,195,68,16,50,66,64,544
Dana Evans,CHI,G,39,837,39,1,837,116,322,",360",42,143,",294",74,179,",413",76,89,",854",7,47,118,27,4,61,45,350
Diamond Miller,MIN,F,32,834,32,32,834,140,347,",403",31,101,",307",109,246,",443",76,96,",792",22,113,80,30,11,73,81,387
Jordan Horston,SEA,F,36,806,36,17,806,101,275,",367",10,41,",244",91,234,",389",37,52,",712",47,182,58,44,21,71,79,249
Kiah Stokes,LVA,C,40,792,40,22,792,36,83,",434",5,27,",185",31,56,",554",9,18,",500",45,234,23,26,39,17,70,86
Kia Nurse,SEA,G,40,789,40,20,789,80,233,",343",50,143,",350",30,90,",333",24,27,",889",12,91,53,24,2,29,77,234
Teaira McCowan,DAL,C,30,783,30,29,783,150,272,",551",0,4,",000",150,268,",560",58,99,",586",104,272,45,16,35,46,100,358
Tiffany Mitchell,MIN,G,33,763,33,21,763,86,213,",404",13,45,",289",73,168,",435",55,66,",833",18,76,76,16,3,70,88,240
Kristy Wallace,IND,G,37,728,37,9,728,93,232,",401",37,85,",435",56,147,",381",21,28,",750",22,82,71,23,9,49,64,244
Diana Taurasi,PHO,G,26,709,26,26,709,128,318,",403",64,187,",342",64,131,",489",95,112,",848",2,93,120,13,12,78,67,415
Mercedes Russell,SEA,C,37,705,37,13,705,81,157,",516",0,1,",000",81,156,",519",23,38,",605",39,149,48,16,17,55,56,185
Lindsay Allen,MIN,G,29,698,29,20,698,65,163,",399",7,34,",206",58,129,",450",42,53,",792",17,71,130,17,3,37,61,179
Kayla Thornton,NYL,F,40,693,40,0,693,65,150,",433",25,80,",313",40,70,",571",23,30,",767",48,141,27,28,10,20,66,178
Danielle Robinson,ATL,G,32,690,32,27,690,71,154,",461",9,31,",290",62,123,",504",36,48,",750",8,69,104,23,3,43,64,187
Layshia Clarendon,LAS,G,24,687,24,24,687,96,193,",497",21,46,",457",75,147,",510",54,59,",915",23,73,82,27,0,54,63,267
Nia Coffey,ATL,F,31,680,31,31,680,83,192,",432",33,82,",402",50,110,",455",15,24,",625",15,150,48,17,37,44,68,214
Ariel Atkins,WAS,G,27,679,27,27,679,104,251,",414",42,124,",339",62,127,",488",61,68,",897",18,83,61,32,9,35,71,311
Victoria Vivians,IND,G-F,38,674,38,14,674,73,192,",380",27,94,",287",46,98,",469",23,30,",767",19,119,49,27,6,31,72,196
Tyasha Harris,CON,G,40,668,40,0,668,87,209,",416",39,84,",464",48,125,",384",17,25,",680",5,34,68,29,3,41,43,230
Marine Johannes,NYL,G,35,662,35,5,662,89,215,",414",56,152,",368",33,63,",524",15,20,",750",8,50,58,23,2,47,55,249
Monique Billings,ATL,F,39,653,39,9,653,68,167,",407",0,4,",000",68,163,",417",51,61,",836",53,194,30,16,12,38,76,187
Elena Delle Donne,WAS,F-G,23,633,23,23,633,142,293,",485",24,61,",393",118,232,",509",75,80,",938",20,125,49,19,20,30,43,383
Lexie Hull,IND,G,30,619,30,25,619,54,145,",372",13,60,",217",41,85,",482",17,22,",773",35,82,32,30,9,30,84,138
Myisha Hines-Allen,WAS,F,35,617,35,18,617,73,215,",340",18,66,",273",55,149,",369",33,46,",717",37,154,77,23,6,52,78,197
Olivia Nelson-Ododa,CON,C,39,585,39,0,585,65,121,",537",0,0,0,65,121,",537",46,65,",708",50,144,23,20,33,30,87,176
Haley Jones,ATL,F-G,40,584,40,6,584,56,166,",337",6,28,",214",50,138,",362",31,41,",756",14,94,92,16,12,54,69,149
Bridget Carleton,MIN,F,38,573,38,4,573,41,119,",345",30,89,",337",11,30,",367",11,15,",733",19,89,34,13,3,16,49,123
Aari McDonald,ATL,G,24,565,24,9,565,66,164,",402",25,78,",321",41,86,",477",32,42,",762",6,48,73,15,0,39,38,189
Jessica Shepard,MIN,F,21,565,21,17,565,65,126,",516",0,2,",000",65,124,",524",41,53,",774",44,149,67,12,2,30,42,171
Veronica Burton,DAL,G,40,555,40,13,555,25,85,",294",13,48,",271",12,37,",324",31,34,",912",22,70,88,29,10,17,57,94
DiJonai Carrington,CON,G-F,32,550,32,0,550,93,223,",417",23,62,",371",70,161,",435",56,74,",757",27,92,41,20,3,36,68,265
Zia Cooke,LAS,G,39,549,39,4,549,65,225,",289",18,69,",261",47,156,",301",39,48,",813",10,37,31,13,12,29,36,187
Naz Hillmon,ATL,F,40,541,40,3,541,59,116,",509",0,1,",000",59,115,",513",46,54,",852",50,137,27,8,3,39,58,164
Li Meng,WAS,G,34,539,34,1,539,62,164,",378",44,121,",364",18,43,",419",22,26,",846",6,36,35,10,1,28,38,190
Grace Berger,IND,G,36,524,36,0,524,57,127,",449",16,34,",471",41,93,",441",21,25,",840",7,56,67,17,6,37,38,151
Kalani Brown,DAL,C,32,524,32,5,524,90,143,",629",0,1,",000",90,142,",634",69,86,",802",55,143,33,7,22,42,65,249
Megan Gustafson,PHO,C,34,514,34,4,514,102,194,",526",15,43,",349",87,151,",576",50,62,",806",46,131,25,13,14,37,65,269
Robyn Parks,CHI,F,37,505,37,2,505,53,139,",381",32,87,",368",21,52,",404",7,7,"1,000",15,59,16,12,5,19,35,145
Nikolina Milic,MIN,F,39,494,39,3,494,89,192,",464",8,22,",364",81,170,",476",45,56,",804",28,93,33,4,5,42,68,231
Queen Egbo,TOT,F-C,37,475,37,0,475,74,148,",500",0,0,0,74,148,",500",30,47,",638",40,158,11,15,24,35,86,178
Dulcy Fankam Mendjiadeu,SEA,F-C,34,470,34,21,470,56,107,",523",0,1,",000",56,106,",528",22,40,",550",58,149,12,13,11,29,71,134
Ivana Dojkić,SEA,G,23,461,23,15,461,48,119,",403",23,55,",418",25,64,",391",31,43,",721",4,40,65,18,4,35,44,150
Shakira Austin,WAS,F-C,19,440,19,17,440,77,154,",500",0,0,0,77,154,",500",36,59,",610",29,133,17,16,17,35,44,190
Rachel Banham,MIN,G,32,435,32,1,435,61,165,",370",43,107,",402",18,58,",310",11,14,",786",4,32,54,11,3,36,45,176
Candace Parker,LVA,F-C,18,425,18,18,425,60,129,",465",17,51,",333",43,78,",551",25,28,",893",16,97,67,27,16,31,35,162
Kierstan Bell,LVA,F,36,424,36,0,424,53,153,",346",20,82,",244",33,71,",465",6,10,",600",14,56,18,15,5,14,47,132
Brionna Jones,CON,F,13,412,13,13,412,80,140,",571",2,4,",500",78,136,",574",45,58,",776",41,106,31,24,7,29,53,207
Jasmine Thomas,LAS,G,32,410,32,7,410,30,110,",273",15,62,",242",15,48,",313",10,11,",909",10,34,42,9,6,21,28,85
Awak Kuier,DAL,F,37,399,37,4,399,36,91,",396",2,23,",087",34,68,",500",21,27,",778",23,94,20,7,24,22,30,95
Morgan Bertsch,CHI,F,28,398,28,5,398,47,103,",456",16,36,",444",31,67,",463",12,16,",750",12,47,19,10,7,30,50,122
AD Durr,ATL,G,36,392,36,0,392,62,163,",380",19,59,",322",43,104,",413",30,39,",769",3,38,25,10,3,28,28,173
Lexie Brown,LAS,G,12,364,12,11,364,54,111,",486",27,65,",415",27,46,",587",14,16,",875",2,25,29,11,3,16,14,149
Joyner Holmes,TOT,F,34,355,34,2,355,41,110,",373",15,48,",313",26,62,",419",16,21,",762",24,84,28,9,10,19,39,113
Kadi Sissoko,PHO,F,40,336,40,0,336,23,62,",371",3,18,",167",20,44,",455",10,16,",625",17,62,8,3,5,26,43,59
Odyssey Sims,DAL,G,28,335,28,0,335,21,69,",304",2,15,",133",19,54,",352",11,20,",550",8,37,62,12,0,17,31,55
Rae Burrell,LAS,G-F,29,322,29,3,322,36,93,",387",16,41,",390",20,52,",385",17,21,",810",13,36,18,13,3,15,26,105
Maddy Siegrist,DAL,F,39,319,39,0,319,57,112,",509",5,15,",333",52,97,",536",27,29,",931",36,61,8,8,7,9,28,146
Emma Cannon,IND,F,30,314,30,3,314,61,134,",455",13,34,",382",48,100,",480",40,44,",909",24,94,14,4,2,33,42,175
Jade Melbourne,SEA,G,29,307,29,0,307,25,64,",391",3,20,",150",22,44,",500",23,29,",793",6,34,35,12,1,26,46,76
Maya Caldwell,IND,G,30,304,30,1,304,21,72,",292",4,29,",138",17,43,",395",12,14,",857",9,27,19,9,3,22,27,58
Shey Peddy,PHO,G,18,285,18,0,285,31,84,",369",16,46,",348",15,38,",395",16,20,",800",7,33,33,15,1,10,30,94
Gabby Williams,SEA,F,10,285,10,8,285,34,94,",362",5,23,",217",29,71,",408",11,13,",846",14,36,38,15,4,22,19,84
Stefanie Dolson,NYL,C,23,273,23,0,273,35,68,",515",12,26,",462",23,42,",548",11,14,",786",13,45,27,1,6,21,41,93
Cayla George,LVA,C-F,32,273,32,0,273,30,104,",288",15,64,",234",15,40,",375",0,3,",000",15,58,13,10,5,27,36,75
Nyara Sabally,NYL,C,33,260,33,0,260,25,59,",424",2,9,",222",23,50,",460",24,32,",750",19,70,7,4,7,18,38,76
Amanda Zahui B.,TOT,C,34,253,34,1,253,18,70,",257",6,37,",162",12,33,",364",15,20,",750",7,38,10,6,18,15,45,57
Chiney Ogwumike,LAS,F-C,10,212,10,4,212,34,79,",430",1,13,",077",33,66,",500",15,21,",714",14,43,13,13,3,12,37,84
Destanni Henderson,TOT,G,15,200,15,1,200,19,57,",333",3,24,",125",16,33,",485",16,21,",762",3,12,27,7,1,14,18,57
Aerial Powers,MIN,G,20,195,20,0,195,38,92,",413",6,19,",316",32,73,",438",22,24,",917",6,36,15,3,2,18,6,104
Yvonne Turner,SEA,G,21,193,21,7,193,19,41,",463",1,3,",333",18,38,",474",14,18,",778",2,23,18,8,2,14,14,53
Jocelyn Willoughby,NYL,F-G,29,192,29,0,192,12,30,",400",7,16,",438",5,14,",357",4,4,"1,000",10,23,11,3,0,8,19,35
Sika Koné,CHI,F,20,186,20,0,186,25,47,",532",2,6,",333",23,41,",561",20,26,",769",22,59,10,3,1,21,34,72
Ruthy Hebard,CHI,F,19,175,19,0,175,31,53,",585",0,0,0,31,53,",585",13,20,",650",18,46,7,5,7,4,25,75
Iliana Rupert,ATL,C,20,158,20,0,158,12,34,",353",6,22,",273",6,12,",500",5,8,",625",7,39,10,7,7,10,22,35
Laeticia Amihere,ATL,F,21,147,21,0,147,17,42,",405",0,1,",000",17,41,",415",22,41,",537",5,20,4,5,9,11,21,56
Sydney Colson,LVA,G,28,135,28,0,135,12,27,",444",6,16,",375",6,11,",545",5,6,",833",4,12,22,9,1,6,24,35
Leigha Brown,CON,G,25,130,25,0,130,8,26,",308",1,10,",100",7,16,",438",4,6,",667",6,21,10,5,2,11,19,21
Evina Westbrook,TOT,G,18,128,18,0,128,5,30,",167",2,16,",125",3,14,",214",8,8,"1,000",3,17,10,3,3,10,16,20
Ashley Joens,TOT,G,19,127,19,0,127,13,36,",361",10,23,",435",3,13,",231",3,6,",500",0,11,1,3,0,5,7,39
Cyesha Goree,WAS,F,10,116,10,0,116,15,32,",469",3,14,",214",12,18,",667",6,7,",857",7,12,1,3,1,4,12,39
Kristi Toliver,WAS,G,11,99,11,0,99,13,39,",333",10,28,",357",3,11,",273",4,5,",800",1,8,8,3,0,7,9,40
Emily Engstler,MIN,F,12,93,12,0,93,8,21,",381",2,7,",286",6,14,",429",3,8,",375",11,29,7,5,1,10,8,21
Kristine Anigwe,TOT,F-C,13,89,13,0,89,10,24,",417",0,1,",000",10,23,",435",5,8,",625",8,22,4,3,5,7,23,25
Jasmine Dickey,DAL,G,14,87,14,0,87,13,34,",382",0,1,",000",13,33,",394",3,6,",500",7,11,1,4,1,5,15,29
Liz Dixon,TOT,F,14,77,14,0,77,10,19,",526",0,0,0,10,19,",526",7,8,",875",9,15,3,0,3,4,4,27
Linnae Harper,WAS,G,14,73,14,0,73,8,26,",308",4,11,",364",4,15,",267",0,0,0,3,9,4,2,0,4,11,20
Epiphanny Prince,NYL,G,10,71,10,0,71,6,15,",400",3,10,",300",3,5,",600",3,3,"1,000",1,6,8,2,1,7,6,18
Jennie Simms,PHO,G,6,70,6,0,70,4,14,",286",0,5,",000",4,9,",444",5,7,",714",4,13,3,2,0,6,7,13
Rebekah Gardner,CHI,G,3,59,3,0,59,6,14,",429",3,5,",600",3,9,",333",6,6,"1,000",1,11,7,6,1,5,8,21
Nia Clouden,LAS,G,5,54,5,1,54,3,10,",300",1,3,",333",2,7,",286",1,2,",500",0,2,9,0,0,8,5,8
Victaria Saxton,IND,F,15,54,15,0,54,6,18,",333",1,2,",500",5,16,",313",6,7,",857",2,10,0,1,0,6,9,19
Taylor Soule,CHI,F,15,53,15,0,53,2,14,",143",0,3,",000",2,11,",182",5,8,",625",3,8,3,0,1,4,6,9
Arella Guirantes,SEA,G,9,47,9,0,47,4,16,",250",1,6,",167",3,10,",300",3,5,",600",1,6,3,1,4,3,3,12
Bernadett Hatar,CON,C,6,47,6,0,47,6,16,",375",0,0,0,6,16,",375",0,0,0,3,9,1,4,2,4,9,12
Madi Williams,PHO,G-F,5,46,5,0,46,5,15,",333",0,3,",000",5,12,",417",0,0,0,2,5,1,2,1,6,6,10
Kaila Charles,SEA,G-F,4,41,4,0,41,3,12,",250",0,2,",000",3,10,",300",0,0,0,3,5,1,1,0,0,9,6
Abby Meyers,WAS,G,9,36,9,0,36,5,13,",385",0,4,",000",5,9,",556",3,3,"1,000",1,4,0,1,2,1,5,13
Han Xu,NYL,C,8,36,8,0,36,6,20,",300",0,7,",000",6,13,",462",0,0,0,3,7,0,2,1,5,2,12
Kayana Traylor,MIN,G,8,35,8,0,35,3,10,",300",0,1,",000",3,9,",333",2,2,"1,000",1,1,3,2,0,3,5,8
Alaina Coates,TOT,C,12,35,12,0,35,5,6,",833",0,0,0,5,6,",833",1,4,",250",2,10,0,3,0,7,10,11
Taylor Mikesell,ATL,G,6,29,6,0,29,5,10,",500",3,7,",429",2,3,",667",4,4,"1,000",0,2,2,0,0,1,0,17
Lorela Cubaj,ATL,F-C,3,19,3,0,19,0,1,",000",0,0,0,0,1,",000",0,0,0,0,7,0,0,1,1,4,0
Sam Thomas,PHO,G-F,1,11,1,0,11,0,2,",000",0,0,0,0,2,",000",0,0,0,0,1,0,0,0,0,1,0
Khaalia Hillsman,CHI,C,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lauren Cox,CON,F,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2023_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Arike Ogunbowale,DAL,G,40,1489,40,40,"37,2","7,5","18,8",",398","2,9","8,5",",343","4,6","10,3",",443","3,4","3,8",",876","0,5","3,4","4,5","1,7","0,1","2,6","2,7","21,2"
Alyssa Thomas,CON,F,40,1446,40,40,"36,2","6,1","12,8",",474","0,0","0,1",",000","6,1","12,8",",476","3,3","4,7",",715","2,0","9,9","7,9","1,8","0,5","3,4","2,7","15,5"
Breanna Stewart,NYL,F,40,1365,40,40,"34,1","7,9","17,0",",465","2,1","5,8",",355","5,9","11,2",",521","5,1","6,0",",851","1,6","9,3","3,8","1,5","1,6","1,5","1,9","23,0"
Kelsey Mitchell,IND,G,40,1349,40,40,"33,7","6,1","13,9",",441","2,6","6,4",",398","3,6","7,5",",478","3,4","4,1",",824","0,3","1,6","3,1","0,9","0,1","2,3","2,0","18,2"
Jewell Loyd,SEA,G,38,1344,38,38,"35,4","7,5","20,3",",370","3,0","8,5",",356","4,5","11,8",",380","6,7","7,5",",888","1,1","4,7","3,4","1,0","0,4","2,8","1,7","24,7"
Ezi Magbegor,SEA,F-C,40,1304,40,40,"32,6","5,4","10,6",",513","0,8","2,0",",385","4,7","8,6",",542","2,2","3,1",",699","1,6","8,1","2,6","1,1","1,9","2,4","3,2","13,8"
Natasha Howard,DAL,F,39,1289,39,39,"33,1","6,3","13,8",",458","1,0","3,3",",299","5,4","10,6",",507","2,8","3,5",",815","2,2","8,0","2,6","1,3","1,2","2,8","3,6","16,5"
Chelsea Gray,LVA,G,40,1288,40,40,"32,2","5,6","11,5",",490","1,6","3,8",",421","4,0","7,7",",524","2,4","2,7",",897","0,3","4,0","7,3","1,4","0,6","2,5","1,8","15,3"
Rhyne Howard,ATL,G,39,1283,39,39,"32,9","5,8","15,1",",385","2,5","7,2",",352","3,3","7,8",",415","3,3","4,2",",788","0,7","4,9","3,5","1,3","0,6","1,9","2,8","17,5"
Kelsey Plum,LVA,G,39,1265,39,39,"32,4","6,4","13,4",",475","2,4","6,3",",389","3,9","7,2",",550","3,5","3,8",",912","0,2","2,4","4,5","1,1","0,0","2,1","2,4","18,7"
Jackie Young,LVA,G,40,1259,40,40,"31,5","6,2","11,9",",523","2,2","5,0",",449","4,0","7,0",",576","2,9","3,4",",867","0,7","4,0","3,8","1,3","0,1","1,8","2,0","17,6"
Satou Sabally,DAL,F,38,1258,38,38,"33,1","6,2","14,3",",435","1,7","4,8",",361","4,5","9,5",",472","4,4","5,0",",874","2,3","8,1","4,4","1,8","0,4","2,9","3,6","18,6"
Brittney Sykes,WAS,G,40,1252,40,40,"31,3","5,7","13,1",",439","1,4","4,0",",350","4,3","9,1",",478","3,1","3,8",",797","1,0","5,0","3,8","2,1","0,3","2,4","2,9","15,9"
Aliyah Boston,IND,C-F,40,1249,40,40,"31,2","5,8","10,1",",578","0,1","0,3",",400","5,7","9,8",",583","2,7","3,6",",745","3,1","8,4","2,2","1,3","1,3","1,9","3,1","14,5"
Allisha Gray,ATL,G,38,1244,38,38,"32,7","5,8","12,4",",465","1,1","3,1",",356","4,7","9,3",",501","4,4","5,4",",824","1,2","4,9","3,1","1,1","0,4","1,9","2,6","17,1"
Napheesa Collier,MIN,F,37,1238,37,37,"33,5","8,0","16,6",",485","0,9","3,1",",298","7,1","13,5",",527","4,5","5,4",",840","1,9","8,5","2,5","1,6","1,2","2,4","2,4","21,5"
Jordin Canada,LAS,G,38,1237,38,38,"32,6","4,3","10,6",",404","1,1","3,2",",333","3,2","7,4",",436","3,6","4,2",",873","0,2","3,1","6,0","2,3","0,2","2,7","2,3","13,3"
A'ja Wilson,LVA,C,40,1228,40,40,"30,7","8,4","15,0",",557","0,2","0,7",",310","8,2","14,3",",570","5,8","7,2",",812","2,1","9,5","1,6","1,4","2,2","1,6","2,1","22,8"
Kayla McBride,MIN,G,38,1208,38,38,"31,8","4,9","11,6",",424","2,2","6,4",",342","2,7","5,2",",525","2,2","2,6",",867","0,4","3,2","2,2","1,2","0,2","1,7","1,7","14,3"
Courtney Williams,CHI,G,40,1204,40,40,"30,1","4,4","10,1",",437","1,2","2,7",",443","3,2","7,4",",434","0,4","0,6",",600","1,0","6,0","6,3","1,0","0,3","2,5","1,6","10,4"
DeWanna Bonner,CON,G-F,40,1203,40,40,"30,1","5,8","13,7",",425","1,9","5,7",",329","4,0","8,0",",494","3,9","4,5",",862","0,9","5,6","2,2","1,1","0,6","1,5","1,6","17,4"
Betnijah Laney-Hamilton,NYL,G-F,40,1201,40,40,"30,0","5,0","10,0",",499","1,5","3,8",",392","3,5","6,2",",565","1,3","1,7",",791","0,8","3,3","2,4","0,9","0,1","1,9","2,2","12,8"
Natasha Cloud,WAS,G,37,1199,37,37,"32,4","4,0","10,7",",377","1,2","4,1",",298","2,8","6,6",",426","3,4","3,8",",900","0,2","3,7","6,2","1,1","0,3","2,6","2,6","12,7"
Elizabeth Williams,CHI,C-F,40,1188,40,40,"29,7","4,2","8,1",",514","0,0","0,0",0,"4,2","8,1",",514","1,5","2,3",",630","2,3","5,8","2,5","1,3","1,5","1,4","2,5","9,8"
Courtney Vandersloot,NYL,G,39,1187,39,39,"30,4","4,1","9,3",",442","0,9","3,2",",294","3,2","6,1",",521","1,3","1,7",",761","0,5","3,5","8,1","1,3","0,6","2,7","2,0","10,5"
Kahleah Copper,CHI,G-F,38,1184,38,38,"31,2","6,9","15,4",",448","1,8","4,5",",404","5,1","10,9",",466","3,1","4,0",",770","0,7","4,4","2,0","0,9","0,3","2,5","2,4","18,7"
