===== wnba_2020_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Allie Quigley,CHI,G,22,631,22,22,631,129,288,",448",46,133,",346",83,155,",535",34,37,",919",6,63,52,14,6,28,31,338
Crystal Dangerfield,MIN,G,21,629,21,19,629,124,263,",471",34,102,",333",90,161,",559",59,64,",922",5,41,75,18,1,54,31,341
Dearica Hamby,LVA,F,22,622,22,0,622,110,204,",539",18,38,",474",92,166,",554",48,67,",716",28,157,60,37,4,45,50,286
Courtney Williams,ATL,G,20,615,20,14,615,134,307,",436",8,34,",235",126,273,",462",16,23,",696",37,143,63,13,2,54,39,292
Jewell Loyd,SEA,G,22,613,22,22,613,112,253,",443",39,100,",390",73,153,",477",77,88,",875",14,52,70,32,6,41,34,340
Brianna Turner,PHO,F-C,22,613,22,22,613,66,114,",579",0,1,",000",66,113,",584",27,42,",643",57,198,39,24,43,31,66,159
Breanna Stewart,SEA,F,20,607,20,20,607,133,295,",451",35,95,",368",98,200,",490",93,104,",894",20,165,72,33,26,51,45,394
Kiah Stokes,NYL,C,22,601,22,22,601,51,137,",372",20,85,",235",31,52,",596",4,7,",571",28,147,26,11,26,29,45,126
Monique Billings,ATL,F,22,596,22,16,596,68,170,",400",0,0,0,68,170,",400",51,67,",761",58,187,27,24,18,42,62,187
Kayla McBride,LVA,G,22,587,22,22,587,90,212,",425",25,73,",342",65,139,",468",70,78,",897",9,51,52,26,2,31,30,275
Damiris Dantas,MIN,C-F,22,586,22,22,586,102,220,",464",39,90,",433",63,130,",485",40,55,",727",37,134,58,25,5,40,56,283
Kia Nurse,NYL,G,21,578,21,18,578,68,249,",273",31,130,",238",37,119,",311",89,103,",864",11,60,48,11,4,46,38,256
Bridget Carleton,MIN,F,22,568,22,15,568,53,102,",520",21,46,",457",32,56,",571",18,28,",643",22,79,54,15,0,27,40,145
Jackie Young,LVA,G,22,568,22,0,568,93,189,",492",3,13,",231",90,176,",511",52,61,",852",18,95,67,15,2,35,39,241
Kayla Thornton,DAL,F,22,557,22,14,557,54,126,",429",25,72,",347",29,54,",537",28,32,",875",32,113,17,19,4,25,65,161
Brionna Jones,CON,F,21,549,21,21,549,98,162,",605",1,1,"1,000",97,161,",602",38,55,",691",59,118,21,35,14,34,65,235
Gabby Williams,CHI,F,22,546,22,4,546,67,158,",424",20,70,",286",47,88,",534",16,25,",640",20,88,44,29,5,37,32,170
Diana Taurasi,PHO,G,19,533,19,19,533,96,235,",409",61,167,",365",35,68,",515",103,113,",912",2,79,86,19,8,44,52,356
Amanda Zahui B.,NYL,C,21,531,21,20,531,65,184,",353",34,100,",340",31,84,",369",25,36,",694",15,178,40,19,26,54,65,189
Allisha Gray,DAL,G,20,524,20,14,524,91,196,",464",25,71,",352",66,125,",528",54,65,",831",27,84,26,22,6,22,38,261
Brittney Sykes,LAS,G,21,517,21,14,517,73,150,",487",16,49,",327",57,101,",564",50,62,",806",16,54,45,31,6,36,62,212
Tiffany Mitchell,IND,G,19,502,19,11,502,74,214,",346",17,73,",233",57,141,",404",77,81,",951",15,65,49,12,2,45,49,242
Cheyenne Parker-Tyus,CHI,F,20,497,20,13,497,97,175,",554",15,32,",469",82,143,",573",58,68,",853",47,128,30,26,18,55,63,267
Layshia Clarendon,NYL,G,19,496,19,19,496,74,159,",465",15,44,",341",59,115,",513",55,63,",873",6,48,74,18,0,64,55,218
Danielle Robinson,LVA,G,22,492,22,1,492,62,121,",512",5,13,",385",57,108,",528",34,42,",810",5,53,71,19,2,28,38,163
Jasmine Thomas,CON,G,19,485,19,19,485,76,188,",404",21,63,",333",55,125,",440",21,23,",913",4,33,76,24,5,46,30,194
Jordin Canada,SEA,G,20,483,20,11,483,56,132,",424",1,11,",091",55,121,",455",44,57,",772",10,46,109,30,0,40,35,157
Shekinna Stricklen,ATL,F,22,482,22,15,482,47,138,",341",33,99,",333",14,39,",359",8,8,"1,000",4,42,14,7,1,15,43,135
Nneka Ogwumike,LAS,F,18,476,18,18,476,95,167,",569",9,18,",500",86,149,",577",41,49,",837",21,87,31,19,3,28,41,240
Blake Dietrick,ATL,G,22,463,22,4,463,49,104,",471",26,58,",448",23,46,",500",5,8,",625",8,36,75,18,3,40,42,129
Natasha Howard,SEA,F,22,463,22,22,463,87,164,",530",7,20,",350",80,144,",556",28,36,",778",52,156,22,38,14,46,67,209
Teaira McCowan,IND,C,22,461,22,10,461,90,168,",536",0,3,",000",90,165,",545",60,80,",750",69,161,14,7,22,44,58,240
Leaonna Odom,NYL,F,22,453,22,16,453,48,98,",490",5,20,",250",43,78,",551",20,23,",870",34,50,16,15,8,15,37,121
Satou Sabally,DAL,F,16,450,16,14,450,67,182,",368",13,66,",197",54,116,",466",75,86,",872",41,124,40,14,14,35,50,222
Riquna Williams,LAS,G,21,444,21,4,444,81,186,",435",43,102,",422",38,84,",452",16,18,",889",3,38,31,24,7,19,41,221
Angel McCoughtry,LVA,F-G,22,440,22,22,440,117,226,",518",16,34,",471",101,192,",526",67,76,",882",37,112,54,29,6,38,49,317
Katie Lou Samuelson,DAL,F,22,439,22,4,439,40,96,",417",19,60,",317",21,36,",583",11,15,",733",8,53,30,15,9,12,32,110
Jazmine Jones,NYL,G,20,428,20,2,428,69,171,",404",15,45,",333",54,126,",429",63,80,",788",18,81,45,28,9,57,59,216
Kia Vaughn,PHO,C,22,415,22,10,415,62,127,",488",0,2,",000",62,125,",496",11,19,",579",24,80,34,11,7,34,39,135
Kiara Leslie,WAS,G,19,414,19,10,414,38,108,",352",17,47,",362",21,61,",344",12,13,",923",15,57,20,9,7,18,27,105
Tyasha Harris,DAL,G,21,412,21,3,412,55,127,",433",19,56,",339",36,71,",507",14,22,",636",0,26,56,18,3,18,36,143
Natisha Hiedeman,CON,G,22,408,22,4,408,45,127,",354",23,64,",359",22,63,",349",21,30,",700",8,42,41,8,0,24,43,134
Chennedy Carter,ATL,G,16,406,16,16,406,106,224,",473",12,32,",375",94,192,",490",55,67,",821",8,36,55,14,5,43,57,279
Marina Mabrey,DAL,G,19,405,19,12,405,68,158,",430",38,91,",418",30,67,",448",16,24,",667",11,59,43,25,2,30,36,190
Kennedy Burke,IND,G-F,22,403,22,11,403,57,127,",449",15,48,",313",42,79,",532",30,42,",714",19,39,25,14,8,27,24,159
Shatori Walker-Kimbrough,PHO,G,21,400,21,10,400,54,126,",429",22,51,",431",32,75,",427",23,25,",920",6,34,32,23,8,21,24,153
Sophie Cunningham,PHO,G,21,396,21,11,396,35,91,",385",12,51,",235",23,40,",575",22,25,",880",9,22,16,11,3,15,46,104
Carolyn Swords,LVA,C,22,384,22,21,384,23,50,",460",0,0,0,23,50,",460",17,22,",773",33,102,20,5,1,18,21,63
Jocelyn Willoughby,NYL,F-G,22,383,22,5,383,39,109,",358",15,37,",405",24,72,",333",35,42,",833",15,53,20,15,6,32,50,128
Brittney Griner,PHO,C,12,382,12,12,382,87,175,",497",0,1,",000",87,174,",500",38,47,",809",18,90,36,4,22,30,30,212
Kaila Charles,CON,G-F,21,376,21,7,376,40,97,",412",11,30,",367",29,67,",433",22,31,",710",23,54,19,16,7,19,45,113
Lexie Brown,MIN,G,17,374,17,13,374,38,111,",342",14,52,",269",24,59,",407",19,24,",792",3,33,41,31,0,24,26,109
Natalie Achonwa,IND,F,18,364,18,11,364,57,115,",496",0,10,",000",57,105,",543",26,32,",813",26,99,31,9,11,33,46,140
Sami Whitcomb,SEA,G,22,363,22,0,363,62,140,",443",32,84,",381",30,56,",536",22,22,"1,000",4,50,44,16,3,22,31,178
Sydney Wiese,LAS,G,19,363,19,15,363,47,93,",505",25,53,",472",22,40,",550",11,12,",917",5,33,22,11,2,22,17,130
Azura Stevens,CHI,F-C,13,355,13,13,355,59,118,",500",15,39,",385",44,79,",557",17,20,",850",18,77,20,12,24,20,39,150
Te'a Cooper,LAS,G,20,345,20,3,345,51,113,",451",11,32,",344",40,81,",494",26,34,",765",2,20,40,13,0,29,39,139
Rachel Banham,MIN,G,20,339,20,1,339,48,104,",462",25,53,",472",23,51,",451",16,20,",800",2,25,47,9,2,20,40,137
Seimone Augustus*,LAS,G-F,21,332,21,0,332,54,110,",491",12,22,",545",42,88,",477",4,6,",667",3,37,25,12,2,8,20,124
Tianna Hawkins,WAS,F,17,329,17,5,329,53,130,",408",17,57,",298",36,73,",493",22,26,",846",12,60,17,14,6,20,44,145
Bria Hartley,PHO,G,13,322,13,3,322,66,157,",420",25,65,",385",41,92,",446",33,41,",805",5,38,58,15,0,27,33,190
Ruthy Hebard,CHI,F,22,320,22,6,320,58,85,",682",0,0,0,58,85,",682",9,12,",750",18,86,7,10,8,15,35,125
Bella Alarie,DAL,C-F,22,309,22,3,309,24,66,",364",1,13,",077",23,53,",434",10,12,",833",23,63,11,14,18,11,35,59
Mercedes Russell,SEA,C,22,304,22,2,304,32,78,",410",0,0,0,32,78,",410",14,25,",560",16,70,13,8,8,16,21,78
Briann January,CON,G,13,303,13,10,303,22,75,",293",11,31,",355",11,44,",250",10,12,",833",4,16,44,8,2,15,25,65
Alanna Smith,PHO,F,19,296,19,0,296,43,102,",422",10,43,",233",33,59,",559",20,29,",690",21,69,23,5,15,18,47,116
Ezi Magbegor,SEA,F-C,22,292,22,0,292,62,109,",569",1,3,",333",61,106,",575",19,27,",704",25,54,7,12,16,9,43,144
Bria Holmes,CON,G,18,291,18,4,291,35,98,",357",10,30,",333",25,68,",368",8,12,",667",13,33,20,13,5,18,17,88
Essence Carson,TOT,G,21,291,21,2,291,30,99,",303",12,44,",273",18,55,",327",6,10,",600",7,35,12,9,2,16,21,78
Kylee Shook,NYL,C,20,290,20,0,290,32,79,",405",3,17,",176",29,62,",468",14,17,",824",15,56,11,7,10,20,26,81
Lindsay Allen,LVA,G,21,284,21,21,284,28,66,",424",6,17,",353",22,49,",449",8,10,",800",6,23,51,7,1,16,20,70
Glory Johnson,ATL,F,18,277,18,1,277,31,83,",373",11,42,",262",20,41,",488",12,24,",500",7,67,11,15,7,13,27,85
Stefanie Dolson,CHI,C,15,273,15,8,273,34,70,",486",12,32,",375",22,38,",579",14,19,",737",11,52,25,6,13,15,48,94
Sugar Rodgers,LVA,G,22,263,22,1,263,26,81,",321",20,64,",313",6,17,",353",3,4,",750",3,28,31,7,3,16,25,75
Isabelle Harrison,DAL,F,13,258,13,11,258,34,76,",447",0,3,",000",34,73,",466",15,19,",789",19,60,19,9,5,18,32,83
Sue Bird*,SEA,G,11,257,11,11,257,41,83,",494",23,49,",469",18,34,",529",3,4,",750",1,19,57,7,2,18,9,108
Shey Peddy,TOT,G,17,257,17,0,257,19,63,",302",4,34,",118",15,29,",517",22,22,"1,000",9,35,30,19,1,15,22,64
Tierra Ruffin-Pratt,LAS,G,17,251,17,10,251,12,45,",267",6,13,",462",6,32,",188",19,26,",731",9,36,15,11,3,9,28,49
Odyssey Sims,MIN,G,13,240,13,7,240,42,104,",404",8,24,",333",34,80,",425",30,33,",909",8,26,45,7,1,25,22,122
Mikiah Herbert Harrigan,MIN,F,21,234,21,0,234,30,82,",366",14,33,",424",16,49,",327",5,7,",714",14,48,7,8,9,15,21,79
Nia Coffey,PHO,F,15,230,15,1,230,16,38,",421",7,21,",333",9,17,",529",1,6,",167",5,37,12,5,5,7,30,40
Diamond DeShields,CHI,G,13,224,13,0,224,36,83,",434",3,18,",167",33,65,",508",14,18,",778",3,23,20,12,1,30,27,89
Jacki Gemelos,TOT,G,18,222,18,1,222,19,56,",339",9,35,",257",10,21,",476",2,4,",500",3,19,15,6,1,12,18,49
Shenise Johnson,MIN,G,17,212,17,4,212,28,82,",341",6,17,",353",22,65,",338",25,28,",893",10,33,21,16,1,20,18,87
Megan Walker,NYL,F,18,205,18,0,205,25,78,",321",6,43,",140",19,35,",543",3,5,",600",11,27,6,4,0,7,15,59
Kristine Anigwe,LAS,F-C,17,197,17,1,197,32,53,",604",0,0,0,32,53,",604",14,26,",538",18,45,4,11,7,16,33,78
Alaina Coates,WAS,C,20,197,20,0,197,18,34,",529",0,0,0,18,34,",529",14,26,",538",20,55,9,7,4,12,33,50
Joyner Holmes,NYL,F,19,190,19,0,190,22,72,",306",3,28,",107",19,44,",432",9,12,",750",15,51,13,2,2,13,14,56
Epiphanny Prince,SEA,G,15,190,15,0,190,22,57,",386",9,27,",333",13,30,",433",11,13,",846",1,18,21,6,2,12,22,64
Beatrice Mompremier,CON,F,21,187,21,0,187,20,47,",426",0,0,0,20,47,",426",8,18,",444",32,70,3,5,13,14,28,48
Lauren Cox,IND,F,14,183,14,1,183,18,43,",419",3,6,",500",15,37,",405",11,15,",733",10,46,19,6,4,11,20,50
Erica McCall,TOT,F,20,183,20,0,183,16,45,",356",1,4,",250",15,41,",366",18,22,",818",23,49,3,7,7,9,24,51
Aerial Powers,WAS,G,6,179,6,6,179,32,69,",464",9,26,",346",23,43,",535",25,30,",833",2,29,15,9,0,11,16,98
Sylvia Fowles*,MIN,C,7,168,7,7,168,39,64,",609",0,0,0,39,64,",609",24,29,",828",21,68,6,6,8,8,18,102
Paris Kea,NYL,G,11,165,11,5,165,28,73,",384",13,33,",394",15,40,",375",7,8,",875",5,22,16,7,3,19,12,76
Kaleena Mosqueda-Lewis,CON,F,16,164,16,0,164,19,64,",297",12,47,",255",7,17,",412",4,7,",571",1,21,4,3,1,7,17,54
Kathleen Doyle,IND,G,18,155,18,0,155,10,41,",244",5,21,",238",5,20,",250",2,4,",500",3,15,19,7,0,18,26,27
Astou Ndour-Fall,DAL,C-F,13,151,13,7,151,20,57,",351",6,25,",240",14,32,",438",0,0,0,13,38,6,3,6,6,29,46
Moriah Jefferson,DAL,G,9,148,9,6,148,18,43,",419",2,6,",333",16,37,",432",7,12,",583",8,28,18,7,2,15,17,45
Marie Gulich,LAS,C,12,119,12,1,119,13,26,",500",0,3,",000",13,23,",565",3,3,"1,000",5,18,7,4,3,5,23,29
Sug Sutton,WAS,G,12,113,12,0,113,12,33,",364",5,17,",294",7,16,",438",5,7,",714",0,8,12,1,0,6,11,34
Sydney Colson,CHI,G,17,110,17,0,110,10,22,",455",3,9,",333",7,13,",538",7,8,",875",1,7,14,6,0,14,13,30
Crystal Langhorne,SEA,F-C,13,107,13,0,107,7,17,",412",1,5,",200",6,12,",500",3,6,",500",3,28,6,1,1,11,7,18
Kamiah Smalls,IND,G,7,100,7,0,100,9,20,",450",7,12,",583",2,8,",250",2,2,"1,000",5,8,14,1,1,2,3,27
Stella Johnson,TOT,G,9,100,9,2,100,16,34,",471",9,14,",643",7,20,",350",5,5,"1,000",4,12,12,6,2,4,11,46
Stephanie Mavunga,TOT,F,10,95,10,0,95,13,29,",448",0,5,",000",13,24,",542",9,11,",818",10,33,5,1,2,11,11,35
Theresa Plaisance,CON,F,13,90,13,0,90,11,29,",379",5,17,",294",6,12,",500",5,6,",833",2,13,1,5,3,2,20,32
Kayla Alexander,MIN,C,16,89,16,0,89,16,30,",533",0,0,0,16,30,",533",5,8,",625",9,15,3,2,3,6,14,37
Morgan Tuck,SEA,F,10,88,10,0,88,5,16,",313",2,9,",222",3,7,",429",5,8,",625",2,6,2,5,0,6,12,17
Victoria Vivians,IND,G-F,6,85,6,0,85,10,29,",345",2,11,",182",8,18,",444",7,8,",875",2,14,3,1,0,6,15,29
Sabrina Ionescu,NYL,G,3,80,3,3,80,19,42,",452",7,20,",350",12,22,",545",10,10,"1,000",2,14,12,2,0,13,4,55
Jaylyn Agnew,ATL,F,12,71,12,0,71,4,15,",267",3,13,",231",1,2,",500",4,5,",800",0,5,3,0,0,5,7,15
Reshanda Gray,LAS,F,10,62,10,0,62,4,11,",364",0,0,0,4,11,",364",6,7,",857",6,28,3,1,4,10,10,14
Kalani Brown,ATL,C,10,61,10,0,61,12,23,",522",0,0,0,12,23,",522",6,10,",600",3,12,0,1,1,5,10,30
Alexis Jones,ATL,G,6,53,6,0,53,8,21,",381",7,19,",368",1,2,",500",1,2,",500",0,0,5,3,0,6,3,24
Megan Gustafson,DAL,C,10,48,10,0,48,4,14,",286",0,1,",000",4,13,",308",6,9,",667",6,11,1,0,1,2,9,14
Brittany Brewer,ATL,F,5,33,5,0,33,2,3,",667",0,0,0,2,3,",667",0,0,0,1,5,0,3,4,2,4,4
Cierra Burdick,LVA,F,13,28,13,0,28,2,7,",286",0,0,0,2,7,",286",0,0,0,1,5,2,0,0,1,2,4
Alisia Jenkins,TOT,F,5,28,5,0,28,2,8,",250",0,3,",000",2,5,",400",4,6,",667",0,4,0,0,0,3,3,8
Karima Christmas-Kelly,MIN,F-G,2,25,2,0,25,1,7,",143",0,3,",000",1,4,",250",7,8,",875",1,6,1,3,1,4,2,9
Avery Warley-Talbert,LVA,C,3,24,3,0,24,3,7,",429",0,0,0,3,7,",429",2,3,",667",5,8,3,0,0,2,6,8
Alexis Prince,CHI,F,2,16,2,0,16,3,5,",600",2,3,",667",1,2,",500",0,0,0,2,3,0,0,1,0,1,8
Megan Huff,TOT,F,7,16,7,0,16,0,3,",000",0,1,",000",0,2,",000",0,0,0,2,4,1,0,0,3,3,0
Kaela Davis,ATL,F,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emma Cannon,LVA,F,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2020_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Napheesa Collier,MIN,F,22,752,22,22,"34,2","6,2","11,8",",523","0,9","2,2",",408","5,3","9,6",",550","2,9","3,5",",829","2,8","9,0","3,3","1,8","1,3","2,7","2,7","16,1"
Arike Ogunbowale,DAL,G,22,748,22,22,"34,0","7,9","19,0",",413","2,2","6,5",",336","5,7","12,5",",453","4,9","5,7",",856","0,5","2,8","3,5","1,6","0,0","2,1","2,5","22,8"
Betnijah Laney-Hamilton,ATL,G-F,22,738,22,22,"33,5","6,5","13,5",",481","1,4","3,4",",405","5,1","10,1",",507","2,8","3,4",",827","1,1","4,9","4,0","1,6","0,1","3,0","2,5","17,2"
DeWanna Bonner,CON,G-F,22,732,22,22,"33,3","6,7","16,0",",422","1,2","4,9",",252","5,5","11,1",",496","5,0","5,6",",895","1,5","7,8","3,0","1,7","0,5","2,4","2,1","19,7"
Julie Allemand,IND,G,22,716,22,22,"32,5","2,8","6,1",",455","2,0","4,2",",478","0,8","1,9",",405","1,0","1,4",",733","0,4","4,5","5,8","1,1","0,4","2,6","2,6","8,5"
Kelsey Mitchell,IND,G,22,706,22,22,"32,1","6,3","14,0",",448","2,5","6,5",",389","3,7","7,5",",500","2,8","3,3",",849","0,3","2,2","2,8","0,6","0,1","2,5","2,8","17,9"
A'ja Wilson,LVA,C,22,697,22,22,"31,7","7,5","15,7",",480","0,0","0,0",0,"7,5","15,7",",480","5,4","6,9",",781","1,5","8,5","2,0","1,2","2,0","1,6","2,2","20,5"
Courtney Vandersloot,CHI,G,22,693,22,22,"31,5","4,9","9,9",",491","1,4","3,5",",395","3,5","6,5",",542","2,5","2,9",",889","0,5","3,5","10,0","1,2","0,4","2,5","2,1","13,6"
Alyssa Thomas,CON,F,21,689,21,21,"32,8","5,8","11,6",",500","0,0","0,0",",000","5,8","11,6",",502","3,9","5,6",",686","1,9","9,0","4,8","2,0","0,3","2,5","2,8","15,5"
Kahleah Copper,CHI,G-F,22,688,22,22,"31,3","6,0","12,1",",496","1,0","2,8",",344","5,0","9,3",",541","1,9","2,6",",737","1,0","5,5","2,1","1,0","0,2","2,5","2,4","14,9"
Ariel Atkins,WAS,G,22,682,22,22,"31,0","5,0","11,4",",438","2,0","4,9",",411","3,0","6,5",",458","2,8","3,2",",886","0,8","2,9","2,4","1,8","0,2","1,9","2,6","14,8"
Chelsea Gray,LAS,G,22,679,22,22,"30,9","5,5","12,5",",442","0,8","2,7",",305","4,7","9,9",",479","2,1","2,2",",939","0,7","3,7","5,3","1,5","0,1","2,7","1,7","14,0"
Skylar Diggins,PHO,G,22,675,22,22,"30,7","5,8","12,2",",474","2,1","5,3",",397","3,7","6,9",",533","4,1","4,5",",900","0,5","3,3","4,2","0,9","0,5","3,2","2,3","17,7"
Leilani Mitchell,WAS,G,22,673,22,22,"30,6","3,3","8,1",",408","1,3","4,3",",305","2,0","3,8",",524","1,5","1,8",",872","0,5","2,8","5,4","0,8","0,0","1,7","2,1","9,5"
Candice Dupree,IND,F,22,665,22,22,"30,2","5,3","11,4",",462","0,1","0,8",",167","5,1","10,6",",485","1,9","2,2",",854","1,2","5,7","2,5","0,7","0,4","1,3","1,2","12,5"
Candace Parker,LAS,F-C,22,665,22,22,"30,2","5,6","11,0",",510","0,9","2,2",",396","4,8","8,9",",538","2,6","3,5",",731","1,7","9,7","4,6","1,2","1,2","2,9","2,3","14,7"
Myisha Hines-Allen,WAS,F,22,659,22,22,"30,0","6,8","13,4",",510","1,2","2,8",",426","5,6","10,6",",532","2,2","2,6",",828","1,6","8,9","2,6","1,4","0,2","2,2","2,9","17,0"
Elizabeth Williams,ATL,C-F,22,647,22,22,"29,4","4,0","8,1",",489","0,0","0,0",0,"4,0","8,1",",489","2,2","3,0",",742","2,2","5,7","1,4","0,8","1,4","1,1","2,6","10,1"
Emma Meesseman,WAS,F,20,634,20,20,"31,7","5,5","12,0",",454","0,7","2,3",",289","4,8","9,8",",492","1,5","1,8",",829","1,7","5,3","4,5","1,2","0,8","2,0","1,8","13,0"
Alysha Clark,SEA,F,22,633,22,22,"28,8","3,7","6,7",",558","1,6","3,0",",522","2,1","3,6",",588","0,9","1,1",",800","0,9","4,2","2,7","1,5","0,5","0,9","1,7","10,0"
Allie Quigley,CHI,G,22,631,22,22,"28,7","5,9","13,1",",448","2,1","6,0",",346","3,8","7,0",",535","1,5","1,7",",919","0,3","2,9","2,4","0,6","0,3","1,3","1,4","15,4"
Crystal Dangerfield,MIN,G,21,629,21,19,"30,0","5,9","12,5",",471","1,6","4,9",",333","4,3","7,7",",559","2,8","3,0",",922","0,2","2,0","3,6","0,9","0,0","2,6","1,5","16,2"
Dearica Hamby,LVA,F,22,622,22,0,"28,3","5,0","9,3",",539","0,8","1,7",",474","4,2","7,5",",554","2,2","3,0",",716","1,3","7,1","2,7","1,7","0,2","2,0","2,3","13,0"
Courtney Williams,ATL,G,20,615,20,14,"30,8","6,7","15,4",",436","0,4","1,7",",235","6,3","13,7",",462","0,8","1,2",",696","1,9","7,2","3,2","0,7","0,1","2,7","2,0","14,6"
Jewell Loyd,SEA,G,22,613,22,22,"27,9","5,1","11,5",",443","1,8","4,5",",390","3,3","7,0",",477","3,5","4,0",",875","0,6","2,4","3,2","1,5","0,3","1,9","1,5","15,5"
Brianna Turner,PHO,F-C,22,613,22,22,"27,9","3,0","5,2",",579","0,0","0,0",",000","3,0","5,1",",584","1,2","1,9",",643","2,6","9,0","1,8","1,1","2,0","1,4","3,0","7,2"
Breanna Stewart,SEA,F,20,607,20,20,"30,4","6,7","14,8",",451","1,8","4,8",",368","4,9","10,0",",490","4,7","5,2",",894","1,0","8,3","3,6","1,7","1,3","2,6","2,3","19,7"
Kiah Stokes,NYL,C,22,601,22,22,"27,3","2,3","6,2",",372","0,9","3,9",",235","1,4","2,4",",596","0,2","0,3",",571","1,3","6,7","1,2","0,5","1,2","1,3","2,0","5,7"
Monique Billings,ATL,F,22,596,22,16,"27,1","3,1","7,7",",400","0,0","0,0",0,"3,1","7,7",",400","2,3","3,0",",761","2,6","8,5","1,2","1,1","0,8","1,9","2,8","8,5"
Kayla McBride,LVA,G,22,587,22,22,"26,7","4,1","9,6",",425","1,1","3,3",",342","3,0","6,3",",468","3,2","3,5",",897","0,4","2,3","2,4","1,2","0,1","1,4","1,4","12,5"
Damiris Dantas,MIN,C-F,22,586,22,22,"26,6","4,6","10,0",",464","1,8","4,1",",433","2,9","5,9",",485","1,8","2,5",",727","1,7","6,1","2,6","1,1","0,2","1,8","2,5","12,9"
Kia Nurse,NYL,G,21,578,21,18,"27,5","3,2","11,9",",273","1,5","6,2",",238","1,8","5,7",",311","4,2","4,9",",864","0,5","2,9","2,3","0,5","0,2","2,2","1,8","12,2"
Bridget Carleton,MIN,F,22,568,22,15,"25,8","2,4","4,6",",520","1,0","2,1",",457","1,5","2,5",",571","0,8","1,3",",643","1,0","3,6","2,5","0,7","0,0","1,2","1,8","6,6"
Jackie Young,LVA,G,22,568,22,0,"25,8","4,2","8,6",",492","0,1","0,6",",231","4,1","8,0",",511","2,4","2,8",",852","0,8","4,3","3,0","0,7","0,1","1,6","1,8","11,0"
