===== wnba_2021_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Ruthy Hebard,CHI,F,30,505,30,6,505,73,138,",529",0,2,",000",73,136,",537",27,34,",794",42,132,23,20,20,18,59,173
Moriah Jefferson,DAL,G,29,500,29,28,500,66,147,",449",23,50,",460",43,97,",443",3,5,",600",12,58,72,24,5,40,40,158
Aari McDonald,ATL,G,30,493,30,4,493,56,174,",322",32,104,",308",24,70,",343",45,51,",882",9,49,59,25,5,35,53,189
Kaila Charles,CON,G-F,30,488,30,4,488,49,133,",368",10,33,",303",39,100,",390",21,24,",875",33,84,33,14,11,26,59,129
Stefanie Dolson,CHI,C,24,480,24,15,480,71,146,",486",19,47,",404",52,99,",525",18,19,",947",16,84,30,6,19,30,64,179
Candice Dupree,TOT,F,26,463,26,6,463,74,170,",435",1,7,",143",73,163,",448",18,22,",818",15,78,17,12,5,22,29,167
Myisha Hines-Allen,WAS,F,18,462,18,17,462,89,215,",414",13,41,",317",76,174,",437",41,56,",732",32,126,45,24,11,32,45,232
Ezi Magbegor,SEA,F-C,30,456,30,3,456,81,160,",506",5,9,",556",76,151,",503",33,39,",846",46,116,24,18,28,26,65,200
Diana Taurasi,PHO,G,16,455,16,16,455,70,191,",366",41,121,",339",29,70,",414",62,72,",861",3,71,79,3,9,47,38,243
Jazmine Jones,NYL,G,27,448,27,0,448,53,149,",356",18,47,",383",35,102,",343",35,46,",761",12,66,31,14,10,43,64,159
Kiah Stokes,TOT,C,24,443,24,8,443,16,28,",571",1,2,",500",15,26,",577",4,6,",667",35,130,20,10,16,13,33,37
Shavonte Zellous,WAS,G,28,442,28,5,442,43,114,",377",10,41,",244",33,73,",452",25,31,",806",16,66,44,11,6,23,48,121
Kia Vaughn,PHO,C,28,441,28,2,441,59,133,",444",0,1,",000",59,132,",447",12,20,",600",23,76,36,5,6,36,44,130
Crystal Bradford,ATL,F,24,440,24,9,440,82,191,",429",29,81,",358",53,110,",482",18,39,",462",31,91,36,28,9,23,56,211
Tianna Hawkins,ATL,F,28,433,28,8,433,50,126,",397",16,66,",242",34,60,",567",21,23,",913",14,87,17,11,14,32,62,137
Megan Walker,PHO,F,29,426,29,7,426,46,148,",311",20,75,",267",26,73,",356",19,30,",633",6,39,25,5,8,23,52,131
Satou Sabally,DAL,F,17,423,17,14,423,69,165,",418",18,55,",327",51,110,",464",47,61,",770",27,100,48,4,14,39,54,203
Epiphanny Prince,SEA,G,29,416,29,2,416,58,132,",439",25,50,",500",33,82,",402",26,29,",897",10,47,48,20,6,25,33,167
Bella Alarie,DAL,C-F,31,407,31,11,407,32,64,",500",0,2,",000",32,62,",516",17,20,",850",42,102,16,18,20,18,42,81
Natasha Howard,NYL,F,13,357,13,13,357,87,176,",494",12,36,",333",75,140,",536",24,31,",774",28,94,22,17,7,49,38,210
Erica McCall,WAS,F,23,356,23,6,356,37,74,",500",0,1,",000",37,73,",507",20,32,",625",33,99,13,7,9,20,46,94
Shatori Walker-Kimbrough,TOT,G,17,350,17,13,350,40,78,",513",8,25,",320",32,53,",604",30,35,",857",4,24,16,12,5,20,28,118
DiDi Richards,NYL,G-F,31,346,31,0,346,27,64,",422",10,22,",455",17,42,",405",6,10,",600",9,34,25,17,6,16,24,70
Charli Collier,DAL,C,28,345,28,18,345,40,86,",465",0,0,0,40,86,",465",16,23,",696",31,102,6,4,5,13,51,96
Astou Ndour-Fall,CHI,C-F,20,342,20,8,342,46,116,",397",8,34,",235",38,82,",463",32,34,",941",32,95,8,7,16,17,43,132
Rachel Banham,MIN,G,27,341,27,0,341,51,129,",395",28,75,",373",23,54,",426",5,8,",625",3,33,44,8,4,25,47,135
Bria Holmes,TOT,G,19,318,19,5,318,31,96,",323",8,33,",242",23,63,",365",13,23,",565",20,49,20,15,6,21,21,83
Aerial Powers,MIN,G,14,309,14,7,309,61,143,",427",11,35,",314",50,108,",463",55,60,",917",13,51,29,5,5,41,29,188
Lauren Cox,TOT,F,26,305,26,0,305,25,65,",385",2,8,",250",23,57,",404",16,20,",800",16,77,12,14,16,16,29,68
Emma Cannon,TOT,F,20,295,20,6,295,45,101,",446",7,24,",292",38,77,",494",13,18,",722",25,74,17,5,4,32,42,110
Arella Guirantes,LAS,G,25,291,25,2,291,26,95,",274",6,27,",222",20,68,",294",21,26,",808",6,33,15,8,4,12,26,79
Chennedy Carter,ATL,G,11,280,11,11,280,60,132,",455",1,9,",111",59,123,",480",35,40,",875",5,14,36,8,4,23,33,156
Beatrice Mompremier,CON,F,32,275,32,0,275,26,53,",491",0,0,0,26,53,",491",5,12,",417",28,77,7,12,8,18,44,57
Cheyenne Parker-Tyus,ATL,F,13,270,13,11,270,50,110,",455",10,30,",333",40,80,",500",22,28,",786",13,58,16,15,12,17,28,132
Natalie Achonwa,MIN,F,21,253,21,1,253,26,61,",426",0,1,",000",26,60,",433",25,28,",893",12,45,25,12,5,13,33,77
Shekinna Stricklen,ATL,F,24,236,24,0,236,22,85,",259",14,66,",212",8,19,",421",2,5,",400",2,22,8,10,4,3,26,60
Jessica Shepard,MIN,F,22,231,22,0,231,16,44,",364",1,12,",083",15,32,",469",12,16,",750",24,71,38,3,4,18,20,45
JiSu Park,LVA,C,25,223,25,0,223,17,52,",327",0,4,",000",17,48,",354",15,18,",833",16,46,21,3,16,19,28,49
Dana Evans,TOT,G,29,221,29,0,221,27,79,",342",18,45,",400",9,34,",265",23,26,",885",1,11,30,5,1,17,21,95
DiJonai Carrington,CON,G-F,24,220,24,1,220,27,82,",329",3,21,",143",24,61,",393",11,15,",733",15,47,12,13,3,22,37,68
Leaonna Odom,NYL,F,18,217,18,0,217,21,45,",467",5,17,",294",16,28,",571",9,12,",750",11,21,8,5,5,10,25,56
Reshanda Gray,NYL,F,15,210,15,0,210,34,64,",531",2,9,",222",32,55,",582",18,26,",692",13,53,5,4,4,21,47,88
Karlie Samuelson,TOT,G,14,206,14,3,206,16,44,",364",12,31,",387",4,13,",308",7,9,",778",3,26,11,7,0,8,21,51
Kennedy Burke,SEA,G-F,23,176,23,0,176,25,56,",446",6,18,",333",19,38,",500",10,16,",625",7,19,7,6,3,11,13,66
Kysre Gondrezick,IND,G,19,173,19,0,173,13,46,",283",8,28,",286",5,18,",278",2,4,",500",3,19,18,7,0,17,14,36
Lexie Brown,CHI,G,17,162,17,0,162,10,38,",263",8,33,",242",2,5,",400",0,0,0,0,12,19,7,0,8,11,28
Awak Kuier,DAL,F,16,142,16,0,142,12,39,",308",3,18,",167",9,21,",429",11,14,",786",9,39,9,5,12,16,10,38
Blake Dietrick,ATL,G,9,141,9,0,141,8,27,",296",5,16,",313",3,11,",273",0,0,0,3,14,11,5,1,5,20,21
Kristine Anigwe,TOT,F-C,10,136,10,1,136,12,29,",414",0,0,0,12,29,",414",10,18,",556",11,33,5,5,1,12,28,34
Chiney Ogwumike,LAS,F-C,7,134,7,3,134,20,49,",408",3,4,",750",17,45,",378",6,8,",750",11,29,9,6,3,6,23,49
Destiny Slocum,LVA,G,21,133,21,0,133,7,22,",318",5,15,",333",2,7,",286",3,5,",600",3,19,12,3,1,7,19,22
Aaliyah Wilson,IND,G,14,119,14,0,119,6,26,",231",1,7,",143",5,19,",263",2,4,",500",5,12,8,3,2,9,17,15
Alanna Smith,PHO,F,18,117,18,0,117,8,34,",235",4,21,",190",4,13,",308",1,4,",250",5,24,10,7,6,6,10,21
Megan Gustafson,WAS,C,11,109,11,1,109,19,32,",594",0,2,",000",19,30,",633",6,9,",667",11,40,0,2,1,9,10,44
Bernadett Hatar,IND,C,7,106,7,2,106,14,29,",483",0,0,0,14,29,",483",6,7,",857",7,18,2,3,3,11,18,34
Stephanie Jones,CON,F,18,99,18,0,99,12,29,",414",0,2,",000",12,27,",444",1,2,",500",11,21,3,2,1,3,9,25
Kiara Leslie,WAS,G,9,86,9,0,86,8,24,",333",2,7,",286",6,17,",353",7,8,",875",2,20,2,4,0,4,11,25
Stephanie Watts,CHI,G,6,84,6,0,84,4,19,",211",1,10,",100",3,9,",333",6,8,",750",8,22,3,3,2,8,13,15
Chelsea Dungee,DAL,G,14,64,14,0,64,3,17,",176",2,10,",200",1,7,",143",0,0,0,1,3,1,0,1,2,7,8
Cierra Burdick,TOT,F,14,64,14,0,64,5,11,",455",0,0,0,5,11,",455",3,5,",600",7,20,6,3,3,3,6,13
Elena Delle Donne,WAS,F-G,3,52,3,3,52,13,27,",481",3,5,",600",10,22,",455",12,12,"1,000",3,13,2,0,1,2,2,41
Bria Hartley,PHO,G,6,51,6,0,51,9,16,",563",4,7,",571",5,9,",556",0,0,0,2,4,5,1,0,5,1,22
Chelsey Perry,IND,F,6,40,6,0,40,5,18,",278",2,9,",222",3,9,",333",1,2,",500",0,6,2,3,0,2,7,13
Alyssa Thomas,CON,F,3,37,3,0,37,4,15,",267",0,0,0,4,15,",267",3,4,",750",1,10,4,1,0,3,4,11
Kiana Williams,SEA,G,10,35,10,0,35,1,7,",143",1,6,",167",0,1,",000",1,1,"1,000",0,4,2,1,0,2,3,4
Shyla Heal,CHI,G,4,31,4,0,31,1,8,",125",0,3,",000",1,5,",200",6,6,"1,000",1,3,3,0,0,10,6,8
Stella Johnson,WAS,G,6,31,6,0,31,3,8,",375",2,5,",400",1,3,",333",4,4,"1,000",3,3,2,0,1,5,7,12
Joyner Holmes,TOT,F,5,28,5,0,28,5,10,",500",3,4,",750",2,6,",333",0,0,0,0,4,3,0,1,2,3,13
Brittany Boyd,CHI,G,2,22,2,0,22,1,4,",250",1,2,",500",0,2,",000",1,2,",500",0,2,4,2,0,4,2,4
Jasmine Walker,LAS,F,2,20,2,0,20,0,5,",000",0,4,",000",0,1,",000",0,2,",000",0,1,2,2,1,1,1,0
Natasha Mack,TOT,F-C,4,18,4,0,18,2,3,",667",0,0,0,2,3,",667",2,2,"1,000",1,4,0,0,0,2,2,6
Jillian Alleyne,WAS,C-F,2,8,2,0,8,0,2,",000",0,0,0,0,2,",000",0,0,0,1,4,0,1,0,0,0,0
Haley Gorecki,PHO,G,3,6,3,0,6,0,1,",000",0,1,",000",0,0,0,0,0,0,0,2,0,0,0,1,0,0
Kalani Brown,ATL,C,1,5,1,0,5,1,3,",333",0,0,0,1,3,",333",0,0,0,0,1,0,0,0,0,0,2
Linnae Harper,MIN,G,1,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
Aleah Goodman,CON,G,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Mikiah Herbert Harrigan,SEA,F,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angel McCoughtry,LVA,F-G,1,0,1,0,0,0,1,",000",0,0,0,0,1,",000",0,0,0,0,0,0,0,0,0,0,0


===== wnba_2021_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Courtney Williams,ATL,G,32,1101,32,32,"34,4","7,1","17,1",",418","1,2","3,2",",382","5,9","13,9",",426","1,1","1,7",",642","1,4","6,8","4,0","1,1","0,5","1,8","1,7","16,5"
Betnijah Laney-Hamilton,NYL,G-F,32,1069,32,32,"33,4","6,3","14,1",",451","1,1","3,4",",312","5,3","10,7",",496","3,0","3,8",",787","0,8","4,1","5,2","0,7","0,1","3,7","2,2","16,8"
Kelsey Mitchell,IND,G,32,1059,32,32,"33,1","6,6","15,4",",431","2,2","6,5",",335","4,4","8,8",",502","2,3","2,7",",882","0,7","2,6","2,5","1,1","0,2","2,0","2,3","17,8"
Skylar Diggins,PHO,G,32,1040,32,32,"32,5","5,5","12,3",",450","1,6","4,2",",370","4,0","8,1",",492","5,1","6,2",",818","0,5","3,2","5,3","1,1","0,8","2,6","2,2","17,7"
DeWanna Bonner,CON,G-F,32,1022,32,32,"31,9","5,0","12,6",",395","1,4","4,3",",317","3,6","8,3",",436","3,9","4,3",",892","0,7","6,4","3,5","1,3","0,7","2,2","1,6","15,2"
A'ja Wilson,LVA,C,32,1021,32,32,"31,9","6,5","14,6",",444","0,0","0,0","1,000","6,4","14,5",",443","5,3","6,0",",876","2,0","9,3","3,1","0,9","1,3","1,4","1,5","18,3"
Jackie Young,LVA,G,32,1016,32,32,"31,8","4,8","9,6",",507","0,2","0,6",",250","4,7","8,9",",524","2,3","2,8",",833","0,6","4,1","3,2","1,1","0,3","1,5","1,8","12,2"
Kayla McBride,MIN,G,32,1010,32,32,"31,6","4,5","10,3",",433","1,9","5,0",",379","2,6","5,3",",485","2,8","3,1",",910","0,3","3,6","2,3","0,8","0,2","1,1","1,8","13,7"
Napheesa Collier,MIN,F,29,1003,29,29,"34,6","6,0","13,7",",441","0,7","2,9",",253","5,3","10,8",",490","3,4","3,9",",860","1,7","6,6","3,2","1,3","1,3","2,3","2,8","16,2"
Arike Ogunbowale,DAL,G,32,1003,32,32,"31,3","6,2","16,3",",383","2,5","6,7",",376","3,7","9,6",",388","3,8","4,4",",864","0,7","3,2","3,3","1,1","0,0","2,1","2,3","18,7"
Brianna Turner,PHO,F-C,32,994,32,32,"31,1","3,4","6,1",",554","0,0","0,0",",000","3,4","6,1",",557","1,0","1,4",",717","2,4","9,4","1,8","0,8","1,3","1,5","2,2","7,8"
Kahleah Copper,CHI,G-F,32,986,32,32,"30,8","5,4","11,8",",459","0,8","2,7",",306","4,6","9,1",",503","2,8","3,4",",818","1,2","4,2","1,8","0,8","0,3","1,9","3,0","14,4"
Brittney Griner,PHO,C,30,983,30,30,"32,8","8,3","14,4",",575","0,1","0,3",",444","8,1","14,1",",578","3,8","4,5",",846","2,4","9,5","2,7","0,4","1,9","2,2","2,4","20,5"
Brionna Jones,CON,F,32,980,32,32,"30,6","6,1","10,6",",571","0,0","0,1",",000","6,1","10,5",",576","2,6","3,2",",796","3,2","7,3","1,8","1,4","0,5","2,2","3,0","14,7"
Courtney Vandersloot,CHI,G,32,977,32,32,"30,5","4,0","9,3",",433","1,1","3,3",",346","2,9","6,1",",479","1,3","1,5",",857","0,5","3,4","8,6","1,7","0,4","3,0","2,1","10,5"
Erica Wheeler,LAS,G,32,967,32,32,"30,2","5,0","12,0",",417","1,0","2,9",",359","4,0","9,1",",435","2,5","3,1",",827","0,5","3,1","4,8","1,3","0,3","2,7","2,7","13,6"
Jewell Loyd,SEA,G,31,962,31,31,"31,0","6,2","14,8",",420","2,1","5,6",",376","4,1","9,2",",448","3,4","3,8",",889","0,8","4,0","3,8","1,5","0,2","2,3","2,1","17,9"
Brittney Sykes,LAS,G,32,939,32,20,"29,3","3,6","8,9",",405","0,3","1,3",",262","3,3","7,6",",430","1,9","2,5",",772","1,2","4,6","2,2","1,8","0,5","1,4","2,5","9,4"
Sylvia Fowles*,MIN,C,31,934,31,31,"30,1","6,7","10,5",",640","0,0","0,0",0,"6,7","10,5",",640","2,6","3,4",",755","2,1","10,1","1,4","1,8","1,8","2,3","2,5","16,0"
Breanna Stewart,SEA,F,28,934,28,28,"33,4","6,9","15,8",",439","1,7","5,1",",336","5,2","10,7",",488","4,8","5,6",",847","1,2","9,6","2,7","1,2","1,7","1,6","1,8","20,3"
Chelsea Gray,LVA,G,32,926,32,32,"28,9","4,6","10,2",",454","0,8","2,2",",380","3,8","8,0",",475","1,0","1,1",",889","0,5","2,9","5,9","1,2","0,3","2,8","1,3","11,1"
Ariel Atkins,WAS,G,30,918,30,30,"30,6","5,4","13,2",",407","2,2","6,1",",359","3,2","7,1",",448","3,3","3,9",",831","1,1","2,8","2,6","1,6","0,5","2,0","3,2","16,2"
Tina Charles,WAS,C,27,900,27,27,"33,3","8,8","19,6",",449","1,9","5,1",",365","7,0","14,6",",478","3,9","4,7",",820","2,7","9,6","2,1","0,9","0,9","2,2","2,3","23,4"
Sabrina Ionescu,NYL,G,30,899,30,26,"30,0","3,8","9,9",",379","1,8","5,5",",325","2,0","4,4",",447","2,4","2,6",",911","0,7","5,7","6,1","0,6","0,5","3,2","1,8","11,7"
Jasmine Thomas,CON,G,30,887,30,30,"29,6","3,8","9,8",",386","1,4","3,5",",400","2,4","6,3",",378","1,6","1,9",",875","0,4","2,4","4,1","1,3","0,2","2,2","1,8","10,6"
Briann January,CON,G,29,877,29,29,"30,2","2,4","5,8",",425","0,9","2,4",",380","1,5","3,3",",458","1,1","1,3",",868","0,3","1,4","3,1","0,9","0,1","1,8","2,0","7,0"
Diamond DeShields,CHI,G,32,860,32,22,"26,9","3,8","9,8",",393","0,8","2,5",",300","3,1","7,3",",425","2,8","3,5",",820","0,4","3,5","2,3","1,2","0,4","1,9","3,2","11,3"
