===== wnba_2016_totals.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Brittney Griner,PHO,C,34,992,34,34,992,178,325,",548",0,0,0,178,325,",548",138,166,",831",47,222,35,13,107,70,124,494
Angel McCoughtry,ATL,F-G,33,989,33,32,989,223,514,",434",26,86,",302",197,428,",460",171,217,",788",37,187,92,52,23,96,79,643
Diana Taurasi,PHO,G,33,984,33,33,984,180,455,",396",89,254,",350",91,201,",453",140,154,",909",6,99,128,31,4,86,99,589
Alex Bentley,CON,G,34,979,34,34,979,169,439,",385",48,168,",286",121,271,",446",51,65,",785",10,63,85,30,3,49,84,437
Sylvia Fowles*,MIN,C,34,969,34,34,969,182,306,",595",0,0,0,182,306,",595",109,152,",717",84,290,42,45,61,63,101,473
Layshia Clarendon,ATL,G,34,959,34,32,959,124,266,",466",18,52,",346",106,214,",495",88,115,",765",43,147,118,25,3,75,79,354
Tayler Hill,WAS,G,32,937,32,32,937,139,399,",348",60,171,",351",79,228,",346",155,187,",829",13,84,93,35,4,40,66,493
Candice Dupree,PHO,F,32,930,32,32,930,152,281,",541",0,1,",000",152,280,",543",57,72,",792",39,171,61,26,5,34,58,361
Elena Delle Donne,CHI,F-G,28,927,28,28,927,214,441,",485",43,101,",426",171,340,",503",130,139,",935",48,197,53,16,43,35,64,601
Alysha Clark,SEA,F,33,911,33,32,911,105,217,",484",36,93,",387",69,124,",556",50,59,",847",40,121,64,24,2,44,87,296
Cappie Pondexter,CHI,G,33,905,33,29,905,163,380,",429",17,47,",362",146,333,",438",82,93,",882",13,94,90,31,3,48,56,425
Erlana Larkins,IND,F,33,880,33,33,880,106,166,",639",0,0,0,106,166,",639",61,69,",884",76,244,68,30,15,54,80,273
Monique Currie,SAS,F,34,868,34,34,868,125,324,",386",25,78,",321",100,246,",407",90,98,",918",36,148,73,27,13,61,89,365
Tamika Catchings*,IND,F,34,844,34,34,844,146,337,",433",35,100,",350",111,237,",468",106,123,",862",40,163,66,62,10,42,70,433
Crystal Langhorne,SEA,F-C,33,843,33,33,843,126,200,",630",1,1,"1,000",125,199,",628",60,79,",759",43,182,47,23,10,52,61,313
Alyssa Thomas,CON,F,31,840,31,31,840,130,267,",487",0,0,0,130,267,",487",83,131,",634",62,187,70,44,6,75,81,343
Courtney Paris,DAL,C,34,827,34,32,827,119,217,",548",0,1,",000",119,216,",551",25,45,",556",94,271,38,14,29,27,111,263
Tamera Young,CHI,F,32,824,32,20,824,112,249,",450",0,2,",000",112,247,",453",49,62,",790",44,145,46,24,4,35,84,273
Briann January,IND,G,29,816,29,27,816,87,217,",401",29,74,",392",58,143,",406",77,88,",875",18,52,136,36,3,51,79,280
Rebekkah Brunson,MIN,F,33,812,33,33,812,92,193,",477",0,1,",000",92,192,",479",60,70,",857",73,240,58,30,9,28,84,244
Camille Smith,CON,F,33,812,33,29,812,96,250,",384",29,90,",322",67,160,",419",36,57,",632",25,98,66,38,9,56,92,257
Erica Wheeler,IND,G,34,811,34,25,811,114,273,",418",17,57,",298",97,216,",449",40,48,",833",18,72,95,23,1,68,88,285
Chiney Ogwumike,CON,F-C,33,801,33,18,801,158,269,",587",0,0,0,158,269,",587",100,139,",719",88,221,22,33,33,48,120,416
Essence Carson,LAS,G,34,791,34,34,791,102,227,",449",23,64,",359",79,163,",485",49,55,",891",12,68,52,37,8,42,46,276
Jayne Appel-Marinelli,SAS,C,34,786,34,34,786,51,119,",429",0,4,",000",51,115,",443",36,49,",735",41,184,72,30,35,54,113,138
Lindsay Whalen*,MIN,G,32,786,32,32,786,123,240,",513",3,11,",273",120,229,",524",66,74,",892",15,83,123,19,0,46,50,315
Marissa Coleman,IND,G-F,32,781,32,21,781,85,246,",346",33,123,",268",52,123,",423",64,85,",753",23,105,63,29,9,56,67,267
Tierra Ruffin-Pratt,WAS,G,32,781,32,31,781,73,198,",369",16,50,",320",57,148,",385",71,95,",747",36,144,84,32,8,49,79,233
Shavonte Zellous,NYL,G,33,770,33,1,770,91,226,",403",5,26,",192",86,200,",430",103,121,",851",18,81,73,29,6,44,64,290
Seimone Augustus*,MIN,G-F,29,765,29,29,765,138,300,",460",13,39,",333",125,261,",479",37,46,",804",14,84,71,15,11,55,43,326
Skylar Diggins,DAL,G,27,765,27,25,765,113,290,",390",23,77,",299",90,213,",423",104,132,",788",12,51,91,29,8,63,53,353
Stefanie Dolson,WAS,C,34,765,34,31,765,119,247,",482",9,30,",300",110,217,",507",70,83,",843",48,159,38,13,32,39,88,317
Natasha Cloud,WAS,G,31,753,31,28,753,56,161,",348",23,68,",338",33,93,",355",43,57,",754",5,94,118,24,3,43,65,178
Courtney Vandersloot,CHI,G,30,728,30,21,728,96,229,",419",26,74,",351",70,155,",452",66,73,",904",13,80,141,41,4,47,60,284
Plenette Pierson,DAL,F,27,718,27,27,718,116,300,",387",30,89,",337",86,211,",408",58,70,",829",36,123,53,22,10,48,96,320
Jia Perkins,MIN,G,34,705,34,5,705,83,227,",366",13,57,",228",70,170,",412",40,48,",833",21,90,45,31,7,23,47,219
Bria Holmes,ATL,G,33,702,33,10,702,91,209,",435",17,62,",274",74,147,",503",48,62,",774",24,85,41,30,5,39,26,247
Tiffany Mitchell,IND,G,34,681,34,8,681,87,241,",361",25,85,",294",62,156,",397",92,101,",911",15,58,48,30,3,55,85,291
Kia Vaughn,WAS,C,34,672,34,4,672,97,193,",503",0,0,0,97,193,",503",21,28,",750",41,147,21,20,18,32,49,215
Tanisha Wright,NYL,G,29,668,29,28,668,79,197,",401",4,17,",235",75,180,",417",33,46,",717",23,67,104,26,5,67,69,195
Jantel Lavender,LAS,F,34,659,34,0,659,150,279,",538",0,1,",000",150,278,",540",28,41,",683",37,124,44,10,17,40,42,328
Renee Montgomery,MIN,G,34,656,34,2,656,87,219,",397",27,84,",321",60,135,",444",53,64,",828",6,31,94,33,2,59,47,254
Jamierra Faulkner,CHI,G,34,655,34,14,655,102,240,",425",22,66,",333",80,174,",460",40,52,",769",10,50,156,36,4,70,60,266
Brittany Boyd,NYL,G,33,651,33,9,651,75,208,",361",6,36,",167",69,172,",401",59,81,",728",17,83,119,52,3,65,82,215
Shenise Johnson,IND,G,29,651,29,10,651,98,239,",410",28,78,",359",70,161,",435",60,64,",938",27,102,60,35,10,48,52,284
Kiah Stokes,NYL,C,27,650,27,0,650,75,117,",641",0,0,0,75,117,",641",37,59,",627",63,201,20,18,38,30,77,187
Penny Taylor,PHO,F,25,643,25,25,643,102,209,",488",40,101,",396",62,108,",574",68,75,",907",10,94,89,38,11,42,53,312
Dearica Hamby,SAS,F,25,633,25,25,633,81,192,",422",2,14,",143",79,178,",444",60,83,",723",36,127,25,13,12,41,58,224
Aerial Powers,DAL,G,32,614,32,2,614,100,254,",394",32,87,",368",68,167,",407",101,121,",835",27,87,35,33,7,51,74,333
Swin Cash*,NYL,F,31,604,31,23,604,61,161,",379",1,8,",125",60,153,",392",41,60,",683",38,105,43,23,14,41,54,164
Allie Quigley,CHI,G,34,604,34,0,604,129,274,",471",30,82,",366",99,192,",516",34,38,",895",4,29,56,17,5,37,35,322
Carolyn Swords,NYL,C,34,596,34,34,596,76,133,",571",0,0,0,76,133,",571",24,35,",686",55,157,23,7,21,33,73,176
Haley Peters,SAS,F-G,34,594,34,0,594,75,215,",349",18,72,",250",57,143,",399",28,37,",757",16,78,27,12,7,28,64,196
Imani McGee-Stafford,CHI,C,31,587,31,16,587,87,157,",554",0,0,0,87,157,",554",33,50,",660",54,175,18,19,42,28,94,207
Jessica Breland,CHI,F,34,585,34,16,585,87,176,",494",0,0,0,87,176,",494",31,39,",795",44,151,24,17,37,36,75,205
Sydney Colson,SAS,G,34,573,34,0,573,59,137,",431",5,26,",192",54,111,",486",49,59,",831",14,55,87,38,1,51,62,172
Sancho Lyttle,ATL,F,19,571,19,18,571,62,149,",416",2,9,",222",60,140,",429",19,25,",760",42,149,35,39,19,23,43,145
Lynetta Kizer,IND,F,33,569,33,12,569,139,250,",556",0,1,",000",139,249,",558",40,50,",800",35,106,20,25,10,35,81,318
Chelsea Gray,LAS,G,33,540,33,1,540,71,157,",452",14,46,",304",57,111,",514",39,50,",780",8,58,71,16,4,40,38,195
Kelsey Bone,TOT,C,34,528,34,13,528,87,208,",418",4,17,",235",83,191,",435",31,46,",674",33,125,29,13,4,51,77,209
Kayla McBride,SAS,G,17,523,17,17,523,102,278,",367",29,95,",305",73,183,",399",58,68,",853",13,68,33,18,2,34,22,291
Erika de Souza,CHI,F-C,31,516,31,18,516,77,149,",517",0,0,0,77,149,",517",27,36,",750",61,161,20,17,22,22,63,181
Glory Johnson,DAL,F,18,502,18,6,502,72,163,",442",4,14,",286",68,149,",456",55,73,",753",48,161,23,17,11,26,39,203
Natasha Howard,MIN,F,34,495,34,1,495,93,162,",574",1,5,",200",92,157,",586",42,62,",677",41,121,28,23,27,37,99,229
Kayla Alexander,SAS,C,25,489,25,0,489,77,141,",546",0,0,0,77,141,",546",46,61,",754",47,113,13,11,13,28,55,200
Kahleah Copper,WAS,G-F,30,487,30,3,487,65,156,",417",14,30,",467",51,126,",405",43,63,",683",13,92,23,15,2,33,54,187
Jonquel Jones,CON,C,34,479,34,6,479,85,160,",531",11,33,",333",74,127,",583",51,69,",739",61,126,22,22,38,25,72,232
Erin Phillips,DAL,G,32,466,32,12,466,49,112,",438",23,60,",383",26,52,",500",29,32,",906",15,37,38,5,3,25,32,150
Sonja Petrovic,PHO,F,31,459,31,13,459,51,121,",421",11,32,",344",40,89,",449",45,47,",957",25,69,20,18,7,30,68,158
Ivory Latta,WAS,G,22,458,22,2,458,55,166,",331",32,105,",305",23,61,",377",40,44,",909",9,37,42,8,1,31,34,182
Astou Ndour-Fall,SAS,C-F,30,446,30,9,446,65,164,",396",21,61,",344",44,103,",427",29,35,",829",25,95,12,13,26,16,48,180
Lindsey Harding,TOT,G,26,443,26,3,443,38,106,",358",2,8,",250",36,98,",367",22,25,",880",4,50,62,12,2,25,34,100
Devereaux Peters,IND,F,30,440,30,0,440,73,133,",549",1,3,",333",72,130,",554",10,18,",556",20,91,22,12,18,18,60,157
Mistie Bass,PHO,F,33,434,33,1,434,37,80,",463",0,0,0,37,80,",463",22,27,",815",28,64,25,16,11,20,49,96
Morgan Tuck,CON,F,26,433,26,3,433,67,162,",414",17,56,",304",50,106,",472",32,45,",711",23,74,29,10,2,25,25,183
Janel McCarville,MIN,F-C,33,417,33,0,417,48,105,",457",2,11,",182",46,94,",489",12,20,",600",22,84,53,21,11,23,52,110
Noelle Quinn,TOT,G,33,407,33,0,407,22,81,",272",2,22,",091",20,59,",339",11,12,",917",2,47,50,14,5,29,36,57
Bria Hartley,WAS,G,24,406,24,5,406,50,133,",376",21,58,",362",29,75,",387",36,45,",800",9,47,54,10,0,35,44,157
Ramu Tokashiki,SEA,F,31,404,31,1,404,60,127,",472",0,1,",000",60,126,",476",45,55,",818",28,76,9,15,4,25,83,165
Kaleena Mosqueda-Lewis,SEA,F,32,395,32,0,395,59,151,",391",35,99,",354",24,52,",462",14,18,",778",8,26,26,5,2,26,47,167
Amanda Zahui B.,NYL,C,33,374,33,1,374,57,127,",449",3,16,",188",54,111,",486",48,61,",787",42,104,12,11,22,37,69,165
Alex Montgomery,SAS,G-F,25,357,25,7,357,35,98,",357",10,32,",313",25,66,",379",9,12,",750",15,53,39,10,4,20,37,89
Jazmon Gwathmey,SAS,G,22,351,22,10,351,27,78,",346",9,27,",333",18,51,",353",10,13,",769",9,38,16,8,8,11,37,73
Courtney Williams,TOT,G,25,351,25,0,351,68,166,",410",8,27,",296",60,139,",432",12,21,",571",28,76,30,12,3,21,30,156
Matee Ajavon,ATL,G,32,338,32,2,338,36,118,",305",3,13,",231",33,105,",314",30,40,",750",19,52,38,12,8,33,52,105
Theresa Plaisance,DAL,F,27,320,27,1,320,43,108,",398",15,45,",333",28,63,",444",7,11,",636",22,67,8,7,11,19,61,108
Kelly Faris,CON,G,31,317,31,0,317,21,53,",396",5,20,",250",16,33,",485",14,15,",933",12,38,22,22,4,29,45,61
Cheyenne Parker-Tyus,CHI,F,25,315,25,7,315,42,83,",506",0,1,",000",42,82,",512",17,32,",531",35,81,6,12,5,19,42,101
Shekinna Stricklen,CON,F,28,306,28,0,306,38,104,",365",27,77,",351",11,27,",407",9,14,",643",9,38,15,12,2,4,20,112
Marta Xargay,PHO,G,15,296,15,6,296,30,75,",400",13,39,",333",17,36,",472",12,17,",706",10,26,41,17,3,27,55,85
Carla Cortijo,ATL,G,27,294,27,1,294,45,127,",354",13,45,",289",32,82,",390",25,32,",781",4,42,43,8,1,28,32,128
Jordan Hooper,DAL,F,32,291,32,1,291,42,112,",375",28,82,",341",14,30,",467",7,8,",875",8,37,5,6,2,16,31,119
Rachel Hollivay,ATL,C,32,284,32,1,284,12,38,",316",0,0,0,12,38,",316",15,32,",469",20,66,4,3,13,11,51,39
Rebecca Allen,NYL,F-G,21,280,21,6,280,45,98,",459",17,30,",567",28,68,",412",13,15,",867",12,35,11,9,11,13,35,120
Reshanda Gray,ATL,F,28,269,28,5,269,38,73,",521",0,1,",000",38,72,",528",20,36,",556",24,71,4,4,4,18,63,96
Tianna Hawkins,WAS,F,24,252,24,0,252,42,85,",494",11,22,",500",31,63,",492",18,21,",857",24,59,10,5,4,23,52,113
Jenna O'Hea,SEA,F,22,252,22,2,252,23,66,",348",12,38,",316",11,28,",393",9,10,",900",8,28,19,8,3,15,17,67
Evgeniya Belyakova,LAS,F,21,238,21,0,238,16,54,",296",5,28,",179",11,26,",423",7,16,",438",2,15,15,13,1,8,24,44
Ana Dabovic,LAS,G,22,236,22,0,236,20,54,",370",3,19,",158",17,35,",486",22,29,",759",6,17,29,13,0,19,37,65
Markeisha Gatling,TOT,C,27,232,27,2,232,26,55,",473",0,0,0,26,55,",473",15,16,",938",21,47,8,5,8,20,50,67
Alex Harden,PHO,G,28,210,28,1,210,18,40,",450",3,12,",250",15,28,",536",1,2,",500",10,22,13,12,4,9,20,40
Natalie Achonwa,IND,F,24,195,24,0,195,36,66,",545",0,0,0,36,66,",545",14,20,",700",16,47,6,10,1,12,27,86
Isabelle Harrison,PHO,F,26,194,26,1,194,32,61,",525",0,0,0,32,61,",525",17,25,",680",17,47,1,11,2,18,36,81
Clarissa Dos Santos,CHI,C,20,187,20,0,187,20,59,",339",0,1,",000",20,58,",345",17,20,",850",19,44,9,5,4,10,31,57
Keisha Hampton,MIN,F,27,183,27,0,183,19,57,",333",12,36,",333",7,21,",333",20,23,",870",5,10,10,8,3,10,24,70
Ally Malott,WAS,F,23,179,23,0,179,15,49,",306",10,32,",313",5,17,",294",9,11,",818",6,26,10,6,3,12,13,49
Krystal Thomas,SEA,C,19,177,19,0,177,11,19,",579",0,0,0,11,19,",579",5,7,",714",19,43,2,4,13,9,39,27
Rachel Banham,CON,G,15,164,15,0,164,20,49,",408",13,37,",351",7,12,",583",2,3,",667",1,11,14,8,1,8,19,55
Leilani Mitchell,WAS,G,10,161,10,0,161,20,46,",435",11,31,",355",9,15,",600",8,10,",800",3,17,19,1,0,13,17,59
Vicki Baugh,SAS,F-C,11,148,11,0,148,19,33,",576",0,0,0,19,33,",576",6,9,",667",16,41,3,4,3,14,25,44
Meighan Simmons,ATL,G,25,148,25,0,148,26,90,",289",16,56,",286",10,34,",294",10,12,",833",1,10,8,2,3,10,17,78
Ruth Hamblin,DAL,C,20,130,20,0,130,8,32,",250",0,0,0,8,32,",250",5,7,",714",9,29,4,2,9,4,13,21
Brianna Kiesel,DAL,G,14,103,14,0,103,4,23,",174",1,6,",167",3,17,",176",3,4,",750",1,6,18,5,0,10,15,12
Monica Wright,SEA,G,16,98,16,0,98,8,26,",308",1,10,",100",7,16,",438",3,5,",600",1,8,11,7,1,14,15,20
Ann Wauters,LAS,C,21,97,21,1,97,12,22,",545",0,0,0,12,22,",545",6,8,",750",4,23,9,4,2,7,12,30
Epiphanny Prince,NYL,G,6,83,6,0,83,10,25,",400",4,11,",364",6,14,",429",7,7,"1,000",1,9,4,2,0,2,8,31
Jelena Dubljevic,LAS,F,15,79,15,0,79,9,22,",409",1,3,",333",8,19,",421",3,3,"1,000",2,13,7,1,1,7,10,22
Brene Moseley,IND,G,8,77,8,0,77,6,23,",261",1,5,",200",5,18,",278",2,5,",400",1,3,9,4,0,16,6,15
Shoni Schimmel,NYL,G,17,77,17,0,77,11,20,",550",9,16,",563",2,4,",500",4,5,",800",0,8,10,3,1,7,4,35
LaToya Sanders,WAS,F-C,4,69,4,0,69,9,18,",500",0,0,0,9,18,",500",11,13,",846",4,12,1,3,10,3,12,29
Abby Bishop,SEA,F,13,67,13,0,67,4,11,",364",1,6,",167",3,5,",600",3,4,",750",0,6,8,1,1,1,17,12
Tiffany Bias,DAL,G,10,64,10,0,64,8,23,",348",3,11,",273",5,12,",417",10,12,",833",1,5,6,2,0,11,5,29
Anna Cruz,MIN,G,6,60,6,0,60,5,11,",455",1,1,"1,000",4,10,",400",6,6,"1,000",1,6,12,2,0,2,8,17
Maggie Lucas,IND,G,4,55,4,0,55,11,21,",524",2,10,",200",9,11,",818",7,7,"1,000",1,8,3,2,0,5,8,31
Aneika Henry-Morello,CON,F-C,10,50,10,2,50,5,13,",385",0,0,0,5,13,",385",2,5,",400",4,14,2,1,1,6,8,12
Jeanette Pohlen-Mavunga,IND,G,12,49,12,0,49,6,11,",545",3,6,",500",3,5,",600",1,1,"1,000",0,1,5,0,0,2,5,16
Frida Eldebrink,SAS,G,8,44,8,0,44,1,8,",125",0,6,",000",1,2,",500",1,2,",500",1,3,7,1,0,4,2,3
Betnijah Laney-Hamilton,CHI,G-F,8,42,8,1,42,2,12,",167",0,1,",000",2,11,",182",4,4,"1,000",1,5,1,1,0,2,6,8
Bashaara Graves,MIN,F,12,41,12,0,41,2,7,",286",0,0,0,2,7,",286",0,0,0,3,4,2,0,0,3,4,4
Whitney Knight,TOT,G,10,38,10,0,38,2,15,",133",2,11,",182",0,4,",000",0,0,0,1,5,2,2,2,2,5,6
Sandrine Gruda,LAS,F-C,7,37,7,0,37,3,9,",333",0,0,0,3,9,",333",1,1,"1,000",2,4,2,1,1,1,6,7
Cierra Burdick,ATL,F,8,29,8,0,29,1,8,",125",0,0,0,1,8,",125",1,2,",500",3,4,0,0,0,2,6,3
Jamie Weisner,WAS,G,7,25,7,0,25,4,9,",444",2,4,",500",2,5,",400",2,2,"1,000",1,3,2,0,0,3,5,12
Adut Bulgak,NYL,C,7,23,7,0,23,5,11,",455",1,2,",500",4,9,",444",3,4,",750",3,9,0,0,0,1,3,14
Nirra Fields,PHO,G,4,17,4,0,17,1,7,",143",0,1,",000",1,6,",167",1,2,",500",0,0,0,0,0,2,2,3
Asia Taylor,CON,F,4,17,4,0,17,3,5,",600",0,0,0,3,5,",600",6,7,",857",2,4,3,0,0,1,3,12
Avery Warley-Talbert,TOT,C,3,15,3,0,15,0,3,",000",0,0,0,0,3,",000",0,0,0,1,3,1,0,1,1,2,0
Blake Dietrick,TOT,G,3,14,3,0,14,1,2,",500",0,1,",000",1,1,"1,000",2,2,"1,000",0,3,0,0,0,1,1,4
Zoi Dimitrakou,WAS,F,2,11,2,0,11,1,3,",333",1,2,",500",0,1,",000",0,0,0,0,1,1,0,0,1,3,3
Ameryst Alston,NYL,G,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


===== wnba_2016_per_game.txt =====
Player,Team,Pos,G,MP,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
Breanna Stewart,SEA,F,34,1179,34,34,"34,7","6,1","13,4",",457","1,3","3,9",",338","4,8","9,5",",506","4,7","5,6",",833","1,2","9,3","3,4","1,2","1,9","2,4","2,4","18,3"
Elizabeth Williams,ATL,C-F,34,1179,34,34,"34,7","4,6","10,4",",442","0,0","0,0",",000","4,6","10,4",",444","2,7","3,9",",692","3,1","8,1","1,2","0,8","2,3","1,2","3,1","11,9"
Jasmine Thomas,CON,G,34,1091,34,34,"32,1","4,4","10,8",",408","0,9","3,0",",297","3,5","7,9",",449","2,0","2,3",",861","0,7","4,1","5,1","1,3","0,4","2,5","2,6","11,7"
Tina Charles,NYL,C,32,1077,32,32,"33,7","8,5","19,4",",439","0,5","1,5",",347","8,0","17,9",",447","3,9","4,8",",812","2,3","9,9","3,8","0,8","0,8","2,0","1,5","21,5"
Sue Bird*,SEA,G,34,1076,34,34,"31,6","4,7","10,5",",449","2,1","4,8",",444","2,6","5,7",",454","1,3","1,6",",786","0,2","2,9","5,8","1,0","0,2","2,5","1,4","12,8"
Karima Christmas-Kelly,DAL,F-G,34,1075,34,34,"31,6","3,8","9,4",",400","1,1","3,5",",317","2,6","5,9",",450","3,8","4,8",",796","2,4","5,9","2,1","1,2","0,7","1,5","2,7","12,4"
Jewell Loyd,SEA,G,34,1075,34,34,"31,6","5,7","13,3",",431","1,2","3,9",",303","4,6","9,4",",484","3,9","4,3",",891","1,0","3,4","3,4","1,2","0,3","2,2","1,7","16,5"
Odyssey Sims,DAL,G,34,1074,34,30,"31,6","4,5","12,7",",353","1,2","4,4",",280","3,3","8,3",",392","3,8","4,3",",883","0,6","2,5","3,9","1,1","0,2","2,5","2,3","14,0"
DeWanna Bonner,PHO,G-F,34,1064,34,24,"31,3","4,5","10,7",",424","1,5","4,5",",329","3,1","6,2",",493","3,9","4,9",",798","1,2","5,4","2,4","1,3","0,6","1,6","1,6","14,5"
Kristi Toliver,LAS,G,33,1060,33,33,"32,1","4,3","10,1",",426","2,5","5,8",",424","1,8","4,3",",430","2,2","2,5",",889","0,4","2,6","3,7","0,8","0,1","1,4","1,8","13,2"
Candace Parker,LAS,F-C,34,1046,34,34,"30,8","5,6","12,6",",442","1,2","3,2",",382","4,4","9,4",",463","2,9","4,1",",707","1,0","7,4","4,9","1,4","1,0","2,9","2,2","15,3"
Nneka Ogwumike,LAS,F,33,1043,33,33,"31,6","7,4","11,1",",665","0,5","0,8",",615","6,9","10,3",",669","4,4","5,1",",869","2,3","9,1","3,1","1,3","1,2","2,1","3,4","19,7"
Moriah Jefferson,SAS,G,34,1034,34,34,"30,4","5,4","12,8",",426","1,0","2,6",",375","4,5","10,2",",439","2,0","2,6",",775","0,4","2,1","4,2","1,6","0,1","1,7","2,1","13,9"
Tiffany Hayes,ATL,G,33,1016,33,33,"30,8","4,6","10,5",",441","1,0","3,5",",274","3,7","7,0",",526","4,7","5,9",",804","1,0","3,4","2,4","1,2","0,2","1,8","2,8","15,0"
Maya Moore*,MIN,F,34,1009,34,34,"29,7","6,6","14,6",",448","1,9","4,7",",404","4,6","9,9",",469","4,3","4,9",",868","1,3","5,1","4,2","1,6","0,7","2,3","2,6","19,3"
Sugar Rodgers,NYL,G,33,1008,33,33,"30,5","4,7","11,7",",405","2,6","6,3",",413","2,1","5,4",",395","2,4","2,9",",842","0,4","3,7","2,4","1,1","0,5","1,8","2,6","14,5"
Alana Beard,LAS,G-F,34,997,34,34,"29,3","2,9","6,3",",467","0,4","1,1",",342","2,6","5,2",",494","0,8","1,1",",692","0,9","3,3","2,1","1,7","0,6","1,3","2,8","7,1"
Emma Meesseman,WAS,F,34,996,34,34,"29,3","6,2","11,6",",533","0,9","2,0",",448","5,3","9,6",",550","2,0","2,5",",800","2,0","5,6","2,3","1,2","0,7","1,3","2,6","15,2"
Brittney Griner,PHO,C,34,992,34,34,"29,2","5,2","9,6",",548","0,0","0,0",0,"5,2","9,6",",548","4,1","4,9",",831","1,4","6,5","1,0","0,4","3,1","2,1","3,6","14,5"
Angel McCoughtry,ATL,F-G,33,989,33,32,"30,0","6,8","15,6",",434","0,8","2,6",",302","6,0","13,0",",460","5,2","6,6",",788","1,1","5,7","2,8","1,6","0,7","2,9","2,4","19,5"
Diana Taurasi,PHO,G,33,984,33,33,"29,8","5,5","13,8",",396","2,7","7,7",",350","2,8","6,1",",453","4,2","4,7",",909","0,2","3,0","3,9","0,9","0,1","2,6","3,0","17,8"
Alex Bentley,CON,G,34,979,34,34,"28,8","5,0","12,9",",385","1,4","4,9",",286","3,6","8,0",",446","1,5","1,9",",785","0,3","1,9","2,5","0,9","0,1","1,4","2,5","12,9"
Sylvia Fowles*,MIN,C,34,969,34,34,"28,5","5,4","9,0",",595","0,0","0,0",0,"5,4","9,0",",595","3,2","4,5",",717","2,5","8,5","1,2","1,3","1,8","1,9","3,0","13,9"
Layshia Clarendon,ATL,G,34,959,34,32,"28,2","3,6","7,8",",466","0,5","1,5",",346","3,1","6,3",",495","2,6","3,4",",765","1,3","4,3","3,5","0,7","0,1","2,2","2,3","10,4"
